motif_ID	motif_ALT_ID	motif_Score	seq_ID	seq_Score	seq_Class	is_holdout?
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000026577|transcript:ENSMUST00000027866|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000021728|transcript:ENSMUST00000022242|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000026600|transcript:ENSMUST00000189661|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000016921|transcript:ENSMUST00000130411|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000031647|transcript:ENSMUST00000160719|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000042182|transcript:ENSMUST00000129464|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000039361|transcript:ENSMUST00000207484|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000107283|transcript:ENSMUST00000154241|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000021326|transcript:ENSMUST00000222544|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000049106|transcript:ENSMUST00000054145|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000033004|transcript:ENSMUST00000239305|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000031328|transcript:ENSMUST00000144429|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000002265|transcript:ENSMUST00000051209|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000102697|transcript:ENSMUST00000047479|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000002413|transcript:ENSMUST00000002487|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000026867|transcript:ENSMUST00000102800|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000056383|transcript:ENSMUST00000071804|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000031246|transcript:ENSMUST00000033598|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000024735|transcript:ENSMUST00000179297|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000032840|transcript:ENSMUST00000049138|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000053062|transcript:ENSMUST00000114195|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000067336|transcript:ENSMUST00000087435|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000024811|transcript:ENSMUST00000025729|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000024524|transcript:ENSMUST00000025402|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000022698|transcript:ENSMUST00000161326|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000032422|transcript:ENSMUST00000126405|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000059003|transcript:ENSMUST00000199708|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000031370|transcript:ENSMUST00000090840|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000090083|transcript:ENSMUST00000024817|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000000439|transcript:ENSMUST00000000449|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000054469|transcript:ENSMUST00000067545|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000031600|transcript:ENSMUST00000098817|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000096188|transcript:ENSMUST00000179802|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000021540|transcript:ENSMUST00000069557|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000022708|transcript:ENSMUST00000114694|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000046062|transcript:ENSMUST00000052529|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000037475|transcript:ENSMUST00000124458|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000040929|transcript:ENSMUST00000165566|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000064115|transcript:ENSMUST00000114292|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000042572|transcript:ENSMUST00000038356|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000009569|transcript:ENSMUST00000149359|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000036282|transcript:ENSMUST00000037362|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027598|transcript:ENSMUST00000029126|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000025246|transcript:ENSMUST00000088217|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000026889|transcript:ENSMUST00000028251|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000090946|transcript:ENSMUST00000172332|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000050627|transcript:ENSMUST00000146623|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000023067|transcript:ENSMUST00000233296|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000019132|transcript:ENSMUST00000019276|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000047879|transcript:ENSMUST00000092096|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000051855|transcript:ENSMUST00000124665|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000053253|transcript:ENSMUST00000249908|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000019852|transcript:ENSMUST00000215836|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000024335|transcript:ENSMUST00000154232|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000022789|transcript:ENSMUST00000023477|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000026384|transcript:ENSMUST00000064091|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000039988|transcript:ENSMUST00000199727|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000003949|transcript:ENSMUST00000004051|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000033813|transcript:ENSMUST00000165720|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000048490|transcript:ENSMUST00000121927|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027286|transcript:ENSMUST00000102496|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000001323|transcript:ENSMUST00000065211|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000030894|transcript:ENSMUST00000033184|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000023960|transcript:ENSMUST00000126032|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000021427|transcript:ENSMUST00000021864|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027852|transcript:ENSMUST00000029445|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000058355|transcript:ENSMUST00000080536|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027692|transcript:ENSMUST00000159236|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000046204|transcript:ENSMUST00000089236|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000029684|transcript:ENSMUST00000031695|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000031539|transcript:ENSMUST00000163739|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000048388|transcript:ENSMUST00000051454|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000039952|transcript:ENSMUST00000191899|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000036667|transcript:ENSMUST00000045140|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000030000|transcript:ENSMUST00000204059|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000018412|transcript:ENSMUST00000106977|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000046841|transcript:ENSMUST00000053871|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000023852|transcript:ENSMUST00000024627|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000029135|transcript:ENSMUST00000031017|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000030760|transcript:ENSMUST00000033020|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000067787|transcript:ENSMUST00000109528|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000005871|transcript:ENSMUST00000079362|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027419|transcript:ENSMUST00000028905|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000039270|transcript:ENSMUST00000107359|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000019775|transcript:ENSMUST00000131996|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000022811|transcript:ENSMUST00000165418|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000050666|transcript:ENSMUST00000053175|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000032199|transcript:ENSMUST00000034720|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000032047|transcript:ENSMUST00000034547|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000005299|transcript:ENSMUST00000005431|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000020818|transcript:ENSMUST00000136012|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027287|transcript:ENSMUST00000110711|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000021371|transcript:ENSMUST00000021800|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000040843|transcript:ENSMUST00000043235|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000031441|transcript:ENSMUST00000033818|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000020590|transcript:ENSMUST00000048519|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000036093|transcript:ENSMUST00000036541|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000004865|transcript:ENSMUST00000130643|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000037996|transcript:ENSMUST00000107157|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000020362|transcript:ENSMUST00000145353|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000024592|transcript:ENSMUST00000025488|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000025157|transcript:ENSMUST00000225968|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000025420|transcript:ENSMUST00000122984|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000030180|transcript:ENSMUST00000005108|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000084957|transcript:ENSMUST00000135402|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000069072|transcript:ENSMUST00000091259|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000053838|transcript:ENSMUST00000066496|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000002107|transcript:ENSMUST00000170438|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000041313|transcript:ENSMUST00000048116|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000029190|transcript:ENSMUST00000031091|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000035614|transcript:ENSMUST00000066296|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000061288|transcript:ENSMUST00000092889|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000072501|transcript:ENSMUST00000229160|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000032186|transcript:ENSMUST00000098552|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000050965|transcript:ENSMUST00000059595|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000038520|transcript:ENSMUST00000047085|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000032512|transcript:ENSMUST00000215307|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000038323|transcript:ENSMUST00000042734|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000025326|transcript:ENSMUST00000200758|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000044647|transcript:ENSMUST00000122912|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000008763|transcript:ENSMUST00000008907|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000060681|transcript:ENSMUST00000077741|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000002341|transcript:ENSMUST00000002412|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000004558|transcript:ENSMUST00000004673|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000026219|transcript:ENSMUST00000186465|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000033953|transcript:ENSMUST00000102880|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000029655|transcript:ENSMUST00000118316|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000032086|transcript:ENSMUST00000034591|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000021578|transcript:ENSMUST00000022063|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000017291|transcript:ENSMUST00000017435|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000038546|transcript:ENSMUST00000144326|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000069270|transcript:ENSMUST00000171127|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000048142|transcript:ENSMUST00000056355|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000031529|transcript:ENSMUST00000033929|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027894|transcript:ENSMUST00000169449|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000007989|transcript:ENSMUST00000131309|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000035325|transcript:ENSMUST00000094578|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000061080|transcript:ENSMUST00000099761|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027206|transcript:ENSMUST00000110463|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000021824|transcript:ENSMUST00000154460|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000022664|transcript:ENSMUST00000023344|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000028737|transcript:ENSMUST00000039818|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000042599|transcript:ENSMUST00000002305|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000005103|transcript:ENSMUST00000005234|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027506|transcript:ENSMUST00000120143|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000038733|transcript:ENSMUST00000237749|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000032479|transcript:ENSMUST00000169851|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000044573|transcript:ENSMUST00000062740|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000028270|transcript:ENSMUST00000165774|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000021693|transcript:ENSMUST00000022204|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000074212|transcript:ENSMUST00000090178|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000045983|transcript:ENSMUST00000156226|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000020964|transcript:ENSMUST00000021347|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027189|transcript:ENSMUST00000102573|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000028059|transcript:ENSMUST00000176500|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000024583|transcript:ENSMUST00000237004|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000017264|transcript:ENSMUST00000097781|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000028927|transcript:ENSMUST00000030765|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000030189|transcript:ENSMUST00000032309|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000039428|transcript:ENSMUST00000041968|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000063801|transcript:ENSMUST00000075657|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027677|transcript:ENSMUST00000099153|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000030701|transcript:ENSMUST00000107046|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000034593|transcript:ENSMUST00000123128|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000025423|transcript:ENSMUST00000235135|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000026254|transcript:ENSMUST00000113235|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000001211|transcript:ENSMUST00000001240|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000031960|transcript:ENSMUST00000034441|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000040025|transcript:ENSMUST00000152796|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000024976|transcript:ENSMUST00000237908|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000021500|transcript:ENSMUST00000223736|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027599|transcript:ENSMUST00000029125|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000022426|transcript:ENSMUST00000023061|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000040028|transcript:ENSMUST00000098950|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000091896|transcript:ENSMUST00000170693|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000022340|transcript:ENSMUST00000228639|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000037822|transcript:ENSMUST00000139122|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000032216|transcript:ENSMUST00000238368|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000043991|transcript:ENSMUST00000051301|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000030201|transcript:ENSMUST00000032322|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000039630|transcript:ENSMUST00000037748|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000022265|transcript:ENSMUST00000022875|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000040455|transcript:ENSMUST00000137293|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000035274|transcript:ENSMUST00000006559|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000045777|transcript:ENSMUST00000059223|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000027893|transcript:ENSMUST00000138091|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000030256|transcript:ENSMUST00000032386|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000024743|transcript:ENSMUST00000076968|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000024150|transcript:ENSMUST00000024963|strand:-	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000022332|transcript:ENSMUST00000229234|strand:+	13.05	fp	0
1-ACCUAAA	STREME-1	4.9e-005	ENSMUSG00000030447|transcript:ENSMUST00000032629|strand:+	13.05	fp	0
