"","Row.names","ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","A8","A9","A11","A12","A13","A16","A17"
"51","ENSMUSG00000000594","ENSMUSG00000000594","Gm2a",14667,"protein_coding","11",54988941,55003855,48.96,119.91,77.78,90.97,98.52,122.84,110.89,140.31
"52","ENSMUSG00000000600","ENSMUSG00000000600","Krit1",79264,"protein_coding","5",3853184,3895564,36.51,23.42,26.29,24.64,26.34,5.28,16.16,21.58
"53","ENSMUSG00000000605","ENSMUSG00000000605","Clcn4",12727,"protein_coding","7",7285308,7303850,47.23,123.95,33.54,99.97,76.24,102.85,18.49,38.88
"54","ENSMUSG00000000627","ENSMUSG00000000627","Sema4f",20355,"protein_coding","6",82888866,82916750,47.76,10.14,39.77,6.78,10.6,11.45,0.95,4.87
"55","ENSMUSG00000000631","ENSMUSG00000000631","Myo18a",360013,"protein_coding","11",77654072,77756806,51.78,14.97,20.51,15.38,15.75,9.95,10.53,13.41
"56","ENSMUSG00000000632","ENSMUSG00000000632","Sez6",20370,"protein_coding","11",77821626,77869874,51.55,33.52,7.67,80.24,78.21,78.34,40.38,39.25
"57","ENSMUSG00000000711","ENSMUSG00000000711","Rab5b",19344,"protein_coding","10",128513044,128532133,44.42,66.45,31.87,30.88,48.7,31.45,14.28,37.86
"58","ENSMUSG00000000738","ENSMUSG00000000738","Spg7",234847,"protein_coding","8",123789681,123824499,48.71,36.25,19,50.15,39.5,26.11,23.61,46.09
"59","ENSMUSG00000000740","ENSMUSG00000000740","Rpl13",270106,"protein_coding","8",123829089,123831983,54.34,260.63,525.87,637.93,457.52,700.16,936.65,854.65
"60","ENSMUSG00000000743","ENSMUSG00000000743","Chmp1a",234852,"protein_coding","8",123931003,123939502,53.56,137.55,47.68,109.77,127.37,217.92,72.73,126.25
"61","ENSMUSG00000000753","ENSMUSG00000000753","Serpinf1",20317,"protein_coding","11",75300595,75313527,49.44,43.26,42.94,76.62,178.24,124.25,49.38,19.46
"62","ENSMUSG00000000776","ENSMUSG00000000776","Polr3d",67065,"protein_coding","14",70676197,70680887,51.78,36.26,2.45,12.27,19.62,30.35,5.95,23.61
"63","ENSMUSG00000000787","ENSMUSG00000000787","Ddx3x",13205,"protein_coding","X",13147209,13160291,39.75,67.16,107.06,50.67,60.66,41.57,38.01,28.34
"64","ENSMUSG00000000823","ENSMUSG00000000823","Zfp512b",269401,"protein_coding","2",181223896,181234596,53.58,14.07,11.55,6.31,4.24,12.28,4.5,3.2
"65","ENSMUSG00000000826","ENSMUSG00000000826","Dnajc5",13002,"protein_coding","2",181162278,181196926,42.98,113.39,48.1,104.93,101.49,133.2,24.82,88.97
"66","ENSMUSG00000000827","ENSMUSG00000000827","Tpd52l2",66314,"protein_coding","2",181138935,181159759,44.51,84.53,142.48,85.87,52.35,89.51,52.18,111.08
"67","ENSMUSG00000000838","ENSMUSG00000000838","Fmr1",14265,"protein_coding","X",67722147,67761569,35.06,27.25,59.39,25.37,17.21,13.61,1.27,23.32
"68","ENSMUSG00000000861","ENSMUSG00000000861","Bcl11a",14025,"protein_coding","11",24028056,24124123,45.53,69.59,68.1,28.37,49.78,76.63,12.49,23.28
"69","ENSMUSG00000000876","ENSMUSG00000000876","Pxmp4",59038,"protein_coding","2",154427678,154445628,47.38,31.68,34.85,41.46,33.66,36.55,9.65,20.58
"70","ENSMUSG00000000881","ENSMUSG00000000881","Dlg3",53310,"protein_coding","X",99811328,99862016,46.89,78.25,30.05,40.38,26.88,26.72,23.28,41.14
"71","ENSMUSG00000000902","ENSMUSG00000000902","Smarcb1",20587,"protein_coding","10",75732603,75757451,48.04,102.52,75.21,173.21,159.63,143.32,145.69,166.16
"72","ENSMUSG00000000959","ENSMUSG00000000959","Oxa1l",69089,"protein_coding","14",54598291,54607130,47.94,8.21,35.4,47.52,32.91,15.73,27.61,29.69
"73","ENSMUSG00000000976","ENSMUSG00000000976","Heatr6",217026,"protein_coding","11",83644522,83674580,45.93,7.54,26.92,2.13,4.46,3.31,5.9,3.51
"74","ENSMUSG00000001016","ENSMUSG00000001016","Ilf2",67781,"protein_coding","3",90383433,90395686,42.32,118.52,67.91,102.32,77.18,95.97,48.8,71.2
"75","ENSMUSG00000001017","ENSMUSG00000001017","Chtop",66511,"protein_coding","3",90406263,90416805,42.19,171.81,58.04,154.99,180.44,99.05,48.82,128.86
"76","ENSMUSG00000001018","ENSMUSG00000001018","Snapin",20615,"protein_coding","3",90395333,90398340,45.35,155.83,248.32,104.97,125.12,137.31,115.27,148.55
"77","ENSMUSG00000001020","ENSMUSG00000001020","S100a4",20198,"protein_coding","3",90511078,90513352,48.53,25.28,46.87,10.54,133.62,49.73,180.16,110.63
"78","ENSMUSG00000001025","ENSMUSG00000001025","S100a6",20200,"protein_coding","3",90520189,90531488,47.42,183.71,436.12,165.02,557,223.27,727.18,631.23
"79","ENSMUSG00000001039","ENSMUSG00000001039","B9d1",27078,"protein_coding","11",61395970,61403757,48.78,12,5.87,22.4,22.12,24.3,52.1,101.36
"80","ENSMUSG00000001052","ENSMUSG00000001052","Sec24b",99683,"protein_coding","3",129776408,129855202,44.2,11.41,5.87,7.79,4.38,18.3,5.1,5.93
"81","ENSMUSG00000001054","ENSMUSG00000001054","Rmnd5b",66089,"protein_coding","11",51514498,51526723,50.38,67.86,160.81,41.06,38.68,55.39,22.08,44.08
"82","ENSMUSG00000001056","ENSMUSG00000001056","Nhp2",52530,"protein_coding","11",51510562,51514541,50.38,66.54,148.17,69.81,93.78,112.3,67.99,62.64
"83","ENSMUSG00000001062","ENSMUSG00000001062","Vps9d1",72325,"protein_coding","8",123969095,123981087,54.85,44.15,3.62,24.95,15.07,15.56,10.36,3.49
"84","ENSMUSG00000001082","ENSMUSG00000001082","Mfsd10",68294,"protein_coding","5",34790986,34794556,57.97,26.22,20.54,14.25,15.71,5.21,9.54,15
"85","ENSMUSG00000001089","ENSMUSG00000001089","Luzp1",269593,"protein_coding","4",136197072,136282091,40.42,18.27,17.99,15.2,20.13,9.57,8.94,10.78
"86","ENSMUSG00000001098","ENSMUSG00000001098","Kctd10",330171,"protein_coding","5",114501628,114518569,54.26,20.95,7.65,28.44,40.37,36.57,23.52,75.37
"87","ENSMUSG00000001100","ENSMUSG00000001100","Poldip2",67811,"protein_coding","11",78403019,78413562,48.81,160.09,106.66,96.91,110.11,164.02,35.31,131.13
"88","ENSMUSG00000001105","ENSMUSG00000001105","Ift20",55978,"protein_coding","11",78427187,78432563,47.18,69.39,37.79,87.08,104.28,95.4,129.51,111.81
"89","ENSMUSG00000001120","ENSMUSG00000001120","Pcbp3",59093,"protein_coding","10",76597691,76797721,45.07,100.13,62.9,95.98,104.85,106.03,63.74,68.92
"90","ENSMUSG00000001127","ENSMUSG00000001127","Araf",11836,"protein_coding","X",20664053,20726758,42.71,452.03,419.91,236.95,314.93,325.67,242.13,218.16
"91","ENSMUSG00000001131","ENSMUSG00000001131","Timp1",21857,"protein_coding","X",20736405,20740974,46.96,27.78,93.61,39.8,92.47,31.21,22.95,5.02
"92","ENSMUSG00000001134","ENSMUSG00000001134","Uxt",22294,"protein_coding","X",20807961,20828256,42.12,5.92,27.56,12.62,21.8,16.21,33.36,19.88
"93","ENSMUSG00000001138","ENSMUSG00000001138","Cnnm3",94218,"protein_coding","1",36550948,36567318,52.74,9.03,20.27,20.15,10.89,11.6,6.2,13.61
"94","ENSMUSG00000001143","ENSMUSG00000001143","Lman2l",214895,"protein_coding","1",36458952,36484352,47.29,74.33,46.65,61.24,44.79,91.56,52.22,32.76
"95","ENSMUSG00000001150","ENSMUSG00000001150","Mcm3ap",54387,"protein_coding","10",76304761,76351691,45.98,6.96,6.31,12.31,9.11,6.84,5.41,9.65
"96","ENSMUSG00000001156","ENSMUSG00000001156","Mxd1",17119,"protein_coding","6",86624024,86646143,48.43,7.65,6.48,9.25,2.97,7.56,9.24,2.89
"97","ENSMUSG00000001157","ENSMUSG00000001157","Gmcl1",23885,"protein_coding","6",86668750,86710365,43.35,41.47,101.92,67.72,42.46,27.56,20.24,9.31
"98","ENSMUSG00000001158","ENSMUSG00000001158","Snrnp27",66618,"protein_coding","6",86652133,86661504,43.33,127.2,178.03,87.63,158.28,148.41,205.74,155.91
"99","ENSMUSG00000001173","ENSMUSG00000001173","Ocrl",320634,"protein_coding","X",47001264,47054745,42,33.9,30.19,19.86,9.82,7.96,3.81,9.75
"100","ENSMUSG00000001175","ENSMUSG00000001175","Calm1",12313,"protein_coding","12",100165694,100176073,47.93,1598.58,1600.3,1468.17,1387.06,1609.48,874.53,1091.51
"101","ENSMUSG00000001211","ENSMUSG00000001211","Agpat3",28169,"protein_coding","10",78105012,78188323,50.47,147.92,72.57,158.47,169.31,104.83,100.84,114.49
"102","ENSMUSG00000001227","ENSMUSG00000001227","Sema6b",20359,"protein_coding","17",56430085,56447343,56.44,40.72,2.46,32,28.83,61.39,7.28,29.22
"103","ENSMUSG00000001248","ENSMUSG00000001248","Gramd1a",52857,"protein_coding","7",30829552,30855321,52.22,70.62,20.85,38.25,59.4,82.16,41.29,39.88
"104","ENSMUSG00000001260","ENSMUSG00000001260","Gabrg1",14405,"protein_coding","5",70908390,70999960,35.86,16.7,15.15,4.83,8.36,3.48,0,2.07
"105","ENSMUSG00000001270","ENSMUSG00000001270","Ckb",12709,"protein_coding","12",111635795,111638772,61.92,3480.4,3463.67,4681.86,4419.22,3534.92,6106.31,7278.74
"106","ENSMUSG00000001285","ENSMUSG00000001285","Myg1",60315,"protein_coding","15",102240144,102246574,49.42,25.03,25.25,16.87,16.53,14.65,22.01,47.03
"107","ENSMUSG00000001289","ENSMUSG00000001289","Pfdn5",56612,"protein_coding","15",102234551,102240308,47.43,130.59,181.53,115.11,95.81,170.42,143.79,118.7
"108","ENSMUSG00000001300","ENSMUSG00000001300","Efnb2",13642,"protein_coding","8",8667434,8711242,45.21,2.26,4.79,14.35,17.55,12.85,0.04,5.57
"109","ENSMUSG00000001313","ENSMUSG00000001313","Rnd2",11858,"protein_coding","11",101355825,101362679,54.98,88.88,76.23,98.33,158.24,217.92,77.91,139.1
"110","ENSMUSG00000001323","ENSMUSG00000001323","Srr",27364,"protein_coding","11",74797185,74816774,43.41,108.84,61.77,58.55,86.14,91.87,43.33,52.16
"111","ENSMUSG00000001334","ENSMUSG00000001334","Fndc5",384061,"protein_coding","4",129030477,129038386,54.05,16.41,13.79,27.25,19,18.55,15.21,8.47
"112","ENSMUSG00000001366","ENSMUSG00000001366","Fbxo9",71538,"protein_coding","9",77988781,78016347,44,68.24,105.3,83.58,87.87,86.98,59.84,80.92
"113","ENSMUSG00000001376","ENSMUSG00000001376","Vps50",73288,"protein_coding","6",3498382,3603531,39.55,60.64,70.19,44.55,29.99,35.72,14.09,26.67
"114","ENSMUSG00000001383","ENSMUSG00000001383","Zmat2",66492,"protein_coding","18",36926929,36932719,45.66,140.39,153.76,149.71,141.46,176.74,96.33,94.51
"115","ENSMUSG00000001416","ENSMUSG00000001416","Cct3",12462,"protein_coding","3",88204423,88229074,43.27,247.43,191.98,201.16,240.39,228.4,143.17,204.47
"116","ENSMUSG00000001418","ENSMUSG00000001418","Glmp",56700,"protein_coding","3",88232330,88238620,51.68,139.44,28.11,110.22,137.95,113.32,131.96,153.35
"117","ENSMUSG00000001419","ENSMUSG00000001419","Mef2d",17261,"protein_coding","3",88049679,88079393,52.66,80.85,59.35,37.06,53.65,53.85,14.12,50.81
"118","ENSMUSG00000001424","ENSMUSG00000001424","Snd1",56463,"protein_coding","6",28475138,28935161,43.79,54.66,9.3,50.82,73.64,53.93,16.14,46.59
"119","ENSMUSG00000001436","ENSMUSG00000001436","Slc19a1",20509,"protein_coding","10",76868075,76896836,52.38,14.36,36.19,19.01,15.46,4.92,6.3,15.16
"120","ENSMUSG00000001440","ENSMUSG00000001440","Kpnb1",16211,"protein_coding","11",97050540,97078707,44.11,35.86,14.12,14.85,21.32,24.35,9.28,9.71
"121","ENSMUSG00000001441","ENSMUSG00000001441","Npepps",19155,"protein_coding","11",97096668,97171464,41.18,93.26,107.89,46.32,72.28,61.14,14.27,47.37
"122","ENSMUSG00000001445","ENSMUSG00000001445","Mrpl10",107732,"protein_coding","11",96932386,96940039,48.68,107.94,103.61,103.9,132.27,121.34,123.9,94.4
"123","ENSMUSG00000001467","ENSMUSG00000001467","Cyp51",13121,"protein_coding","5",4131145,4154746,42.39,37.3,61.06,94.59,89.16,40.64,57.32,80.1
"124","ENSMUSG00000001472","ENSMUSG00000001472","Tcf25",66855,"protein_coding","8",124100492,124130574,50.22,278.26,108.28,263.33,232.98,358.36,174.73,229.11
"125","ENSMUSG00000001473","ENSMUSG00000001473","Tubb6",67951,"protein_coding","18",67523787,67535819,48.34,18.86,36.39,38.74,36.9,32.74,21.76,11.36
"126","ENSMUSG00000001482","ENSMUSG00000001482","Def8",23854,"protein_coding","8",124150266,124190009,49.55,30.69,1.08,35.15,15.76,16.12,9.2,24.9
"127","ENSMUSG00000001506","ENSMUSG00000001506","Col1a1",12842,"protein_coding","11",94827050,94843868,53.92,13.04,6.58,6.13,3.95,7.06,2,6
"128","ENSMUSG00000001507","ENSMUSG00000001507","Itga3",16400,"protein_coding","11",94935300,94967627,50.82,8.85,6.77,6.49,8.22,11.89,1.45,4.68
"129","ENSMUSG00000001521","ENSMUSG00000001521","Tulp3",22158,"protein_coding","6",128298124,128332814,46.91,4.2,22.9,2.43,1.37,1.26,9.47,11.13
"130","ENSMUSG00000001525","ENSMUSG00000001525","Tubb5",22154,"protein_coding","17",36144813,36149198,51.62,233.34,257.77,301.08,221.22,369.29,194.13,189.6
"131","ENSMUSG00000001552","ENSMUSG00000001552","Jup",16480,"protein_coding","11",100259784,100288589,52.25,15.06,9.64,18.92,20.11,16.65,7.82,30.03
"132","ENSMUSG00000001576","ENSMUSG00000001576","Ergic1",67458,"protein_coding","17",26780463,26875908,50.43,120.5,154.8,99.44,78.44,92.91,45.74,113.38
"133","ENSMUSG00000001604","ENSMUSG00000001604","Tcea3",21401,"protein_coding","4",135975040,136002209,49.96,55.8,55.01,3.71,21.81,9.9,0,8.73
"134","ENSMUSG00000001627","ENSMUSG00000001627","Ifrd1",15982,"protein_coding","12",40251566,40298503,41.54,72,145.62,137.84,169.14,59.1,81.74,113.65
"135","ENSMUSG00000001630","ENSMUSG00000001630","Stk38l",232533,"protein_coding","6",146626493,146680310,42.34,11.74,5.29,10.39,26.67,20.56,3.77,9.23
"136","ENSMUSG00000001642","ENSMUSG00000001642","Akr1b1",11677,"protein_coding","6",34279369,34294413,49.81,53.12,29.8,80.34,82.25,87.1,53.46,142.26
"137","ENSMUSG00000001665","ENSMUSG00000001665","Gstt3",103140,"protein_coding","10",75609949,75617248,49.12,16.83,16.32,16.1,8.69,7.6,24.18,42.18
"138","ENSMUSG00000001666","ENSMUSG00000001666","Ddt",13202,"protein_coding","10",75607064,75609248,53.32,72.06,241.42,98.09,59.29,94.59,159.86,148.46
"139","ENSMUSG00000001687","ENSMUSG00000001687","Ubl3",24109,"protein_coding","5",148441445,148489599,42.33,154.09,122.73,175.27,196.78,113.54,177.53,177.68
"140","ENSMUSG00000001707","ENSMUSG00000001707","Eef1e1",66143,"protein_coding","13",38828183,38843034,44.24,17.74,67.62,36.77,29.77,41.28,34.77,36.27
"141","ENSMUSG00000001729","ENSMUSG00000001729","Akt1",11651,"protein_coding","12",112620255,112641318,57.7,106.78,63.35,69.7,54.45,99.69,50.57,90.24
"142","ENSMUSG00000001751","ENSMUSG00000001751","Naglu",27419,"protein_coding","11",100960838,100968498,53.06,32.59,6.85,12.63,13.36,11.9,12.54,9.67
"143","ENSMUSG00000001755","ENSMUSG00000001755","Coasy",71743,"protein_coding","11",100973391,100977445,55.44,44.5,53.97,44.58,32.55,22.68,11.63,37.62
"144","ENSMUSG00000001763","ENSMUSG00000001763","Tspan33",232670,"protein_coding","6",29694221,29718558,48.29,49.98,36.59,58.85,42.72,40.27,17.18,24.19
"145","ENSMUSG00000001768","ENSMUSG00000001768","Rin2",74030,"protein_coding","2",145517135,145729536,44.91,30.38,17.51,8.43,2.24,11.62,0,9.87
"146","ENSMUSG00000001774","ENSMUSG00000001774","Chordc1",66917,"protein_coding","9",18203421,18228738,37.71,50.58,40.56,32.12,19.4,14.53,20.4,20.96
"147","ENSMUSG00000001783","ENSMUSG00000001783","Rtcb",28088,"protein_coding","10",85774501,85793687,43.68,115.84,116.6,101.81,179.9,183.92,83.4,118.93
"148","ENSMUSG00000001785","ENSMUSG00000001785","Pwp1",103136,"protein_coding","10",85665358,85724960,44.02,41.12,8.25,24.49,52.51,28.68,17.81,28.56
"149","ENSMUSG00000001794","ENSMUSG00000001794","Capns1",12336,"protein_coding","7",29886361,29898236,50.01,150.53,128.41,112.19,109.1,95.73,98.29,111.83
"150","ENSMUSG00000001827","ENSMUSG00000001827","Folr1",14275,"protein_coding","7",101507538,101519995,46.35,0,50.74,15.41,15.22,11.02,44.61,35.58
"151","ENSMUSG00000001829","ENSMUSG00000001829","Clpb",20480,"protein_coding","7",101312840,101444713,46.32,52.76,30.29,29.51,31.38,52.01,20.53,32.89
"152","ENSMUSG00000001833","ENSMUSG00000001833","Septin7",235072,"protein_coding","9",25163735,25219867,35.94,702.97,1020.29,528.94,578.91,312.12,540.51,389.87
"153","ENSMUSG00000001844","ENSMUSG00000001844","Zdhhc4",72881,"protein_coding","5",143302244,143315011,49.8,92.07,84.87,75.75,42.3,65.93,27.77,65.55
"154","ENSMUSG00000001847","ENSMUSG00000001847","Rac1",19353,"protein_coding","5",143489389,143513791,47.12,508.78,308.89,486.68,551.01,499.8,367.38,426.49
"155","ENSMUSG00000001864","ENSMUSG00000001864","Aif1l",108897,"protein_coding","2",31840151,31863454,52.11,0,26.96,9.32,16.1,4.42,28.68,39.26
"156","ENSMUSG00000001891","ENSMUSG00000001891","Ugp2",216558,"protein_coding","11",21271138,21321201,39.6,130.61,193.01,131.24,155.08,117.28,200.91,249.47
"157","ENSMUSG00000001909","ENSMUSG00000001909","Trmt1",212528,"protein_coding","8",85412936,85426437,51.34,20.73,19.64,12.2,18.11,17.05,15.89,17.57
"158","ENSMUSG00000001910","ENSMUSG00000001910","Nacc1",66830,"protein_coding","8",85397108,85414531,50.66,10.3,2.41,10.72,5.97,18.45,6.89,11.76
"159","ENSMUSG00000001911","ENSMUSG00000001911","Nfix",18032,"protein_coding","8",85426505,85526973,53.14,528.64,310.86,441.96,441.78,418.31,243.81,335.29
"160","ENSMUSG00000001924","ENSMUSG00000001924","Uba1",22201,"protein_coding","X",20524565,20549418,46.94,123.95,144.6,177.9,155.92,189.32,60.28,135.07
"161","ENSMUSG00000001942","ENSMUSG00000001942","Siae",22619,"protein_coding","9",37466994,37560951,42.36,16.9,16.45,16.11,20.61,18.43,3.41,12.41
"162","ENSMUSG00000001948","ENSMUSG00000001948","Spa17",20686,"protein_coding","9",37514586,37525018,38.21,0,107.71,15.08,31.4,1.63,14.34,22.74
"163","ENSMUSG00000001964","ENSMUSG00000001964","Emd",13726,"protein_coding","X",73298293,73305154,46.56,19.29,83.19,42.72,44.28,25.71,44.53,53.61
