"","Row.names","ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","A8","A9","A11","A12","A13","A16","A17"
"31","ENSMUSG00000000326","ENSMUSG00000000326","Comt",12846,"protein_coding","16",18225636,18245602,48.68,1226,480,1480,1352,1392,1361,1754
"32","ENSMUSG00000000339","ENSMUSG00000000339","Rtca",66368,"protein_coding","3",116282612,116301857,43.09,578,715,964,935,917,1419,793
"33","ENSMUSG00000000346","ENSMUSG00000000346","Dazap2",23994,"protein_coding","15",100513230,100518642,50.58,6269,6282,4788,7259,4567,8263,8277
"34","ENSMUSG00000000355","ENSMUSG00000000355","Mcts1",68995,"protein_coding","X",37689455,37702303,37.89,215,1554,401,589,759,1202,643
"35","ENSMUSG00000000374","ENSMUSG00000000374","Trappc10",216131,"protein_coding","10",78022559,78080475,48.02,250,712,227,213,350,241,511
"36","ENSMUSG00000000378","ENSMUSG00000000378","Ccm2",216527,"protein_coding","11",6496887,6546744,47.75,384,869,579,549,836,691,846
"37","ENSMUSG00000000384","ENSMUSG00000000384","Tbrg4",21379,"protein_coding","11",6565598,6576067,51.38,7,133,44,81,44,68,50
"38","ENSMUSG00000000399","ENSMUSG00000000399","Ndufa9",66108,"protein_coding","6",126798684,126826099,45.75,2341,4918,2633,2939,3375,1588,2337
"39","ENSMUSG00000000420","ENSMUSG00000000420","Galnt1",14423,"protein_coding","18",24338401,24419875,40.82,1014,3440,1763,1135,797,1375,1012
"40","ENSMUSG00000000439","ENSMUSG00000000439","Mkrn2",67027,"protein_coding","6",115578863,115599585,47.04,531,144,1155,1332,601,130,513
"41","ENSMUSG00000000531","ENSMUSG00000000531","Tamalin",56149,"protein_coding","15",101122069,101130637,55.63,0,217,263,167,281,432,256
"42","ENSMUSG00000000538","ENSMUSG00000000538","Tom1l2",216810,"protein_coding","11",60117540,60243731,46.54,2435,1353,1795,1771,2273,381,3477
"43","ENSMUSG00000000552","ENSMUSG00000000552","Zfp385a",29813,"protein_coding","15",103222322,103248520,50.68,143,287,189,223,129,164,188
"44","ENSMUSG00000000560","ENSMUSG00000000560","Gabra2",14395,"protein_coding","5",71114940,71253192,36.51,957,1712,1027,882,729,431,624
"45","ENSMUSG00000000561","ENSMUSG00000000561","Wdr77",70465,"protein_coding","3",105866685,105877353,44.83,1143,745,1011,1010,1487,1791,1130
"46","ENSMUSG00000000563","ENSMUSG00000000563","Atp5pb",11950,"protein_coding","3",105850014,105867415,40.23,3296,9506,5092,5552,4897,8653,5772
"47","ENSMUSG00000000567","ENSMUSG00000000567","Sox9",20682,"protein_coding","11",112673050,112678586,50.95,6236,2660,9459,8291,5052,6075,6449
"48","ENSMUSG00000000568","ENSMUSG00000000568","Hnrnpd",11991,"protein_coding","5",100103794,100126797,38.55,1504,1150,2320,2219,1792,1330,1761
"49","ENSMUSG00000000579","ENSMUSG00000000579","Dynlt1c",100040563,"protein_coding","17",6869070,6877173,47.56,115,187,73,257,233,239,246
"50","ENSMUSG00000000581","ENSMUSG00000000581","C1d",57316,"protein_coding","11",17207579,17219176,37.25,518,2068,924,855,1405,1603,1507
"51","ENSMUSG00000000594","ENSMUSG00000000594","Gm2a",14667,"protein_coding","11",54988941,55003855,48.96,3120,2811,2836,3138,3504,4695,4807
"52","ENSMUSG00000000600","ENSMUSG00000000600","Krit1",79264,"protein_coding","5",3853184,3895564,36.51,494,670,515,637,102,509,502
"53","ENSMUSG00000000605","ENSMUSG00000000605","Clcn4",12727,"protein_coding","7",7285308,7303850,47.23,3490,1363,3305,2378,2522,751,1350
"54","ENSMUSG00000000627","ENSMUSG00000000627","Sema4f",20355,"protein_coding","6",82888866,82916750,47.76,261,1422,209,334,323,40,165
"55","ENSMUSG00000000631","ENSMUSG00000000631","Myo18a",360013,"protein_coding","11",77654072,77756806,51.78,612,1147,749,816,451,720,759
"56","ENSMUSG00000000632","ENSMUSG00000000632","Sez6",20370,"protein_coding","11",77821626,77869874,51.55,890,284,2547,2511,2258,1732,1357
"57","ENSMUSG00000000711","ENSMUSG00000000711","Rab5b",19344,"protein_coding","10",128513044,128532133,44.42,1304,869,725,1169,676,456,977
"58","ENSMUSG00000000738","ENSMUSG00000000738","Spg7",234847,"protein_coding","8",123789681,123824499,48.71,568,429,845,722,438,601,931
"59","ENSMUSG00000000740","ENSMUSG00000000740","Rpl13",270106,"protein_coding","8",123829089,123831983,54.34,891,2509,2544,1887,2575,5231,3750
"60","ENSMUSG00000000743","ENSMUSG00000000743","Chmp1a",234852,"protein_coding","8",123931003,123939502,53.56,1733,835,1650,1960,3001,1492,2086
"61","ENSMUSG00000000753","ENSMUSG00000000753","Serpinf1",20317,"protein_coding","11",75300595,75313527,49.44,455,628,960,2288,1427,846,268
"62","ENSMUSG00000000776","ENSMUSG00000000776","Polr3d",67065,"protein_coding","14",70676197,70680887,51.78,427,40,172,282,390,114,364
"63","ENSMUSG00000000787","ENSMUSG00000000787","Ddx3x",13205,"protein_coding","X",13147209,13160291,39.75,2004,4436,1812,2216,1360,1845,1114
"64","ENSMUSG00000000823","ENSMUSG00000000823","Zfp512b",269401,"protein_coding","2",181223896,181234596,53.58,517,589,278,191,495,269,155
"65","ENSMUSG00000000826","ENSMUSG00000000826","Dnajc5",13002,"protein_coding","2",181162278,181196926,42.98,3540,2583,3821,3700,4369,1073,3501
"66","ENSMUSG00000000827","ENSMUSG00000000827","Tpd52l2",66314,"protein_coding","2",181138935,181159759,44.51,956,1528,1107,663,809,780,1566
"67","ENSMUSG00000000838","ENSMUSG00000000838","Fmr1",14265,"protein_coding","X",67722147,67761569,35.06,712,2231,799,568,389,53,796
"68","ENSMUSG00000000861","ENSMUSG00000000861","Bcl11a",14025,"protein_coding","11",24028056,24124123,45.53,871,1363,457,672,951,264,453
"69","ENSMUSG00000000876","ENSMUSG00000000876","Pxmp4",59038,"protein_coding","2",154427678,154445628,47.38,379,822,509,699,496,233,441
"70","ENSMUSG00000000881","ENSMUSG00000000881","Dlg3",53310,"protein_coding","X",99811328,99862016,46.89,2332,1001,1383,987,812,1096,1699
"71","ENSMUSG00000000902","ENSMUSG00000000902","Smarcb1",20587,"protein_coding","10",75732603,75757451,48.04,949,967,1914,1800,1439,2194,2012
"72","ENSMUSG00000000959","ENSMUSG00000000959","Oxa1l",69089,"protein_coding","14",54598291,54607130,47.94,126,752,868,615,263,687,596
"73","ENSMUSG00000000976","ENSMUSG00000000976","Heatr6",217026,"protein_coding","11",83644522,83674580,45.93,272,1348,92,197,131,346,167
"74","ENSMUSG00000001016","ENSMUSG00000001016","Ilf2",67781,"protein_coding","3",90383433,90395686,42.32,1403,1117,1444,1115,1241,941,1105
"75","ENSMUSG00000001017","ENSMUSG00000001017","Chtop",66511,"protein_coding","3",90406263,90416805,42.19,2294,1166,2303,3067,1465,1126,2271
"76","ENSMUSG00000001018","ENSMUSG00000001018","Snapin",20615,"protein_coding","3",90395333,90398340,45.35,1740,3856,1397,1706,1675,2096,2173
"77","ENSMUSG00000001020","ENSMUSG00000001020","S100a4",20198,"protein_coding","3",90511078,90513352,48.53,40,104,19,252,83,467,219
"78","ENSMUSG00000001025","ENSMUSG00000001025","S100a6",20200,"protein_coding","3",90520189,90531488,47.42,342,1002,367,1134,376,2134,1348
"79","ENSMUSG00000001039","ENSMUSG00000001039","B9d1",27078,"protein_coding","11",61395970,61403757,48.78,44,30,96,98,96,312,478
"80","ENSMUSG00000001052","ENSMUSG00000001052","Sec24b",99683,"protein_coding","3",129776408,129855202,44.2,374,267,306,176,658,272,256
"81","ENSMUSG00000001054","ENSMUSG00000001054","Rmnd5b",66089,"protein_coding","11",51514498,51526723,50.38,766,2524,552,533,683,406,652
"82","ENSMUSG00000001056","ENSMUSG00000001056","Nhp2",52530,"protein_coding","11",51510562,51514541,50.38,345,1070,427,590,631,575,421
"83","ENSMUSG00000001062","ENSMUSG00000001062","Vps9d1",72325,"protein_coding","8",123969095,123981087,54.85,773,84,534,333,308,305,81
"84","ENSMUSG00000001082","ENSMUSG00000001082","Mfsd10",68294,"protein_coding","5",34790986,34794556,57.97,270,300,174,200,61,157,213
"85","ENSMUSG00000001089","ENSMUSG00000001089","Luzp1",269593,"protein_coding","4",136197072,136282091,40.42,848,1176,576,1199,317,409,691
"86","ENSMUSG00000001098","ENSMUSG00000001098","Kctd10",330171,"protein_coding","5",114501628,114518569,54.26,381,203,639,896,700,731,1651
"87","ENSMUSG00000001100","ENSMUSG00000001100","Poldip2",67811,"protein_coding","11",78403019,78413562,48.81,1924,1782,1389,1616,2154,691,2066
"88","ENSMUSG00000001105","ENSMUSG00000001105","Ift20",55978,"protein_coding","11",78427187,78432563,47.18,393,308,476,578,508,1104,592
"89","ENSMUSG00000001120","ENSMUSG00000001120","Pcbp3",59093,"protein_coding","10",76597691,76797721,45.07,1202,1036,1365,1528,1417,1252,1088
"90","ENSMUSG00000001127","ENSMUSG00000001127","Araf",11836,"protein_coding","X",20664053,20726758,42.71,3934,4982,2465,3382,3046,3451,2523
"91","ENSMUSG00000001131","ENSMUSG00000001131","Timp1",21857,"protein_coding","X",20736405,20740974,46.96,107,527,179,434,127,142,25
"92","ENSMUSG00000001134","ENSMUSG00000001134","Uxt",22294,"protein_coding","X",20807961,20828256,42.12,24,156,60,107,71,221,104
"93","ENSMUSG00000001138","ENSMUSG00000001138","Cnnm3",94218,"protein_coding","1",36550948,36567318,52.74,303,935,809,448,425,342,597
"94","ENSMUSG00000001143","ENSMUSG00000001143","Lman2l",214895,"protein_coding","1",36458952,36484352,47.29,1065,927,1067,832,1416,1271,702
"95","ENSMUSG00000001150","ENSMUSG00000001150","Mcm3ap",54387,"protein_coding","10",76304761,76351691,45.98,289,364,614,464,312,366,529
"96","ENSMUSG00000001156","ENSMUSG00000001156","Mxd1",17119,"protein_coding","6",86624024,86646143,48.43,227,267,329,108,246,446,113
"97","ENSMUSG00000001157","ENSMUSG00000001157","Gmcl1",23885,"protein_coding","6",86668750,86710365,43.35,749,2558,1463,938,545,595,221
"98","ENSMUSG00000001158","ENSMUSG00000001158","Snrnp27",66618,"protein_coding","6",86652133,86661504,43.33,525,1024,424,790,661,1386,830
"99","ENSMUSG00000001173","ENSMUSG00000001173","Ocrl",320634,"protein_coding","X",47001264,47054745,42,870,812,714,291,212,188,403
"100","ENSMUSG00000001175","ENSMUSG00000001175","Calm1",12313,"protein_coding","12",100165694,100176073,47.93,41463,57654,45625,44041,45766,36910,37279
"101","ENSMUSG00000001211","ENSMUSG00000001211","Agpat3",28169,"protein_coding","10",78105012,78188323,50.47,2458,1442,3242,3338,2720,3357,2991
"102","ENSMUSG00000001227","ENSMUSG00000001227","Sema6b",20359,"protein_coding","17",56430085,56447343,56.44,952,80,896,825,1573,277,899
"103","ENSMUSG00000001248","ENSMUSG00000001248","Gramd1a",52857,"protein_coding","7",30829552,30855321,52.22,1163,444,753,1196,1481,1106,863
"104","ENSMUSG00000001260","ENSMUSG00000001260","Gabrg1",14405,"protein_coding","5",70908390,70999960,35.86,507,639,176,311,116,0,83
"105","ENSMUSG00000001270","ENSMUSG00000001270","Ckb",12709,"protein_coding","12",111635795,111638772,61.92,28148,38973,44964,43546,31148,80477,76863
"106","ENSMUSG00000001285","ENSMUSG00000001285","Myg1",60315,"protein_coding","15",102240144,102246574,49.42,204,286,163,164,130,292,500
"107","ENSMUSG00000001289","ENSMUSG00000001289","Pfdn5",56612,"protein_coding","15",102234551,102240308,47.43,558,1343,710,601,969,1198,805
"108","ENSMUSG00000001300","ENSMUSG00000001300","Efnb2",13642,"protein_coding","8",8667434,8711242,45.21,69,203,525,656,430,2,224
"109","ENSMUSG00000001313","ENSMUSG00000001313","Rnd2",11858,"protein_coding","11",101355825,101362679,54.98,672,802,882,1457,1794,960,1372
"110","ENSMUSG00000001323","ENSMUSG00000001323","Srr",27364,"protein_coding","11",74797185,74816774,43.41,2319,1928,1470,2211,2136,1512,1477
"111","ENSMUSG00000001334","ENSMUSG00000001334","Fndc5",384061,"protein_coding","4",129030477,129038386,54.05,281,322,550,395,343,416,187
"112","ENSMUSG00000001366","ENSMUSG00000001366","Fbxo9",71538,"protein_coding","9",77988781,78016347,44,813,1677,1189,1226,1140,1144,1234
"113","ENSMUSG00000001376","ENSMUSG00000001376","Vps50",73288,"protein_coding","6",3498382,3603531,39.55,1439,2314,1266,871,929,544,833
"114","ENSMUSG00000001383","ENSMUSG00000001383","Zmat2",66492,"protein_coding","18",36926929,36932719,45.66,1930,2938,2457,2376,2657,2156,1705
"115","ENSMUSG00000001416","ENSMUSG00000001416","Cct3",12462,"protein_coding","3",88204423,88229074,43.27,2845,3069,2757,3374,2869,2681,3081
"116","ENSMUSG00000001418","ENSMUSG00000001418","Glmp",56700,"protein_coding","3",88232330,88238620,51.68,1021,294,1003,1308,847,1620,1594
"117","ENSMUSG00000001419","ENSMUSG00000001419","Mef2d",17261,"protein_coding","3",88049679,88079393,52.66,2062,1735,1184,1645,1441,711,1600
"118","ENSMUSG00000001424","ENSMUSG00000001424","Snd1",56463,"protein_coding","6",28475138,28935161,43.79,1184,280,1318,1952,1280,569,1328
"119","ENSMUSG00000001436","ENSMUSG00000001436","Slc19a1",20509,"protein_coding","10",76868075,76896836,52.38,201,704,316,264,74,144,278
"120","ENSMUSG00000001440","ENSMUSG00000001440","Kpnb1",16211,"protein_coding","11",97050540,97078707,44.11,1361,744,676,991,1014,573,486
"121","ENSMUSG00000001441","ENSMUSG00000001441","Npepps",19155,"protein_coding","11",97096668,97171464,41.18,2482,3981,1477,2355,1784,618,1660
"122","ENSMUSG00000001445","ENSMUSG00000001445","Mrpl10",107732,"protein_coding","11",96932386,96940039,48.68,1045,1395,1197,1562,1282,1954,1196
"123","ENSMUSG00000001467","ENSMUSG00000001467","Cyp51",13121,"protein_coding","5",4131145,4154746,42.39,921,2095,2798,2695,1100,2303,2604
"124","ENSMUSG00000001472","ENSMUSG00000001472","Tcf25",66855,"protein_coding","8",124100492,124130574,50.22,4433,2350,5109,4668,6239,4508,4872
"125","ENSMUSG00000001473","ENSMUSG00000001473","Tubb6",67951,"protein_coding","18",67523787,67535819,48.34,189,507,462,451,358,355,149
"126","ENSMUSG00000001482","ENSMUSG00000001482","Def8",23854,"protein_coding","8",124150266,124190009,49.55,605,29,814,376,345,292,644
"127","ENSMUSG00000001506","ENSMUSG00000001506","Col1a1",12842,"protein_coding","11",94827050,94843868,53.92,498,349,281,185,296,124,302
"128","ENSMUSG00000001507","ENSMUSG00000001507","Itga3",16400,"protein_coding","11",94935300,94967627,50.82,274,286,238,309,404,73,191
"129","ENSMUSG00000001521","ENSMUSG00000001521","Tulp3",22158,"protein_coding","6",128298124,128332814,46.91,88,666,61,35,29,186,179
"130","ENSMUSG00000001525","ENSMUSG00000001525","Tubb5",22154,"protein_coding","17",36144813,36149198,51.62,3742,5744,5770,4337,6481,5068,3994
"131","ENSMUSG00000001552","ENSMUSG00000001552","Jup",16480,"protein_coding","11",100259784,100288589,52.25,298,265,448,487,361,252,738
"132","ENSMUSG00000001576","ENSMUSG00000001576","Ergic1",67458,"protein_coding","17",26780463,26875908,50.43,1970,2164,1940,1606,1703,1220,2470
"133","ENSMUSG00000001604","ENSMUSG00000001604","Tcea3",21401,"protein_coding","4",135975040,136002209,49.96,368,505,29,175,71,0,75
"134","ENSMUSG00000001627","ENSMUSG00000001627","Ifrd1",15982,"protein_coding","12",40251566,40298503,41.54,884,2535,1750,2153,685,1496,1590
"135","ENSMUSG00000001630","ENSMUSG00000001630","Stk38l",232533,"protein_coding","6",146626493,146680310,42.34,339,212,358,774,566,177,351
"136","ENSMUSG00000001642","ENSMUSG00000001642","Akr1b1",11677,"protein_coding","6",34279369,34294413,49.81,399,312,716,753,712,655,1394
"137","ENSMUSG00000001665","ENSMUSG00000001665","Gstt3",103140,"protein_coding","10",75609949,75617248,49.12,127,246,208,115,90,427,599
"138","ENSMUSG00000001666","ENSMUSG00000001666","Ddt",13202,"protein_coding","10",75607064,75609248,53.32,177,821,279,174,244,630,463
"139","ENSMUSG00000001687","ENSMUSG00000001687","Ubl3",24109,"protein_coding","5",148441445,148489599,42.33,2300,2573,3166,3607,1872,4370,3525
"140","ENSMUSG00000001707","ENSMUSG00000001707","Eef1e1",66143,"protein_coding","13",38828183,38843034,44.24,273,1446,676,560,695,871,733
"141","ENSMUSG00000001729","ENSMUSG00000001729","Akt1",11651,"protein_coding","12",112620255,112641318,57.7,1742,1436,1359,1086,1780,1343,1934
"142","ENSMUSG00000001751","ENSMUSG00000001751","Naglu",27419,"protein_coding","11",100960838,100968498,53.06,503,147,233,252,201,315,196
"143","ENSMUSG00000001755","ENSMUSG00000001755","Coasy",71743,"protein_coding","11",100973391,100977445,55.44,560,949,712,535,328,270,621
"144","ENSMUSG00000001763","ENSMUSG00000001763","Tspan33",232670,"protein_coding","6",29694221,29718558,48.29,576,588,810,603,509,325,368
"145","ENSMUSG00000001768","ENSMUSG00000001768","Rin2",74030,"protein_coding","2",145517135,145729536,44.91,896,717,298,81,377,0,385
"146","ENSMUSG00000001774","ENSMUSG00000001774","Chordc1",66917,"protein_coding","9",18203421,18228738,37.71,1516,1512,883,779,414,1205,921
"147","ENSMUSG00000001783","ENSMUSG00000001783","Rtcb",28088,"protein_coding","10",85774501,85793687,43.68,1357,1899,1422,2573,2354,1591,1826
"148","ENSMUSG00000001785","ENSMUSG00000001785","Pwp1",103136,"protein_coding","10",85665358,85724960,44.02,638,178,454,996,487,450,582
"149","ENSMUSG00000001794","ENSMUSG00000001794","Capns1",12336,"protein_coding","7",29886361,29898236,50.01,1101,1346,967,943,764,1243,1105
"150","ENSMUSG00000001827","ENSMUSG00000001827","Folr1",14275,"protein_coding","7",101507538,101519995,46.35,0,447,123,98,62,429,271
"151","ENSMUSG00000001829","ENSMUSG00000001829","Clpb",20480,"protein_coding","7",101312840,101444713,46.32,897,804,912,808,1003,856,792
"152","ENSMUSG00000001833","ENSMUSG00000001833","Septin7",235072,"protein_coding","9",25163735,25219867,35.94,10651,21493,9574,10726,5177,13342,7758
"153","ENSMUSG00000001844","ENSMUSG00000001844","Zdhhc4",72881,"protein_coding","5",143302244,143315011,49.8,668,869,661,379,526,329,614
"154","ENSMUSG00000001847","ENSMUSG00000001847","Rac1",19353,"protein_coding","5",143489389,143513791,47.12,8153,6867,9413,10863,9028,9681,9461
"155","ENSMUSG00000001864","ENSMUSG00000001864","Aif1l",108897,"protein_coding","2",31840151,31863454,52.11,0,719,214,378,93,896,991
"156","ENSMUSG00000001891","ENSMUSG00000001891","Ugp2",216558,"protein_coding","11",21271138,21321201,39.6,1850,3809,2337,2768,1838,5040,5017
"157","ENSMUSG00000001909","ENSMUSG00000001909","Trmt1",212528,"protein_coding","8",85412936,85426437,51.34,268,335,177,276,235,317,289
"158","ENSMUSG00000001910","ENSMUSG00000001910","Nacc1",66830,"protein_coding","8",85397108,85414531,50.66,283,92,353,201,556,308,426
"159","ENSMUSG00000001911","ENSMUSG00000001911","Nfix",18032,"protein_coding","8",85426505,85526973,53.14,5945,5253,6287,6304,5416,4643,5195
"160","ENSMUSG00000001924","ENSMUSG00000001924","Uba1",22201,"protein_coding","X",20524565,20549418,46.94,3175,5150,5463,4891,5318,2515,4558
"161","ENSMUSG00000001942","ENSMUSG00000001942","Siae",22619,"protein_coding","9",37466994,37560951,42.36,409,323,442,440,365,133,375
"162","ENSMUSG00000001948","ENSMUSG00000001948","Spa17",20686,"protein_coding","9",37514586,37525018,38.21,0,430,50,108,5,67,83
"163","ENSMUSG00000001964","ENSMUSG00000001964","Emd",13726,"protein_coding","X",73298293,73305154,46.56,172,1031,453,481,243,646,623
"164","ENSMUSG00000001985","ENSMUSG00000001985","Grik3",14807,"protein_coding","4",125384493,125607966,50.31,4,335,37,64,164,0,0
"165","ENSMUSG00000001986","ENSMUSG00000001986","Gria3",53623,"protein_coding","X",40489731,40767478,38.76,1613,1536,521,1005,358,741,457
"166","ENSMUSG00000001999","ENSMUSG00000001999","Blvra",109778,"protein_coding","2",126912585,126939004,44,304,191,323,286,314,247,349
"167","ENSMUSG00000002006","ENSMUSG00000002006","Pdzd4",245469,"protein_coding","X",72836965,72868575,45.8,5,56,38,6,83,45,37
"168","ENSMUSG00000002010","ENSMUSG00000002010","Idh3g",15929,"protein_coding","X",72822569,72830503,47.41,2154,4449,2569,2508,2241,3166,2986
"169","ENSMUSG00000002012","ENSMUSG00000002012","Pnck",93843,"protein_coding","X",72699600,72703723,57.25,1039,1663,1110,909,1375,1468,1135
"170","ENSMUSG00000002014","ENSMUSG00000002014","Ssr4",20832,"protein_coding","X",72830634,72834436,50.96,439,229,470,608,685,1031,744
"171","ENSMUSG00000002015","ENSMUSG00000002015","Bcap31",27061,"protein_coding","X",72729784,72759781,43.49,2120,6340,2364,2798,2461,3019,2633
"172","ENSMUSG00000002017","ENSMUSG00000002017","Fam98a",72722,"protein_coding","17",75844081,75858941,42.35,299,1145,246,615,217,598,141
"173","ENSMUSG00000002028","ENSMUSG00000002028","Kmt2a",214162,"protein_coding","9",44714652,44792594,45.68,597,399,165,291,375,36,253
"174","ENSMUSG00000002031","ENSMUSG00000002031","Ift46",76568,"protein_coding","9",44679205,44704744,45.24,379,800,106,506,581,689,394
"175","ENSMUSG00000002052","ENSMUSG00000002052","Supt6",20926,"protein_coding","11",78097572,78136813,46.39,905,197,902,1188,1177,710,498
"176","ENSMUSG00000002058","ENSMUSG00000002058","Unc119",22248,"protein_coding","11",78234308,78239990,56.47,412,1192,243,306,377,418,794
"177","ENSMUSG00000002059","ENSMUSG00000002059","Rab34",19376,"protein_coding","11",78079256,78083019,56.64,328,157,126,211,66,208,391
"178","ENSMUSG00000002064","ENSMUSG00000002064","Sdf2",20316,"protein_coding","11",78136572,78146322,44.57,875,1018,918,952,1187,1326,1185
"179","ENSMUSG00000002068","ENSMUSG00000002068","Ccne1",12447,"protein_coding","7",37797409,37806959,47.45,200,730,397,161,210,514,323
"180","ENSMUSG00000002102","ENSMUSG00000002102","Psmc3",19182,"protein_coding","2",90884354,90896714,51.95,1603,1737,2222,2606,2474,3748,2664
"181","ENSMUSG00000002103","ENSMUSG00000002103","Acp2",11432,"protein_coding","2",91033230,91044443,45.84,1141,1927,1777,1681,1028,2115,1538
"182","ENSMUSG00000002105","ENSMUSG00000002105","Slc39a13",68427,"protein_coding","2",90892136,90900762,53.74,129,239,203,137,119,236,375
"183","ENSMUSG00000002107","ENSMUSG00000002107","Celf2",14007,"protein_coding","2",6544505,7514374,40.13,3483,3982,1815,2598,1828,1986,1433
"184","ENSMUSG00000002129","ENSMUSG00000002129","Sf3a1",67465,"protein_coding","11",4110350,4132541,46.56,1230,970,1063,1351,892,1146,762
"185","ENSMUSG00000002205","ENSMUSG00000002205","Vrk3",101568,"protein_coding","7",44397837,44426939,49.01,482,146,277,338,447,464,711
"186","ENSMUSG00000002233","ENSMUSG00000002233","Rhoc",11853,"protein_coding","3",104695691,104701775,55.27,259,688,468,565,540,582,757
"187","ENSMUSG00000002265","ENSMUSG00000002265","Peg3",18616,"protein_coding","7",6706891,6733430,44.95,1767,1087,1400,1704,1051,376,458
