"","PG.UniprotIds","PG.ProteinNames","PG.Genes","1_UD1_NC_1","2_UD2_NC_2","3_7D1_actin_1","4_8D1_arc_1","7_UD3_NC_5","8_7D2_actin_2","9_8D2_arc_2"
"24","P56959","FUS_MOUSE","Fus",19.0770067579006,17.0591235486041,23.6550569569088,22.8555827992129,19.1337278255416,21.5965331614345,20.7002208451084
"25","Q8BYI9","TENR_MOUSE","Tnr",19.2329656206942,18.6361356292369,19.1790843696049,16.0257767641448,12.6758164911192,14.4177504896968,13.3796528964943
"26","O54965","RNF13_MOUSE","Rnf13",17.8529346359146,16.7003979941903,17.2052234453209,14.0064719637885,13.9331766424781,14.0544769454833,14.1322958579508
"27","P55066","NCAN_MOUSE","Ncan",19.5437305851865,19.1311905057238,18.3537881926416,18.8788627940564,14.0284931473546,13.7895880092679,14.0306958451337
"28","Q8BVI4","DHPR_MOUSE","Qdpr",18.8369110360602,19.0270491032347,20.0766954588668,19.3777382873243,19.2975622875328,19.0237270402463,19.6389810034719
"29","P62852","RS25_MOUSE","Rps25",22.1729585468174,22.258556912194,21.6146477213745,23.2566750217963,23.1030142497316,23.242726456159,23.0173115886552
"30","P62911","RL32_MOUSE","Rpl32",21.9050492274326,20.0058423901272,18.5998419929892,21.324189204509,21.9789280215931,20.9846864775532,21.3769482115903
"31","Q9D937","CK098_MOUSE","NaN",20.3641642497247,20.1404952955505,14.070373280256,19.4971321021824,19.643511517583,13.3600618654177,13.2917085250134
"32","Q02257","PLAK_MOUSE","Jup",20.0816937137302,19.7463020794822,19.7681179822573,19.3807658622594,19.5520568721765,22.5984536535003,22.4244622622389
"33","Q8BLK3","LSAMP_MOUSE","Lsamp",19.4748236129101,17.7955504211661,18.7170166142131,18.5615663390254,13.9450235182772,13.7065214768782,14.3386502170208
"34","P49722","PSA2_MOUSE","Psma2",18.2245343490746,18.276983382278,20.6103783298693,19.2867817957382,18.7278297355694,20.486765195663,20.8112830468671
"35","Q9JKR6","HYOU1_MOUSE","Hyou1",19.053221771049,16.541085962381,17.9382762336023,16.1897179050857,13.4275562841426,15.7382233685925,14.1018203394276
"36","Q9D819","IPYR_MOUSE","Ppa1",18.4880164390826,16.9616362402127,21.1895587099936,20.8208124871423,19.1637602637801,20.2177111947701,20.8804858620273
"37","P62996","TRA2B_MOUSE","Tra2b",19.9627182265992,19.1947657841829,23.0802160436008,22.0923631134782,16.7899811144964,19.8609544354056,18.6043345783389
"38","P05064","ALDOA_MOUSE","Aldoa",22.7443250820182,22.6894163079824,23.7997674008017,22.8852962819189,23.6016136082061,23.5116393280829,24.0879101794023
"39","P62827","RAN_MOUSE","Ran",21.1666422980172,21.1072302006632,22.4034908222641,21.7337063078684,21.1588616428224,22.2005310068952,22.919807272775
"40","Q9QZQ8","H2AY_MOUSE","Macroh2a1",23.1636541942058,23.0882267464699,21.749299395295,24.8084173701922,23.3361148842155,23.7784141735698,24.4572788814732
"41","P70202","LXN_MOUSE","Lxn",19.1381275894762,18.7135320336038,19.2125444828938,18.8621866320653,19.7704206231328,20.4150252899455,20.4122940039224
"42","Q9CR62","M2OM_MOUSE","Slc25a11",19.4921459140374,19.3187220540612,19.2950352197632,19.9856219119953,20.0432176621159,20.2189099893714,20.476648428602
"43","Q9DCC4","P5CR3_MOUSE","Pycr3",15.2870636922685,13.3740957409308,13.8609839253211,13.3039855851367,12.8344502790321,16.1506885547806,12.6873538346201
"44","P63038","CH60_MOUSE","Hspd1",20.4014423406609,20.4842806315093,20.9466416121843,20.4192533994005,20.9238851993395,21.4024206636477,21.5968256313695
"45","Q61545","EWS_MOUSE","Ewsr1",18.126472472848,17.154365869879,22.4121413485043,21.4488269603789,14.0244985159733,20.1070890193728,20.192877813767
"46","Q6PIE5","AT1A2_MOUSE","Atp1a2",21.4900897296723,21.4060151984354,22.7615687721744,21.7363390466007,21.1747521067772,20.8076634118994,21.2933669308147
"47","P17183","ENOG_MOUSE","Eno2",21.4314275683063,21.3864401363917,22.6891207046936,22.4697913926577,21.4108192638572,23.1074869937461,21.3896216269191
"48","P09411","PGK1_MOUSE","Pgk1",21.4060566241224,21.4929432055778,22.669105287103,22.0143304698829,21.9122935537685,22.2644459833021,22.066326175229
"49","Q8BWF0","SSDH_MOUSE","Aldh5a1",16.2391249029159,16.467172508829,18.1722732936352,13.3761151557311,17.9591449388487,18.0685214072661,17.1919235824625
"50","P51881","ADT2_MOUSE","Slc25a5",23.4185051461249,23.1740922976825,23.1108725545208,23.0185330161167,23.6192204465713,24.3048689319253,24.5781793623469
"51","P62874","GBB1_MOUSE","Gnb1",21.9490782556537,21.3153565844087,23.1590697370242,21.7381733388278,22.7090981628357,21.8708247260076,22.944357361323
"52","Q9D8E6","RL4_MOUSE","Rpl4",22.2065737886345,21.868721549592,22.1061180735943,22.349884584701,22.7088374257195,20.0195363220126,21.3792235138423
"53","P16045","LEG1_MOUSE","Lgals1",19.731518884412,19.88044420398,21.3648416279014,21.2494254825235,17.3925827829393,20.290056317085,21.0749302179014
"54","P15105","GLNA_MOUSE","Glul",21.9088531568015,21.6983577807871,23.3701634311449,21.6326073639178,22.563741859058,22.0226978481884,22.2064358296617
"55","P17426","AP2A1_MOUSE","Ap2a1",18.1989248500468,18.2379792193759,19.2059436104397,17.7215902781194,19.1721349989746,19.1817023366966,19.4751460946044
"56","P97351","RS3A_MOUSE","Rps3a",20.5615459029897,21.2845555564496,21.7580940595158,21.2686635442924,21.6524740949433,19.9908808513043,21.6543637093861
"57","Q61595","KTN1_MOUSE","Ktn1",19.5330530267515,19.7563982754805,19.6285625430938,19.6586961382336,20.5417695459343,17.1671218202868,18.1714795584629
"58","Q791V5","MTCH2_MOUSE","Mtch2",18.7486346503772,18.1507709160588,18.6612594869218,18.5194935902156,19.3474075599648,19.513305699977,19.8026835754818
"59","P48036","ANXA5_MOUSE","Anxa5",21.5460063617045,21.7506137419535,22.6095030106241,21.6630489006872,20.2292131818135,19.4068679215358,21.6055289368222
"60","P09602","HMGN2_MOUSE","Hmgn2",21.8493824038261,21.8244266158763,21.437477337338,22.3601340153471,21.0555261006175,17.1891996028013,20.2238516326495
"61","P63044","VAMP2_MOUSE","Vamp2",19.3288219132897,18.9163749016415,13.9394889825014,16.980058552978,19.4787940221498,20.1994800457196,20.9358950434069
"62","Q9Z2Q6","SEPT5_MOUSE","Septin5",18.3453273150709,18.7744336254818,20.1649763328102,18.3544775667871,19.819313111489,18.6249967340743,19.9116942470241
"63","Q9Z315","SNUT1_MOUSE","Sart1",19.7149473811534,18.8566639495821,21.1117664814145,20.66658284431,20.0003783771686,14.0111270586083,17.1235887314826
"64","Q922B2","SYDC_MOUSE","Dars1",18.7677095381404,18.7321997848536,19.4626835362003,17.6289178149643,18.8171966233961,19.1470176647418,19.2422042383324
"65","P35700","PRDX1_MOUSE","Prdx1",22.6468209802487,22.5764934756168,23.9602432074877,23.4117684518632,22.1464701812979,23.8966992380413,23.8831373150209
"66","Q8BG39","SV2B_MOUSE","Sv2b",18.1598880722077,12.8794861285637,18.3285756809736,16.4167431119572,13.7213027200301,14.0336388066817,13.7167391969936
"67","O08749","DLDH_MOUSE","Dld",19.8732155763436,19.8620909594897,20.8484178295583,20.0102026402137,20.475471268167,20.7071391032704,20.7600025965874
"68","P62242","RS8_MOUSE","Rps8",24.9400110930924,24.7796356354319,22.0189723628811,24.7931288808591,24.8934002472382,22.4513839331412,22.2162678650694
"69","P11499","HS90B_MOUSE","Hsp90ab1",22.4737026437119,22.3043673928396,23.2678278789128,21.4463534915381,22.5928549739745,21.909318760934,20.7440949217992
"70","P23819","GRIA2_MOUSE","Gria2",18.9372307768615,18.4286666925984,20.5178188619155,17.6533707661554,19.7486321582552,13.7467446536529,13.7006561690298
"71","P63087","PP1G_MOUSE","Ppp1cc",20.1921843065954,21.325105933423,20.7475514563681,19.1217764795458,19.550597255915,20.3181568289117,20.6534017793471
"72","P62281","RS11_MOUSE","Rps11",20.4469815100688,20.4551589921204,20.509452499968,19.9613384222683,21.0452463517019,21.6214907304625,21.0187118736948
"73","P10649","GSTM1_MOUSE","Gstm1",23.9035643898556,23.5769858751032,24.8972418521172,24.0325328095368,22.5776670041515,23.6868541583833,25.056103507493
"74","Q60972","RBBP4_MOUSE","Rbbp4",16.7344765423522,17.4130936503176,20.5778500625263,18.7821772843717,17.3308431603317,16.1841814833679,16.2268357685523
"75","O08583","THOC4_MOUSE","Alyref",20.8602422544093,20.5134144778925,21.5456730890751,22.375426354172,21.138685489972,23.613830436905,22.2924434229465
"76","P47754","CAZA2_MOUSE","Capza2",20.4078482958295,20.2601776558243,21.7483224320307,20.8574557430559,20.7693568128552,21.6192191615851,22.0434256267397
"77","Q61781","K1C14_MOUSE","Krt14",24.5024967496474,21.5286279136999,23.9244765859151,23.9560873156486,23.4634157286992,25.150826650446,24.6213717540121
"78","Q6IFX2","K1C42_MOUSE","Krt42",24.1393540756534,21.3607529502657,21.7115043817294,22.293883272199,21.5788279674955,24.69053264355,23.4653644196976
"79","Q6PHU5","SORT_MOUSE","Sort1",18.6680724556244,17.5090979952478,17.4214020146763,13.8957386914478,14.0632763854531,13.5303609198795,14.0593116431343
"80","P62897","CYC_MOUSE","Cycs",18.4808824593093,19.453563029372,20.8733027945508,20.8235395076747,19.9500639334673,19.8340337651542,20.9562440388749
"81","P40124","CAP1_MOUSE","Cap1",21.4556790711005,21.725849059688,20.734283698313,22.284571343676,20.2525011404938,20.6986546127362,20.2019408106698
"82","P0DP26;P0DP27;P0DP28","CALM1_MOUSE;CALM2_MOUSE;CALM3_MOUSE","Calm1;Calm2;Calm3",18.7809937327242,18.2205823154483,24.3892717162583,24.149976926668,21.1392474483589,23.1058136393075,24.4825687651479
"83","P63321","RALA_MOUSE","Rala",18.1132621909389,18.8943265718026,19.683717321648,19.3129385991829,18.5210016905627,19.5305681573617,20.8815048407191
"84","Q05D44","IF2P_MOUSE","Eif5b",20.9408071165561,21.417698073716,23.395133428815,21.1311955409353,20.5080665622026,16.072686898295,18.9053450514122
"85","P62264","RS14_MOUSE","Rps14",20.5792972922855,20.4067919148246,19.8208987368724,20.2377653369849,20.7896998745126,21.5742752534206,21.5252547787626
"86","Q925N0","SFXN5_MOUSE","Sfxn5",20.3135570768945,20.1656575529467,19.3143222187128,18.9271648214234,20.0682671664079,20.0426991842998,19.3771472747933
"87","Q80UG5","SEPT9_MOUSE","Septin9",18.0904298770791,17.8162260397795,19.3622302639671,17.7214158420594,18.7275053695213,18.1766902701069,19.9366177195036
"88","Q9Z1S5","SEPT3_MOUSE","Septin3",18.3314449800895,17.4599220618316,20.2081557412678,17.8422766876767,20.3339175614674,17.850039544047,20.4259566490389
"89","P19783","COX41_MOUSE","Cox4i1",18.7154436784921,18.1386138364041,20.6585926882337,18.2446911084702,17.9003307983268,20.094556977893,19.0405598652139
"90","Q9CYI4","LUC7L_MOUSE","Luc7l",16.663146431693,13.3648695640361,21.725291488969,21.3429722427206,13.6807356312789,17.9567214742818,18.4150906418099
"91","Q9CYH2","PXL2A_MOUSE","Prxl2a",19.502804891141,18.4032543018,19.0073644784327,19.0266637184654,17.6682719514412,19.0720832759494,19.3102676803737
"92","Q05920","PYC_MOUSE","Pc",20.303972491068,19.9737446093266,22.0900835691876,20.1355536130478,20.8320316465518,20.0026169962938,19.9514970281846
"93","P50446","K2C6A_MOUSE","Krt6a",25.7460393451548,24.3774065345972,24.8828006090152,24.0677030438536,24.6358042661771,26.037222888106,25.9580873659662
"94","Q8BFR5","EFTU_MOUSE","Tufm",19.0356108663878,19.1496574004396,20.2896840118243,18.3681275343668,19.6308461716993,19.837349076584,20.3890095041814
"95","P25444","RS2_MOUSE","Rps2",19.4087459437548,19.2966310732622,20.503739286391,19.8517901063631,20.9321434686555,21.4052395427311,21.1339405396528
"96","P97300","NPTN_MOUSE","Nptn",21.4638217412054,20.7263871053446,20.7560870551604,20.5292270973964,18.3850950224214,14.1744599503702,13.6443915452863
"97","Q3TEA8","HP1B3_MOUSE","Hp1bp3",24.2773719702545,24.8324155081493,23.7567909209047,25.0591444791478,24.8695382546432,22.337257725567,22.6500259817776
"98","Q8R422","CD109_MOUSE","Cd109",18.7697489118757,17.7644866036866,19.4424339615315,17.3487086735263,13.292514610181,13.1806670689278,13.3555870366681
"99","P35564","CALX_MOUSE","Canx",20.3478546770369,19.6263756121715,21.092175711967,20.0240259217363,19.5238254620572,18.4793094199806,14.208080354284
"100","Q04750","TOP1_MOUSE","Top1",22.2397954788386,21.6037956340515,23.4286175066268,22.70339288832,22.5067869264049,19.608069367434,19.1569990978821
"101","Q99PT1","GDIR1_MOUSE","Arhgdia",20.3478145098401,20.4495398095664,21.3726298942852,20.3735551033239,20.358861646811,19.953076982987,21.5222267608291
"102","Q8VE97","SRSF4_MOUSE","Srsf4",19.5728685129712,19.8413104842223,22.3874286173023,22.9277097120155,18.2046008930666,19.7764844709775,19.2144308493071
"103","Q9DB41","GHC2_MOUSE","Slc25a18",19.6120026507219,16.6544637847237,19.1593932766315,18.196745585653,18.8104293797542,17.7361565699656,18.6290173810811
"104","E9Q616","E9Q616_MOUSE","Ahnak",16.0852321533894,16.3341667243919,18.6611163586439,18.8085931536535,14.3298503318033,20.4324945642568,16.9682023789116
"105","P19253","RL13A_MOUSE","Rpl13a",20.3624590492144,20.5776000105267,20.8219708666899,19.9927021560135,21.2949963314264,21.7800176577567,21.3065788650004
"106","P52480","KPYM_MOUSE","Pkm",22.2873316903697,22.113037156206,23.2794225514305,21.9492255294239,22.3693416929543,23.0042400136208,22.9612799683188
"107","P97429","ANXA4_MOUSE","Anxa4",18.8214250449293,15.7732483034438,17.5775177321167,14.0251773530917,13.9757808327304,18.0575069629984,14.6216543625487
"108","Q9CX86","ROA0_MOUSE","Hnrnpa0",17.8549623855307,17.6719264447265,22.5234295418943,21.4814597808683,17.6635494510888,18.7364092615618,19.9114011360489
"109","P62908","RS3_MOUSE","Rps3",19.9410480700858,20.0456871830502,19.9753236546744,20.3648025026497,20.4689658361037,21.1182744292717,21.1556197603434
"110","Q9QYG0","NDRG2_MOUSE","Ndrg2",19.6575447655865,19.75924868883,20.9660683526674,20.6494222185945,19.3006738691017,19.4902730952623,19.4952546761577
"111","Q91X97","NCALD_MOUSE","Ncald",16.9366296741768,16.110632308595,20.9919284140444,19.7430018795809,13.6338469197353,19.0136801077527,19.2429515657316
"112","P03995","GFAP_MOUSE","Gfap",25.3023511255354,25.395003584332,25.4784948747288,24.2141197891005,24.3062214643554,21.133653889557,22.7580967800982
"113","P05063","ALDOC_MOUSE","Aldoc",23.1395848815058,22.8227450797251,23.5016458282504,22.6284619372986,22.9137830688177,23.180043506736,23.5085537088986
"114","P59999","ARPC4_MOUSE","Arpc4",20.7681868210428,20.9129931140731,20.0935474530235,20.779512633474,20.5953588464988,20.8150036880547,21.162136644889
"115","P46460","NSF_MOUSE","Nsf",20.3848608017028,20.4631354702853,21.5036471846935,20.2139360753805,20.6838249870631,20.8664722931151,21.0429231255229
"116","Q8VEM8","S25A3_MOUSE","Slc25a3",21.1358508878396,20.707662562894,22.4497458389547,21.5703641214894,22.4255492566684,22.0384252559149,21.4487977044994
"117","Q99L43","CDS2_MOUSE","Cds2",18.2073252194152,13.0316063188732,14.0879957597515,13.2161397070207,18.4342562998548,16.6419152656097,14.7146340513118
"118","Q9Z2H5","E41L1_MOUSE","Epb41l1",18.2051953940862,15.8339922681322,20.014470936671,18.017025638514,18.5193186718054,13.5049825474928,14.0550318843905
"119","O70492","SNX3_MOUSE","Snx3",17.6741857025792,16.273220740425,20.0699457268236,19.1077119310409,12.7021083907606,19.4275547829633,20.5624362919335
"120","Q62048","PEA15_MOUSE","Pea15",18.1226056331294,18.0981827534335,21.026546596377,20.2535499374482,13.9781920529336,18.8744510895846,20.8339219538199
"121","P26043","RADI_MOUSE","Rdx",21.8963667463486,21.7446380374258,22.100281467477,21.3217606464184,21.2124128965327,21.7175099884976,19.7426859573236
"122","P45952","ACADM_MOUSE","Acadm",17.71105950881,18.1638964967227,19.5583057114336,15.5705616707039,18.0865094298673,18.1664051793451,18.1074808428929
"123","P50580","PA2G4_MOUSE","Pa2g4",17.6426220276973,16.6192468859584,19.4955676464533,13.3715527554135,18.6909714450115,19.0374778512792,19.290428067267
"124","Q7TQI3","OTUB1_MOUSE","Otub1",19.1466297774851,18.6826862200422,20.8045237159395,20.4936731219567,19.8984975520449,19.9029630891802,20.8019877648849
"125","P21956","MFGM_MOUSE","Mfge8",20.1645719388407,19.5125129150226,19.6825182931358,18.0975522195124,20.3877970340017,13.4975336691452,16.0755055147647
"126","P84104","SRSF3_MOUSE","Srsf3",20.0520692487029,20.3702968439252,24.3060488514115,24.5401928873731,21.0994991889236,22.1038560680407,21.9069022475529
"127","P14869","RLA0_MOUSE","Rplp0",19.7763261671037,19.7196201937252,19.9910799413664,19.3953545209626,20.0951053765904,20.5453131181129,24.060585469721
"128","Q9D1R9","RL34_MOUSE","Rpl34",20.1330130156148,20.4673215829849,19.5009126343089,19.9222348560804,20.6519043236602,22.1278352613584,20.7965338311023
"129","P19157","GSTP1_MOUSE","Gstp1",20.2278683390201,19.9924785666373,21.818310900571,21.4023105272515,19.9878293787212,21.1659039644871,21.6288547248239
"130","P61027","RAB10_MOUSE","Rab10",20.696410586655,20.6715388063427,21.7297829509281,19.6899675951669,20.9324029713145,21.2796675820759,21.5279908395667
"131","Q68FD5","CLH1_MOUSE","Cltc",18.6876647106992,19.3880661436745,21.0200726151554,20.3798866014631,19.4523014567847,19.981645135503,19.5607427452856
"132","Q9CQ69","QCR8_MOUSE","Uqcrq",19.0740029279478,19.4449087068184,19.3245570061782,19.4592084153226,19.3735056274436,16.6162002178038,19.8497927766327
"133","P17047","LAMP2_MOUSE","Lamp2",19.9747259190852,20.7072766060776,20.174396804191,19.6256571420161,14.008627960811,14.2549917002082,12.6653476483956
"134","Q8BFR4","GNS_MOUSE","Gns",19.1961735428951,18.5117550241451,18.4133050246888,17.6900227151085,14.491566594599,14.0221418476829,13.6820721672604
"135","Q61316","HSP74_MOUSE","Hspa4",18.857068020391,18.7325046654841,20.1079409038859,19.1408521226989,19.0444361840991,19.9282411460232,14.239315822785
"136","Q9R0P3","ESTD_MOUSE","Esd",18.1368613884669,18.2749193558671,20.2096660357706,17.3460728668629,19.138897261037,19.8707358077208,20.3321824048764
"137","Q6PDQ2","CHD4_MOUSE","Chd4",16.965711422953,17.0629762695352,17.3328532102539,17.7291896003599,17.2765910782769,14.1707565942848,14.1039267018064
"138","P26041","MOES_MOUSE","Msn",20.00690720101,20.0032995595646,20.297965811166,19.0720164562519,18.4701305248187,18.3059875067495,13.8751878312677
"139","Q8BL97","SRSF7_MOUSE","Srsf7",18.2899689952502,17.1819136434735,21.9916766036683,23.056960362381,17.989069686668,19.924667991835,19.9485238972063
"140","P05213","TBA1B_MOUSE","Tuba1b",23.9353461713512,24.4227576991618,25.3805070187483,24.5321959708636,24.8509882839413,23.905057703384,24.3607714345543
"141","Q8R191","SNG3_MOUSE","Syngr3",19.6681400845616,19.2585961209072,18.7334526832731,16.9013909481444,19.8402222688718,20.1389066105923,21.9732172078105
"142","P08249","MDHM_MOUSE","Mdh2",22.4825463703089,22.6559315532479,23.6539447590742,22.4286842223722,23.0978769288682,23.1045914999866,23.7379619270515
"143","Q99L04","DHRS1_MOUSE","Dhrs1",20.10303503892,19.9596140247355,20.9392360186379,20.4163998991027,19.5062453386343,20.4114531849529,20.8651507432414
"144","P11798","KCC2A_MOUSE","Camk2a",21.603818117894,21.4358683324248,23.0304263874253,21.7758802375352,22.3442224256315,20.2934397021399,21.1493752620518
"145","P31648","SC6A1_MOUSE","Slc6a1",17.9903515800905,18.3982747062259,19.3015499869802,18.2979215453376,18.31343905815,13.6972385023635,15.2695402517379
"146","Q9JMG7","HDGR3_MOUSE","Hdgfl3",21.9339349426215,21.4250119099832,22.1908631039693,23.8027945213779,20.8475014617113,16.2219348057577,20.2167906600848
"147","F6YVP7;P62270","F6YVP7_MOUSE;RS18_MOUSE","Rps18-ps6;Rps18",19.9687129120662,20.7573275446719,20.41951073202,19.3471517536744,22.1750167204854,20.582742097545,21.1314563469246
"148","P63260","ACTG_MOUSE","Actg1",24.7849757021507,24.9368543209484,25.8683160624793,24.9567201638909,25.188717877329,25.6997459005951,26.2060076884774
"149","P61164","ACTZ_MOUSE","Actr1a",19.3032292910613,15.9441450595696,19.6909261216549,14.1619410073762,20.8758791169812,20.6363863555048,20.4678775525587
"150","O55100","SNG1_MOUSE","Syngr1",18.7274219525577,18.7475852217579,19.1426070644896,19.41296315585,19.8746006793931,18.7153864509313,21.5655816708865
"151","Q9D0K2","SCOT1_MOUSE","Oxct1",20.0068247177642,19.8925630415831,21.225263220976,19.1544989065334,20.7276125484356,20.2574096336021,20.1351162788948
"152","Q80SY5","PR38B_MOUSE","Prpf38b",16.5262232024003,16.0885704245567,17.7254282819095,18.7569261733081,13.3082470883995,13.9208328513695,13.0807946133162
"153","Q8CCK0","H2AW_MOUSE","Macroh2a2",20.4885459165651,20.3584458886284,18.9267446000417,20.7024451741738,21.1744133319632,18.5585273469358,20.1640051791094
"154","O09061","PSB1_MOUSE","Psmb1",18.6182881570731,18.792911529688,20.1096122715754,19.0912307187784,18.4628697466218,20.7521246653688,20.3195342643007
"155","Q08642","PADI2_MOUSE","Padi2",19.401753498648,19.4767333917902,18.8295196345074,15.9388692829317,16.9863157887995,13.76573624866,13.7486374836515
"156","P55264","ADK_MOUSE","Adk",16.3444357511347,17.6879276966341,18.5096436905606,17.0710982954062,17.2713263622964,17.5664699916542,17.1585241167239
"157","Q8QZT1","THIL_MOUSE","Acat1",19.3840234741049,18.758185940716,20.7524414342577,19.5961320031577,20.3609068732726,20.4442091002714,20.7800644870422
"158","P13020","GELS_MOUSE","Gsn",19.2755048011141,19.1981076132823,19.097820513704,17.7281587688656,16.9178702658627,17.8984999565382,18.098332860191
"159","P53026","RL10A_MOUSE","Rpl10a",20.1557942651074,20.4282807209104,19.9921957727019,20.3438557966653,21.1606061366184,21.6825899064545,21.584025397189
"160","Q91VE6","MK67I_MOUSE","Nifk",19.6505666014485,19.8363040788379,18.2723996302294,20.7657252199994,20.6538695251555,13.5996347759106,16.3009643153149
"161","P12658","CALB1_MOUSE","Calb1",19.2324225593126,19.4771004265478,20.9846878647691,20.6122560494833,18.3269832421162,20.4673007492888,21.7580810761695
"162","Q9CWS0","DDAH1_MOUSE","Ddah1",20.9128869037822,20.4786704056575,21.4266564409458,20.754302698328,20.755232437821,21.3304406061752,20.8729125656662
"163","C0HKE1;C0HKE2;C0HKE3;C0HKE4;C0HKE5;C0HKE6;C0HKE7;C0HKE8;C0HKE9;Q8BFU2;Q8CGP5;Q8CGP6;Q8CGP7;Q8R1M2","H2A1B_MOUSE;H2A1C_MOUSE;H2A1D_MOUSE;H2A1E_MOUSE;H2A1G_MOUSE;H2A1I_MOUSE;H2A1N_MOUSE;H2A1O_MOUSE;H2A1P_MOUSE;H2A3_MOUSE;H2A1F_MOUSE;H2A1H_MOUSE;H2A1K_MOUSE;H2AJ_MOUSE","H2ac4;H2ac6;H2ac7;H2ac8;H2ac11;H2ac13;Hist1h2an;Hist1h2ao;Hist1h2ap;H2ac25;Hist1h2af;H2ac12;H2ac15;H2aj",23.8603902254285,25.7047463792502,26.135251513675,26.1654550736767,26.4210532310264,25.4933255568068,25.5898599225704
"164","P67984","RL22_MOUSE","Rpl22",20.5427850185599,20.4715895855351,20.2433325703471,20.7432083975686,21.5050169122644,20.3844599995402,19.0461262659037
"165","Q7TMK9","HNRPQ_MOUSE","Syncrip",20.5807490584526,20.5670359436199,23.1691426511145,21.2671410499653,21.6532771785224,20.1720027621995,20.8406125329387
"166","Q8BH59","S2512_MOUSE","Slc25a12",19.1452531612341,18.9617709327094,19.8607556106458,19.0419466065483,19.1388860182044,19.7180159579292,19.9504042522134
