PG.UniprotIds,PG.ProteinNames,PG.Genes,PG.ProteinDescriptions,20240308_BJB_EDM_JR_APEXID_S01.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S02.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S03.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S04.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S07.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S08.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S09.raw.PG.PSMs,20240308_BJB_EDM_JR_APEXID_S01.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S02.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S03.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S04.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S07.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S08.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S09.raw.PG.PSMsForQuant,20240308_BJB_EDM_JR_APEXID_S01.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S02.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S03.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S04.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S07.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S08.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S09.raw.PG.Label-Free Quant,20240308_BJB_EDM_JR_APEXID_S01.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S02.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S03.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S04.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S07.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S08.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S09.raw.PG.Coverage,20240308_BJB_EDM_JR_APEXID_S01.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S02.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S03.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S04.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S07.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S08.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S09.raw.PG.Score,20240308_BJB_EDM_JR_APEXID_S01.raw.PG.Qvalue,20240308_BJB_EDM_JR_APEXID_S02.raw.PG.Qvalue,20240308_BJB_EDM_JR_APEXID_S03.raw.PG.Qvalue,20240308_BJB_EDM_JR_APEXID_S04.raw.PG.Qvalue,20240308_BJB_EDM_JR_APEXID_S07.raw.PG.Qvalue,20240308_BJB_EDM_JR_APEXID_S08.raw.PG.Qvalue,20240308_BJB_EDM_JR_APEXID_S09.raw.PG.Qvalue
E9Q6J5,BD1L1_MOUSE,Bod1l,Biorientation of chromosomes in cell division protein 1-like 1,12,3,12,15,5,NaN,NaN,5,3,5,6,5,NaN,NaN,410189.9,161513.8,866571.75,731946.75,243330.94,NaN,NaN,3.9%,1.2%,4.9%,5.6%,1.5%,NaN,NaN,55.09335708618164,55.09335708618164,55.09335708618164,55.09335708618164,55.09335708618164,NaN,NaN,0,0,0,0,0,NaN,NaN
Q9R1Q8,TAGL3_MOUSE,Tagln3,Transgelin-3,2,1,13,17,6,17,20,2,1,5,7,6,7,7,149972.55,64342.285,2484880,1784977,510881.88,2088103.2,3675642.2,8%,6%,67.3%,58.3%,28.1%,58.3%,60.8%,52.5233268737793,52.5233268737793,52.5233268737793,52.5233268737793,52.5233268737793,52.5233268737793,52.5233268737793,0,0,0,0,0,0,0
P62259,1433E_MOUSE,Ywhae,14-3-3 protein epsilon,26,27,35,28,42,21,43,8,10,10,10,12,11,11,6607507.5,4352895,10119732,5201288.5,7712655,2340970.8,9763696,67.8%,78.8%,74.5%,63.5%,74.5%,55.7%,82.4%,51.94178771972656,51.94178771972656,51.94178771972656,51.94178771972656,51.94178771972656,51.94178771972656,51.94178771972656,0,0,0,0,0,0,0
Q8BTI8,SRRM2_MOUSE,Srrm2,Serine/arginine repetitive matrix protein 2,13,12,45,48,11,1,11,5,5,6,7,5,1,6,684768.06,605788,6090175,5143925,614094.5,68958.414,561997,6.9%,6.1%,18.5%,17.6%,5.7%,0.4%,5.1%,50.805877685546875,50.805877685546875,50.805877685546875,50.805877685546875,50.805877685546875,50.805877685546875,50.805877685546875,0,0,0,0,0,0,0
P16330,CN37_MOUSE,Cnp,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",3,1,3,NaN,NaN,NaN,1,3,1,3,NaN,NaN,NaN,1,109128.305,40325.72,156492.11,NaN,NaN,NaN,36784.348,6.2%,3.6%,7.6%,NaN,NaN,NaN,2.6%,39.37574005126953,39.37574005126953,39.37574005126953,NaN,NaN,NaN,39.37574005126953,0,0,0,NaN,NaN,NaN,0
P52760,RIDA_MOUSE,Rida,2-iminobutanoate/2-iminopropanoate deaminase,8,4,2,3,5,8,7,7,4,2,3,5,7,6,1436494.6,1429738.6,187265.31,315400.7,388458.75,1716436.5,2408374.5,57.8%,37.8%,19.3%,26.7%,26.7%,45.9%,45.9%,53.55809783935547,53.55809783935547,53.55809783935547,53.55809783935547,53.55809783935547,53.55809783935547,53.55809783935547,0,0,0,0,0,0,0
P57746,VATD_MOUSE,Atp6v1d,V-type proton ATPase subunit D,5,5,4,2,13,3,8,5,5,4,2,7,3,7,765019.06,569140.94,727920.56,374638.06,1043216.25,550084.2,2108742.2,25.5%,20.6%,12.6%,7.7%,44.9%,15%,29.1%,47.674713134765625,47.674713134765625,47.674713134765625,47.674713134765625,47.674713134765625,47.674713134765625,47.674713134765625,0,0,0,0,0,0,0
P27546,MAP4_MOUSE,Map4,Microtubule-associated protein 4,28,18,25,38,8,7,7,10,6,9,11,8,5,6,2390628.5,1856943.6,2410558.5,2754772.8,1497285.4,899301.6,973569.94,21.1%,15.5%,20.8%,29.3%,6.5%,8.2%,8.3%,55.10138702392578,55.10138702392578,55.10138702392578,55.10138702392578,55.10138702392578,55.10138702392578,55.10138702392578,0,0,0,0,0,0,0
Q9D8N0,EF1G_MOUSE,Eef1g,Elongation factor 1-gamma,5,8,12,4,11,15,11,5,6,7,4,6,6,6,865100.06,974640.8,1689947.2,731916,1424564,2077308,2268328.2,14.2%,18.8%,28.6%,11.4%,30.4%,36.6%,24.7%,51.432437896728516,51.432437896728516,51.432437896728516,51.432437896728516,51.432437896728516,51.432437896728516,51.432437896728516,0,0,0,0,0,0,0
P47955,RLA1_MOUSE,Rplp1,Large ribosomal subunit protein P1,2,1,2,1,2,1,2,2,1,2,1,2,1,2,294335.9,227941.98,492622.72,560105.7,887600.5,425354.88,793789.1,42.1%,28.1%,42.1%,28.1%,28.1%,28.1%,42.1%,30.664594650268555,30.664594650268555,30.664594650268555,30.664594650268555,30.664594650268555,30.664594650268555,30.664594650268555,0.0017196904557179708,0.0017196904557179708,0.0017196904557179708,0.0017196904557179708,0.0017196904557179708,0.0017196904557179708,0.0017196904557179708
P13595,NCAM1_MOUSE,Ncam1,Neural cell adhesion molecule 1,24,13,19,22,11,NaN,NaN,7,5,6,7,5,NaN,NaN,2645658,1898714.2,2677477.8,2305605,1168427.6,NaN,NaN,25.7%,19.4%,22%,26%,13.4%,NaN,NaN,52.58437728881836,52.58437728881836,52.58437728881836,52.58437728881836,52.58437728881836,NaN,NaN,0,0,0,0,0,NaN,NaN
O08599,STXB1_MOUSE,Stxbp1,Syntaxin-binding protein 1,24,18,24,12,25,3,7,6,6,6,6,5,3,5,1484656,1119275.2,3116602.8,1227724.5,2372259.5,637696.75,864140.94,39.2%,37%,43.9%,23.2%,48.7%,4.7%,14.8%,50.38811111450195,50.38811111450195,50.38811111450195,50.38811111450195,50.38811111450195,50.38811111450195,50.38811111450195,0,0,0,0,0,0,0
Q9CR57,RL14_MOUSE,Rpl14,Large ribosomal subunit protein eL14,15,11,8,14,13,19,10,11,10,8,13,11,14,9,16114928,8393903,2477846.2,7636610,9171300,23372358,6883678.5,32.3%,29%,21.7%,29%,32.3%,35.9%,29%,52.00370788574219,52.00370788574219,52.00370788574219,52.00370788574219,52.00370788574219,52.00370788574219,52.00370788574219,0,0,0,0,0,0,0
P56959,FUS_MOUSE,Fus,RNA-binding protein FUS,3,1,28,35,3,12,11,3,1,15,14,3,7,8,540664.9,116959.89,13194180,7581987.5,564793.44,3155136,1686288,4.8%,1.7%,24.1%,17.2%,8.1%,16.8%,16.8%,53.721797943115234,53.721797943115234,53.721797943115234,53.721797943115234,53.721797943115234,53.721797943115234,53.721797943115234,0,0,0,0,0,0,0
Q8BYI9,TENR_MOUSE,Tnr,Tenascin-R,11,6,7,1,NaN,NaN,NaN,5,5,6,1,NaN,NaN,NaN,598603.7,396874.9,577498.75,53379.387,NaN,NaN,NaN,9.4%,5.4%,4.8%,0.6%,NaN,NaN,NaN,46.8508186340332,46.8508186340332,46.8508186340332,46.8508186340332,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN
O54965,RNF13_MOUSE,Rnf13,E3 ubiquitin-protein ligase RNF13,2,1,2,NaN,NaN,NaN,NaN,2,1,2,NaN,NaN,NaN,NaN,220545,93362.125,127176.56,NaN,NaN,NaN,NaN,8.7%,6.3%,2.4%,NaN,NaN,NaN,NaN,40.4893913269043,40.4893913269043,40.4893913269043,NaN,NaN,NaN,NaN,0,0,0,NaN,NaN,NaN,NaN
P55066,NCAN_MOUSE,Ncan,Neurocan core protein,12,8,7,6,NaN,NaN,NaN,6,6,5,6,NaN,NaN,NaN,755106.1,562917.25,322010.06,470653.28,NaN,NaN,NaN,7.6%,6.1%,6.3%,3.3%,NaN,NaN,NaN,49.835060119628906,49.835060119628906,49.835060119628906,49.835060119628906,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN
Q8BVI4,DHPR_MOUSE,Qdpr,Dihydropteridine reductase,4,5,7,4,8,6,7,4,5,6,4,7,5,6,457224.62,517696.6,1095338.9,666247.1,626728.3,517011.38,798003.94,25.3%,25.7%,35.7%,17%,29.9%,34.4%,33.2%,58.74385070800781,58.74385070800781,58.74385070800781,58.74385070800781,58.74385070800781,58.74385070800781,58.74385070800781,0,0,0,0,0,0,0
P62852,RS25_MOUSE,Rps25,Small ribosomal subunit protein eS25,9,9,8,8,8,10,10,8,8,8,7,8,9,9,4707987,5001868,3193009.8,10017719,9001703,9912781,8483505,31.2%,31.2%,24%,31.2%,31.2%,31.2%,31.2%,46.500614166259766,46.500614166259766,46.500614166259766,46.500614166259766,46.500614166259766,46.500614166259766,46.500614166259766,0,0,0,0,0,0,0
P62911,RL32_MOUSE,Rpl32,Large ribosomal subunit protein eL32,6,4,4,6,8,6,6,6,4,4,6,6,6,6,3912989.5,1044110.56,383589.7,2612039.2,4129390.2,2064624.5,2704739,34.8%,22.2%,29.6%,34.8%,34.1%,29.6%,27.4%,51.29590606689453,51.29590606689453,51.29590606689453,51.29590606689453,51.29590606689453,51.29590606689453,51.29590606689453,0,0,0,0,0,0,0
Q9D937,CK098_MOUSE,NaN,Uncharacterized protein C11orf98 homolog,8,4,NaN,8,3,NaN,NaN,6,4,NaN,8,3,NaN,NaN,1333454.8,1142914.4,NaN,726044.9,811005.56,NaN,NaN,39%,21.1%,NaN,32.5%,32.5%,NaN,NaN,46.887203216552734,46.887203216552734,NaN,46.887203216552734,46.887203216552734,NaN,NaN,0,0,NaN,0,0,NaN,NaN
Q02257,PLAK_MOUSE,Jup,Junction plakoglobin,23,21,16,10,21,64,51,8,9,7,5,7,14,10,1100906.2,865552.5,877400.2,669377.5,749092.6,6334011,5603644.5,31.5%,29.1%,26.2%,16.6%,27.7%,58.4%,60.5%,54.061065673828125,54.061065673828125,54.061065673828125,54.061065673828125,54.061065673828125,54.061065673828125,54.061065673828125,0,0,0,0,0,0,0
Q8BLK3,LSAMP_MOUSE,Lsamp,Limbic system-associated membrane protein,6,2,5,3,NaN,NaN,NaN,6,2,5,3,NaN,NaN,NaN,718924.6,211937.97,408974.12,378079.72,NaN,NaN,NaN,12.9%,5.6%,15.8%,7.9%,NaN,NaN,NaN,43.983917236328125,43.983917236328125,43.983917236328125,43.983917236328125,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN
P49722,PSA2_MOUSE,Psma2,Proteasome subunit alpha type-2,3,4,7,8,5,11,10,3,4,6,8,5,8,7,287654.34,307856.7,1588917.4,629822.3,426017.88,1450809.4,1831498.8,13.7%,30.3%,26.1%,24.4%,17.9%,42.7%,39.3%,49.781494140625,49.781494140625,49.781494140625,49.781494140625,49.781494140625,49.781494140625,49.781494140625,0,0,0,0,0,0,0
Q9JKR6,HYOU1_MOUSE,Hyou1,Hypoxia up-regulated protein 1,7,1,4,1,3,1,NaN,5,1,4,1,3,1,NaN,526853.1,71622.305,242471.56,61660.156,4388.558,36163.26,NaN,11%,1.2%,2.9%,1.2%,1.2%,1%,NaN,44.82700729370117,44.82700729370117,44.82700729370117,44.82700729370117,44.82700729370117,44.82700729370117,NaN,0,0,0,0,0,0,NaN
Q9D819,IPYR_MOUSE,Ppa1,Inorganic pyrophosphatase,3,1,10,8,5,5,12,3,1,6,6,5,5,7,357531.25,114912.61,2381805,1840674.9,565503.94,1204633.1,1917228.9,15.6%,3.1%,46.4%,29.8%,24.2%,22.1%,39.4%,47.95494079589844,47.95494079589844,47.95494079589844,47.95494079589844,47.95494079589844,47.95494079589844,47.95494079589844,0,0,0,0,0,0,0
P62996,TRA2B_MOUSE,Tra2b,Transformer-2 protein homolog beta,8,5,19,25,3,6,6,5,5,9,15,3,5,5,1002271.9,592354.75,8856313,4459210,94691.086,934020,381251.78,27.8%,20.1%,35.1%,35.1%,6.2%,24%,18.8%,55.25636291503906,55.25636291503906,55.25636291503906,55.25636291503906,55.25636291503906,55.25636291503906,55.25636291503906,0,0,0,0,0,0,0
P05064,ALDOA_MOUSE,Aldoa,Fructose-bisphosphate aldolase A,33,34,45,37,58,53,64,8,7,11,7,9,12,11,7011789,6753922,14591857,7735687.5,12716454,11944303,17815232,83.2%,86.3%,85.7%,85.7%,83.8%,91.2%,91.2%,53.46842956542969,53.46842956542969,53.46842956542969,53.46842956542969,53.46842956542969,53.46842956542969,53.46842956542969,0,0,0,0,0,0,0
P62827,RAN_MOUSE,Ran,GTP-binding nuclear protein Ran,9,11,14,13,10,19,22,5,5,6,7,7,7,7,2347829.5,2239137.5,5532765.5,3473360,2329105.2,4808814.5,7921226,48.1%,48.1%,51.9%,48.1%,43.1%,52.8%,51.9%,53.9803581237793,53.9803581237793,53.9803581237793,53.9803581237793,53.9803581237793,53.9803581237793,53.9803581237793,0,0,0,0,0,0,0
Q9QZQ8,H2AY_MOUSE,Macroh2a1,Core histone macro-H2A.1,42,35,14,43,42,35,41,11,10,7,8,8,7,6,9390027,8902259,3504634,29374454,10572059,14371373,23014750,59.6%,59.1%,48.5%,54.7%,59.6%,59.6%,59.6%,52.98211669921875,52.98211669921875,52.98211669921875,52.98211669921875,52.98211669921875,52.98211669921875,52.98211669921875,0,0,0,0,0,0,0
P70202,LXN_MOUSE,Lxn,Latexin,3,2,2,2,5,4,5,3,2,2,2,5,4,5,566084,409368.44,589783.6,460589.84,880439.1,1388007.1,1384450.6,16.2%,8.1%,8.1%,8.1%,28.8%,20.3%,20.3%,52.12593078613281,52.12593078613281,52.12593078613281,52.12593078613281,52.12593078613281,52.12593078613281,52.12593078613281,0,0,0,0,0,0,0
Q9CR62,M2OM_MOUSE,Slc25a11,Mitochondrial 2-oxoglutarate/malate carrier protein,10,8,7,12,15,13,11,7,6,7,6,6,7,6,718235,643115.06,633365.25,1027474.9,1061353.5,1205840.4,1440810.2,27.1%,23.6%,16.9%,39.2%,51.3%,35.7%,29.9%,53.64720916748047,53.64720916748047,53.64720916748047,53.64720916748047,53.64720916748047,53.64720916748047,53.64720916748047,0,0,0,0,0,0,0
Q9DCC4,P5CR3_MOUSE,Pycr3,Pyrroline-5-carboxylate reductase 3,1,NaN,NaN,NaN,NaN,1,NaN,1,NaN,NaN,NaN,NaN,1,NaN,25516.625,NaN,NaN,NaN,NaN,50482.44,NaN,2.9%,NaN,NaN,NaN,NaN,4%,NaN,17.373554229736328,NaN,NaN,NaN,NaN,17.373554229736328,NaN,0.00954653937947494,NaN,NaN,NaN,NaN,0.00954653937947494,NaN
P63038,CH60_MOUSE,Hspd1,"60 kDa heat shock protein, mitochondrial",15,20,32,22,38,25,38,5,5,6,5,5,6,8,1371887.9,1456688,2007602.5,1388186.9,1974994,2754425.8,3157007.5,33.5%,40%,56.2%,42.2%,61.1%,37.9%,45.7%,51.36737060546875,51.36737060546875,51.36737060546875,51.36737060546875,51.36737060546875,51.36737060546875,51.36737060546875,0,0,0,0,0,0,0
Q61545,EWS_MOUSE,Ewsr1,RNA-binding protein EWS,2,1,10,12,NaN,8,5,2,1,8,10,NaN,8,5,268270.62,135674.77,5564325,2842884.5,NaN,1125878.2,1195879.2,4.4%,2.3%,16%,13.7%,NaN,10.1%,11%,54.35100555419922,54.35100555419922,54.35100555419922,54.35100555419922,NaN,54.35100555419922,54.35100555419922,0,0,0,0,NaN,0,0
Q6PIE5,AT1A2_MOUSE,Atp1a2,Sodium/potassium-transporting ATPase subunit alpha-2,23,31,43,34,26,23,25,7,11,12,9,9,8,10,2931004,2768443.5,7089962,3486921.5,2354818.5,1821581.2,2561562.2,19.5%,23.9%,30.4%,25.6%,19.7%,19.7%,20.4%,53.189266204833984,53.189266204833984,53.189266204833984,53.189266204833984,53.189266204833984,53.189266204833984,53.189266204833984,0,0,0,0,0,0,0
P17183,ENOG_MOUSE,Eno2,Gamma-enolase,11,17,17,12,59,16,16,7,12,10,10,18,10,11,2814328.5,2719015.8,6750721.5,5792341.5,2778110.2,9026728,2735575.8,27.4%,27.9%,29.5%,23.5%,49.1%,27%,32.3%,55.12214660644531,55.12214660644531,55.12214660644531,55.12214660644531,55.12214660644531,55.12214660644531,55.12214660644531,0,0,0,0,0,0,0
P09411,PGK1_MOUSE,Pgk1,Phosphoglycerate kinase 1,23,21,26,22,46,31,38,6,6,6,6,8,10,12,2763136,2939467.2,6657341,4213215.5,3929815.2,5026001,4383682,54.2%,47.7%,64.5%,44.8%,72.2%,66.2%,69.8%,55.28974151611328,55.28974151611328,55.28974151611328,55.28974151611328,55.28974151611328,55.28974151611328,55.28974151611328,0,0,0,0,0,0,0
Q8BWF0,SSDH_MOUSE,Aldh5a1,"Succinate-semialdehyde dehydrogenase, mitochondrial",2,1,4,NaN,1,5,1,2,1,4,NaN,1,5,1,61645.234,75861.37,279702.53,NaN,236126.53,261226.27,126189.93,3.4%,2.5%,9.2%,NaN,2.5%,12.4%,2.5%,47.7725830078125,47.7725830078125,47.7725830078125,NaN,47.7725830078125,47.7725830078125,47.7725830078125,0,0,0,NaN,0,0,0
P51881,ADT2_MOUSE,Slc25a5,ADP/ATP translocase 2,24,19,19,18,37,29,30,9,7,6,8,6,8,9,11193999,9454073,9041192,8472807,12871006,20714654,25033374,59.4%,51.7%,56%,51%,55.4%,62.1%,60.4%,55.35852813720703,55.35852813720703,55.35852813720703,55.35852813720703,55.35852813720703,55.35852813720703,55.35852813720703,0,0,0,0,0,0,0
P62874,GBB1_MOUSE,Gnb1,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,10,14,22,9,18,13,16,6,5,8,6,7,5,7,4030435,2591677.5,9353651,3485292,6841713,3815796.8,8044802.5,32.4%,39.7%,62.1%,28.5%,43.8%,39.4%,35.9%,46.88576126098633,46.88576126098633,46.88576126098633,46.88576126098633,46.88576126098633,46.88576126098633,46.88576126098633,0,0,0,0,0,0,0
Q9D8E6,RL4_MOUSE,Rpl4,Large ribosomal subunit protein uL4,31,31,31,32,40,15,29,7,9,7,7,9,6,8,4831200,3816178.2,4503475,5330737.5,6837079.5,1048107.5,2714662,50.6%,45.6%,49.9%,43.2%,53.5%,30.5%,40.6%,55.02698516845703,55.02698516845703,55.02698516845703,55.02698516845703,55.02698516845703,55.02698516845703,55.02698516845703,0,0,0,0,0,0,0
P16045,LEG1_MOUSE,Lgals1,Galectin-1,5,7,8,10,2,7,11,5,7,8,8,2,7,9,852359.8,950925.2,2678365.5,2478765.5,162276.61,1268712.8,2194144.2,34.1%,51.1%,51.1%,60%,14.8%,48.1%,60%,55.837799072265625,55.837799072265625,55.837799072265625,55.837799072265625,55.837799072265625,55.837799072265625,55.837799072265625,0,0,0,0,0,0,0
