motif_ID	motif_ALT_ID	motif_P-value	seq_ID	seq_Score	seq_Class	is_holdout?
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000024790|transcript:ENSMUST00000113533|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000024845|transcript:ENSMUST00000150627|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000029004|transcript:ENSMUST00000094962|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000027854|transcript:ENSMUST00000029447|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000036644|transcript:ENSMUST00000101270|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000025128|transcript:ENSMUST00000026120|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000020589|transcript:ENSMUST00000069066|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000034912|transcript:ENSMUST00000037181|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000032336|transcript:ENSMUST00000176250|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000063919|transcript:ENSMUST00000076124|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000048878|transcript:ENSMUST00000053063|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000098557|transcript:ENSMUST00000184744|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000021772|transcript:ENSMUST00000132374|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000021986|transcript:ENSMUST00000022561|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000026349|transcript:ENSMUST00000027587|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000002997|transcript:ENSMUST00000036497|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000029502|transcript:ENSMUST00000112512|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000042133|transcript:ENSMUST00000090858|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000031996|transcript:ENSMUST00000217641|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000027438|transcript:ENSMUST00000136513|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000070532|transcript:ENSMUST00000094348|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000042111|transcript:ENSMUST00000042493|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000053641|transcript:ENSMUST00000038890|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000024758|transcript:ENSMUST00000088169|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000018415|transcript:ENSMUST00000070681|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000020546|transcript:ENSMUST00000143203|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000047412|transcript:ENSMUST00000115222|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000024045|transcript:ENSMUST00000237381|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000031467|transcript:ENSMUST00000149565|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000056069|transcript:ENSMUST00000226170|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000045062|transcript:ENSMUST00000053037|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000028124|transcript:ENSMUST00000029769|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000034723|transcript:ENSMUST00000038228|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000055538|transcript:ENSMUST00000069180|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000053477|transcript:ENSMUST00000114985|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000029265|transcript:ENSMUST00000031190|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000024502|transcript:ENSMUST00000082254|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000032883|transcript:ENSMUST00000035779|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000057880|transcript:ENSMUST00000065987|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000039704|transcript:ENSMUST00000227556|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000025538|transcript:ENSMUST00000171300|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000020740|transcript:ENSMUST00000156173|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000020176|transcript:ENSMUST00000093321|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000067722|transcript:ENSMUST00000088307|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000027115|transcript:ENSMUST00000028527|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000029822|transcript:ENSMUST00000114468|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000020268|transcript:ENSMUST00000144164|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000030967|transcript:ENSMUST00000106157|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000054051|transcript:ENSMUST00000066807|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000029467|transcript:ENSMUST00000179939|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000018846|transcript:ENSMUST00000018990|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000070939|transcript:ENSMUST00000095014|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000003308|transcript:ENSMUST00000194542|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000040037|transcript:ENSMUST00000074015|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000036304|transcript:ENSMUST00000231700|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000031529|transcript:ENSMUST00000033929|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000013662|transcript:ENSMUST00000235412|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000031684|transcript:ENSMUST00000210630|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000014763|transcript:ENSMUST00000055352|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000028161|transcript:ENSMUST00000070198|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000044348|transcript:ENSMUST00000113069|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000027963|transcript:ENSMUST00000029575|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000021877|transcript:ENSMUST00000022429|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000004591|transcript:ENSMUST00000043812|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000040327|transcript:ENSMUST00000182485|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000053819|transcript:ENSMUST00000199300|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000018800|transcript:ENSMUST00000043961|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000040640|transcript:ENSMUST00000210135|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000034098|transcript:ENSMUST00000038364|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000020612|transcript:ENSMUST00000106677|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000020153|transcript:ENSMUST00000105364|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000060733|transcript:ENSMUST00000079252|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000023011|transcript:ENSMUST00000023750|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000026384|transcript:ENSMUST00000064091|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000022159|transcript:ENSMUST00000022765|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000079442|transcript:ENSMUST00000102818|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000064181|transcript:ENSMUST00000020375|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000036964|transcript:ENSMUST00000047697|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000049556|transcript:ENSMUST00000210032|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000020392|transcript:ENSMUST00000102763|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000027006|transcript:ENSMUST00000028392|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000032386|transcript:ENSMUST00000179395|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000074698|transcript:ENSMUST00000099224|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000020074|transcript:ENSMUST00000020268|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000025364|transcript:ENSMUST00000026425|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000024533|transcript:ENSMUST00000115050|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000027706|transcript:ENSMUST00000029256|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000026374|transcript:ENSMUST00000027623|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000034111|transcript:ENSMUST00000037418|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000095098|transcript:ENSMUST00000236881|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000042734|transcript:ENSMUST00000218362|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000031284|transcript:ENSMUST00000172330|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000035776|transcript:ENSMUST00000037391|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000105867|transcript:ENSMUST00000197216|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000020284|transcript:ENSMUST00000105397|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000024491|transcript:ENSMUST00000091920|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000040435|transcript:ENSMUST00000211212|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000050229|transcript:ENSMUST00000052455|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000005148|transcript:ENSMUST00000226784|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000021392|transcript:ENSMUST00000221142|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000058655|transcript:ENSMUST00000169681|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000032625|transcript:ENSMUST00000172356|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000005371|transcript:ENSMUST00000135639|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000049583|transcript:ENSMUST00000125009|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000015837|transcript:ENSMUST00000015981|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000004221|transcript:ENSMUST00000114133|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000034675|transcript:ENSMUST00000021950|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000040570|transcript:ENSMUST00000047485|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000022394|transcript:ENSMUST00000172568|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000001700|transcript:ENSMUST00000070166|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000037275|transcript:ENSMUST00000172035|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000027189|transcript:ENSMUST00000102573|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000001774|transcript:ENSMUST00000001825|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000003545|transcript:ENSMUST00000208505|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000034731|transcript:ENSMUST00000226342|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000021306|transcript:ENSMUST00000222958|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000005802|transcript:ENSMUST00000005952|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000042208|transcript:ENSMUST00000043356|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000027427|transcript:ENSMUST00000028914|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000046351|transcript:ENSMUST00000050101|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000041846|transcript:ENSMUST00000048305|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000006019|transcript:ENSMUST00000121123|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000067194|transcript:ENSMUST00000087143|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000034021|transcript:ENSMUST00000016569|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000024187|transcript:ENSMUST00000114988|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000024109|transcript:ENSMUST00000072671|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000031709|transcript:ENSMUST00000093393|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000026918|transcript:ENSMUST00000028282|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000043940|transcript:ENSMUST00000053177|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000055421|transcript:ENSMUST00000195826|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000063273|transcript:ENSMUST00000193266|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000070802|transcript:ENSMUST00000094807|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000069565|transcript:ENSMUST00000105362|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000045210|transcript:ENSMUST00000057438|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000048251|transcript:ENSMUST00000066060|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000005583|transcript:ENSMUST00000197146|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000005312|transcript:ENSMUST00000058735|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000007603|transcript:ENSMUST00000007747|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000023025|transcript:ENSMUST00000100206|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000010392|transcript:ENSMUST00000010536|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000049532|transcript:ENSMUST00000135523|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000019861|transcript:ENSMUST00000105475|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000044667|transcript:ENSMUST00000061071|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000031924|transcript:ENSMUST00000034400|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000027599|transcript:ENSMUST00000029125|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000032826|transcript:ENSMUST00000044443|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000046862|transcript:ENSMUST00000059790|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000036707|transcript:ENSMUST00000113360|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000052040|transcript:ENSMUST00000063694|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000036790|transcript:ENSMUST00000166241|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000030002|transcript:ENSMUST00000032071|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000036087|transcript:ENSMUST00000144843|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000040464|transcript:ENSMUST00000115441|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000019731|transcript:ENSMUST00000152080|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000012422|transcript:ENSMUST00000161568|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000092607|transcript:ENSMUST00000172572|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000058997|transcript:ENSMUST00000040990|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000073678|transcript:ENSMUST00000097739|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000026915|transcript:ENSMUST00000028279|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000061751|transcript:ENSMUST00000114973|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000031885|transcript:ENSMUST00000109392|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000096910|transcript:ENSMUST00000099414|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000028514|transcript:ENSMUST00000094933|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000024384|transcript:ENSMUST00000025243|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000024018|transcript:ENSMUST00000129091|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000027864|transcript:ENSMUST00000102694|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000043460|transcript:ENSMUST00000229441|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000029705|transcript:ENSMUST00000004097|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000020464|transcript:ENSMUST00000020756|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000026074|transcript:ENSMUST00000163854|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000078317|transcript:ENSMUST00000105111|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000041775|transcript:ENSMUST00000119664|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000025089|transcript:ENSMUST00000026076|strand:-	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000025899|transcript:ENSMUST00000211933|strand:+	10.44	fp	0
1-AAUAAA	STREME-1	5.1e-003	ENSMUSG00000050668|transcript:ENSMUST00000170759|strand:+	10.44	fp	0
