RBP_ID	Family_ID	RSource_ID	Motif_ID	MSource_ID	DBID	RBP_Name	RBP_Species	RBP_Status	Family_Name	RBDs	RBD_Count	Cutoff	DBID	Motif_Type	MSource_Identifier	MSource_Type	MSource_Author	MSource_Year	PMID	MSource_Version	RBPSource_Name	RBPSource_URL	RBPSource_Year	RBPSource_Month	RBPSource_Day
T005723_2.00	F28_2.00	TS12_2.00	M00829_2.00	MS05_2.00	ENSMUSG00000015127	Unkl	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	UNK_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005723_2.00	F28_2.00	TS12_2.00	M00830_2.00	MS05_2.00	ENSMUSG00000015127	Unkl	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	UNK_5mer_logo1	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005724_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000017478	Zc3h18	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005725_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000018727	Cpsf4l	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005726_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000020721	Helz	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005727_2.00	F28_2.00	TS12_2.00	M00829_2.00	MS05_2.00	ENSMUSG00000020770	Unk	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	UNK_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005727_2.00	F28_2.00	TS12_2.00	M00830_2.00	MS05_2.00	ENSMUSG00000020770	Unk	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	UNK_5mer_logo1	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005728_2.00	F28_2.00	TS12_2.00	M00461_2.00	MS12_2.00	ENSMUSG00000021127	Zfp36l1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005728_2.00	F28_2.00	TS12_2.00	M00462_2.00	MS12_2.00	ENSMUSG00000021127	Zfp36l1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721.1	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005728_2.00	F28_2.00	TS12_2.00	M00463_2.00	MS12_2.00	ENSMUSG00000021127	Zfp36l1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721.2	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005728_2.00	F28_2.00	TS12_2.00	M00464_2.00	MS12_2.00	ENSMUSG00000021127	Zfp36l1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721.3	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005728_2.00	F28_2.00	TS12_2.00	M00465_2.00	MS12_2.00	ENSMUSG00000021127	Zfp36l1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	194_18256032	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005728_2.00	F28_2.00	TS12_2.00	M00466_2.00	MS12_2.00	ENSMUSG00000021127	Zfp36l1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	194_18256032.1	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005728_2.00	F28_2.00	TS12_2.00	M00467_2.00	MS12_2.00	ENSMUSG00000021127	Zfp36l1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	221_12324455	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005728_2.00	F28_2.00	TS12_2.00	M00548_2.00	MS12_2.00	ENSMUSG00000021127	Zfp36l1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	951_12324455	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005728_2.00	F28_2.00	TS12_2.00	M00698_2.00	MS06_2.00	ENSMUSG00000021127	Zfp36l1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	ZFP36_linear_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005728_2.00	F28_2.00	TS12_2.00	M00699_2.00	MS06_2.00	ENSMUSG00000021127	Zfp36l1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	ZFP36_linear_2	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005728_2.00	F28_2.00	TS12_2.00	M00832_2.00	MS05_2.00	ENSMUSG00000021127	Zfp36l1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	ZFP36_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005728_2.00	F28_2.00	TS12_2.00	M00833_2.00	MS05_2.00	ENSMUSG00000021127	Zfp36l1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	ZFP36_5mer_logo1	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005729_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000022000	Zc3h13	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005730_2.00	F28_2.00	TS12_2.00	M00059_2.00	MS14_2.00	ENSMUSG00000022139	Mbnl2	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RNCMPT00038	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005730_2.00	F28_2.00	TS12_2.00	M00300_2.00	MS13_2.00	ENSMUSG00000022139	Mbnl2	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RNCMPT00401	RNAcompete	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005730_2.00	F28_2.00	TS12_2.00	M00518_2.00	MS12_2.00	ENSMUSG00000022139	Mbnl2	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	669_20071745	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005730_2.00	F28_2.00	TS12_2.00	M00755_2.00	MS05_2.00	ENSMUSG00000022139	Mbnl2	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	MBNL1_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005730_2.00	F28_2.00	TS12_2.00	M00756_2.00	MS05_2.00	ENSMUSG00000022139	Mbnl2	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	MBNL1_5mer_logo1	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005730_2.00	F28_2.00	TS12_2.00	M00757_2.00	MS05_2.00	ENSMUSG00000022139	Mbnl2	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	MBNL1_5mer_logo2	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005731_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000022390	Zc3h7b	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005732_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000027091	Zc3h15	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005733_2.00	F28_2.00	TS12_2.00	M00693_2.00	MS06_2.00	ENSMUSG00000027387	Zc3h8	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	ZC3H8_linear_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005734_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000027582	Zgpat	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005735_2.00	F28_2.00	TS12_2.00	M00059_2.00	MS14_2.00	ENSMUSG00000027763	Mbnl1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RNCMPT00038	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005735_2.00	F28_2.00	TS12_2.00	M00300_2.00	MS13_2.00	ENSMUSG00000027763	Mbnl1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RNCMPT00401	RNAcompete	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005735_2.00	F28_2.00	TS12_2.00	M00518_2.00	MS12_2.00	ENSMUSG00000027763	Mbnl1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	669_20071745	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005735_2.00	F28_2.00	TS12_2.00	M00755_2.00	MS05_2.00	ENSMUSG00000027763	Mbnl1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	MBNL1_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005735_2.00	F28_2.00	TS12_2.00	M00756_2.00	MS05_2.00	ENSMUSG00000027763	Mbnl1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	MBNL1_5mer_logo1	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005735_2.00	F28_2.00	TS12_2.00	M00757_2.00	MS05_2.00	ENSMUSG00000027763	Mbnl1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	MBNL1_5mer_logo2	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005736_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000028688	Toe1	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005737_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000029647	Pan3	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005738_2.00	F28_2.00	TS12_2.00	M00609_2.00	MS06_2.00	ENSMUSG00000029922	Mkrn1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	MKRN1_structured_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005739_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000034640	Tiparp	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005740_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000035051	Dhx57	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005741_2.00	F28_2.00	TS12_2.00	M00059_2.00	MS14_2.00	ENSMUSG00000036109	Mbnl3	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RNCMPT00038	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005741_2.00	F28_2.00	TS12_2.00	M00300_2.00	MS13_2.00	ENSMUSG00000036109	Mbnl3	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RNCMPT00401	RNAcompete	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005741_2.00	F28_2.00	TS12_2.00	M00518_2.00	MS12_2.00	ENSMUSG00000036109	Mbnl3	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	669_20071745	SELEX	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005741_2.00	F28_2.00	TS12_2.00	M00755_2.00	MS05_2.00	ENSMUSG00000036109	Mbnl3	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	MBNL1_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005741_2.00	F28_2.00	TS12_2.00	M00756_2.00	MS05_2.00	ENSMUSG00000036109	Mbnl3	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	MBNL1_5mer_logo1	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005741_2.00	F28_2.00	TS12_2.00	M00757_2.00	MS05_2.00	ENSMUSG00000036109	Mbnl3	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	MBNL1_5mer_logo2	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005742_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000036537	Rnf113a1	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005743_2.00	F28_2.00	TS12_2.00	M00347_2.00	MS13_2.00	ENSMUSG00000038500	Prr3	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RNCMPT00628	RNAcompete	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005743_2.00	F28_2.00	TS12_2.00	M00771_2.00	MS05_2.00	ENSMUSG00000038500	Prr3	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	PRR3_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005743_2.00	F28_2.00	TS12_2.00	M00772_2.00	MS05_2.00	ENSMUSG00000038500	Prr3	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	PRR3_5mer_logo1	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005743_2.00	F28_2.00	TS12_2.00	M00773_2.00	MS05_2.00	ENSMUSG00000038500	Prr3	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	PRR3_5mer_logo2	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005744_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000038507	Parp12	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005745_2.00	F28_2.00	TS12_2.00	M00347_2.00	MS13_2.00	ENSMUSG00000039220	Ppp1r10	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RNCMPT00628	RNAcompete	RNA_Zoo_2	RNAcompete	Sasse	2025	39464061	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005745_2.00	F28_2.00	TS12_2.00	M00771_2.00	MS05_2.00	ENSMUSG00000039220	Ppp1r10	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	PRR3_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005745_2.00	F28_2.00	TS12_2.00	M00772_2.00	MS05_2.00	ENSMUSG00000039220	Ppp1r10	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	PRR3_5mer_logo1	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005745_2.00	F28_2.00	TS12_2.00	M00773_2.00	MS05_2.00	ENSMUSG00000039220	Ppp1r10	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	PRR3_5mer_logo2	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005746_2.00	F28_2.00	TS12_2.00	M00105_2.00	MS14_2.00	ENSMUSG00000039810	Zc3h10	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RNCMPT00085	RNAcompete	RNA_Zoo	RNAcompete	Ray	2013	23846655	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005746_2.00	F28_2.00	TS12_2.00	M00684_2.00	MS06_2.00	ENSMUSG00000039810	Zc3h10	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	ZC3H10_linear_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005746_2.00	F28_2.00	TS12_2.00	M00685_2.00	MS06_2.00	ENSMUSG00000039810	Zc3h10	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	ZC3H10_linear_2	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005747_2.00	F28_2.00	TS12_2.00	M00662_2.00	MS06_2.00	ENSMUSG00000040423	Rc3h1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RC3H1_structured_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005747_2.00	F28_2.00	TS12_2.00	M00663_2.00	MS06_2.00	ENSMUSG00000040423	Rc3h1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RC3H2_structured_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005747_2.00	F28_2.00	TS12_2.00	M00664_2.00	MS06_2.00	ENSMUSG00000040423	Rc3h1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RC3H2_structured_2	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005747_2.00	F28_2.00	TS12_2.00	M00665_2.00	MS06_2.00	ENSMUSG00000040423	Rc3h1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RC3H2_structured_3	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005747_2.00	F28_2.00	TS12_2.00	M00804_2.00	MS05_2.00	ENSMUSG00000040423	Rc3h1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RC3H1_5mer_logo0	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005747_2.00	F28_2.00	TS12_2.00	M00805_2.00	MS05_2.00	ENSMUSG00000040423	Rc3h1	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	RC3H1_5mer_logo1	RNA-Bind-n-Seq	Dominguez2018_RBPs	RNA Bind-n-Seq	Dominguez	2018	29883606	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005748_2.00	F28_2.00	TS12_2.00	M00693_2.00	MS06_2.00	ENSMUSG00000042851	Zc3h6	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	ZC3H8_linear_1	HTR-SELEX	Jolma2020_RBPs	HTR-SELEX	Jolma	2020	32703884	NULL	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005749_2.00	F28_2.00	TS12_2.00	.	.	ENSMUSG00000043432	Leng9	Mus_musculus	N	CCCH ZF	zf-CCCH	1	0.70	.	.	.	.	.	.	.	.	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005750_2.00	F28_2.00	TS12_2.00	M00461_2.00	MS12_2.00	ENSMUSG00000044786	Zfp36	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005750_2.00	F28_2.00	TS12_2.00	M00462_2.00	MS12_2.00	ENSMUSG00000044786	Zfp36	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721.1	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005750_2.00	F28_2.00	TS12_2.00	M00463_2.00	MS12_2.00	ENSMUSG00000044786	Zfp36	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721.2	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005750_2.00	F28_2.00	TS12_2.00	M00464_2.00	MS12_2.00	ENSMUSG00000044786	Zfp36	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	193_18367721.3	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
T005750_2.00	F28_2.00	TS12_2.00	M00465_2.00	MS12_2.00	ENSMUSG00000044786	Zfp36	Mus_musculus	I	CCCH ZF	zf-CCCH	1	0.70	194_18256032	RIP-chip	RBPDB	RBPDB	Cook	2011	21036867	v1.2.1	Ensembl	http://www.ensembl.org/	2018	Dec	8
