"ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cntrl no infection","exp - actin","scramble - cntrl","scramble - cntrl.1","exp - actin.1","ref transcriptome","ref transcriptome.1"
"ENSMUSG00000000247","Lhx2",16870,"protein_coding","2",38229293,38259745,50,1465.30189356936,0.463737818002215,0.449502252579504,1.03166961976501,0.302226913999583,0.999676776104881,1143.50555895813,1563.72994990016,1621.26499278176,1294.40164462064,1798.67385923596,1462.91691337418,1372.62033611469
"ENSMUSG00000000253","Gmpr",66355,"protein_coding","13",45660920,45707276,48.23,1262.34136577986,0.321028538596106,0.698783202654482,0.459410783454165,0.645939205991777,0.999676776104881,735.333274970352,1267.16047664323,611.597580709685,889.04715351847,761.901942697857,3092.99607039963,1478.35306151977
"ENSMUSG00000000266","Mid2",23947,"protein_coding","X",139565348,139668464,40.18,240.036893182719,1.4609526646369,1.31038647191496,1.11490212692894,0.264892365170844,0.999676776104881,254.458548542,539.217224103502,83.0922463523427,72.872717501514,361.616011211877,9.89125702078552,359.110247547007
"ENSMUSG00000000275","Trim25",217069,"protein_coding","11",88890202,88911119,48.45,76.1974754008459,0.115451741724159,2.01090059445066,0.0574129532025417,0.954216244859292,0.999676776104881,104.899238378539,140.701994414508,138.165014283547,49.1890843135219,26.1283245095287,0,74.2986719062773
"ENSMUSG00000000276","Dgke",56077,"protein_coding","11",88926005,88957676,43.85,588.482594026683,0.406940551341695,0.96617472206772,0.421187329834916,0.673618295597234,0.999676776104881,739.487700252671,1358.99591012336,673.433671018405,652.21082163855,485.986835877234,69.2387991454987,140.024420131061
"ENSMUSG00000000278","Scpep1",74617,"protein_coding","11",88814846,88846291,47.22,1380.8194943249,0.352746728279137,0.551722220962624,0.639355666450552,0.522591582784435,0.999676776104881,1051.06959642655,2379.2960013567,1310.15216341601,1705.22158953543,1140.24008159583,962.419308122432,1117.33771982132
"ENSMUSG00000000295","Hddc2",69692,"protein_coding","10",31189379,31204200,42.09,373.636169945034,1.09101127539435,0.820409175903316,1.32983797285433,0.183571661664551,0.999676776104881,229.53199684809,508.043728335018,273.431461833872,174.894522003633,353.254947368828,770.528921919192,305.767611306603
"ENSMUSG00000000296","Tpd52l1",21987,"protein_coding","10",31208372,31321954,40.19,579.409790342216,-0.773181080061011,0.704530049389788,-1.09744230317881,0.272448089450793,0.999676776104881,760.259826664263,304.994742383543,379.712242051985,511.019931479367,438.955851760083,1021.76685024714,639.159087809129
"ENSMUSG00000000305","Cdh4",12561,"protein_coding","2",179084224,179541166,49.53,742.235644003685,0.203604025118974,0.62672584198078,0.324869363094202,0.74527994498394,0.999676776104881,494.376608595887,486.138028605814,1330.44213054856,542.901745386279,708.600160698419,1044.51674139495,588.67409279589
"ENSMUSG00000000308","Ckmt1",12716,"protein_coding","2",121188195,121194218,48.09,805.903086988234,0.0943302485510457,0.682432315892493,0.138226526432412,0.890061391261135,0.999676776104881,836.078088066573,374.924476134466,648.312759330488,822.550798798339,1396.29766178921,773.496299025428,789.661525773127
"ENSMUSG00000000326","Comt",12846,"protein_coding","16",18225636,18245602,48.68,1258.72079161542,-0.430501609843677,0.622809781439666,-0.691224869411242,0.489424237515139,0.999676776104881,1273.33134903058,404.412918077627,1429.95958838915,1231.54892577559,1454.82510869056,1346.20008052891,1670.76757081552
"ENSMUSG00000000339","Rtca",66368,"protein_coding","3",116282612,116301857,43.09,871.879048175473,0.103843510716353,0.59609203507323,0.174207177090692,0.861702645282156,0.999676776104881,600.314453295005,602.406742553131,931.406110275097,851.699885798944,958.386943009513,1403.56937124947,755.369831047153
"ENSMUSG00000000346","Dazap2",23994,"protein_coding","15",100513230,100518642,50.58,6267.5254204274,-0.382642646755683,0.409261404752677,-0.93495903183668,0.349809412882404,0.999676776104881,6511.02302371347,5292.75406534094,4626.11250622112,6612.28820429362,4773.12232140071,8173.14567627508,7884.23214574689
"ENSMUSG00000000355","Mcts1",68995,"protein_coding","X",37689455,37702303,37.89,721.603873263291,1.46814202765007,0.7392964306709,1.985863811513,0.0470484479552607,0.999676776104881,223.300358924613,1309.28682227632,387.441753340575,536.525382604896,793.255932109292,1188.92909389842,612.487769688927
"ENSMUSG00000000374","Trappc10",216131,"protein_coding","10",78022559,78080475,48.02,337.686661164227,1.09029125824166,0.813075867831633,1.34094652341525,0.179937815710007,0.999676776104881,259.651580144898,599.879161815146,219.324882813742,194.023610347781,365.796543133402,238.379294200931,486.751555693689
"ENSMUSG00000000378","Ccm2",216527,"protein_coding","11",6496887,6546744,47.75,650.509282195251,0.836878057676916,0.587786177237353,1.42377975203554,0.154510238792943,0.999676776104881,398.824827102564,732.155887103036,559.423379511702,500.089023854139,873.73117159864,683.48586013628,805.854826060393
"ENSMUSG00000000384","Tbrg4",21379,"protein_coding","11",6565598,6576067,51.38,56.6422878356831,0.962576050231531,1.71237562730821,0.562129029916563,0.574028110770063,0.999676776104881,7.27024424405716,112.056079384009,42.5123120872451,73.7836264702829,45.9858511367705,67.2605477413416,47.6273537860752
"ENSMUSG00000000399","Ndufa9",66108,"protein_coding","6",126798684,126826099,45.75,2731.45993638064,0.586493449506503,0.429345757699577,1.3660166404087,0.171933740487542,0.999676776104881,2431.37739647683,4143.54735647035,2543.97540285719,2677.16145921187,3527.32380878638,1570.73161490074,2226.10251596116
"ENSMUSG00000000420","Galnt1",14423,"protein_coding","18",24338401,24419875,40.82,1406.52979782168,0.838445935647593,0.626408726929438,1.33849657516352,0.180734616034009,0.999676776104881,1053.14680906771,2898.29257955632,1703.39105022302,1033.88167955273,832.970985363776,1360.04784035801,963.977640630162
"ENSMUSG00000000439","Mkrn2",67027,"protein_coding","6",115578863,115599585,47.04,606.781526095123,-1.23627929068856,0.985533998794676,-1.25442581605561,0.209687273973099,0.999676776104881,551.499956227764,121.323875423288,1115.94819229018,1213.33074640021,628.12492120907,128.586341270212,488.656649845132
"ENSMUSG00000000531","Tamalin",56149,"protein_coding","15",101122069,101130637,55.63,221.98493480202,1.64601887470076,1.49772662996263,1.09901155642924,0.271763025205678,0.999676776104881,0,182.828340047594,254.107683612397,152.12179778441,293.682367487103,427.302303297935,243.852051384705
"ENSMUSG00000000538","Tom1l2",216810,"protein_coding","11",60117540,60243731,46.54,1868.70350309882,-0.236737674729681,0.764890687029559,-0.309505238779999,0.756937227705673,0.999676776104881,2529.00639061131,1139.93891283131,1734.30909537738,1613.21978368976,2375.58726440635,376.856892491928,3312.00618228367
"ENSMUSG00000000552","Zfp385a",29813,"protein_coding","15",103222322,103248520,50.68,178.883707407271,0.0992933674134501,0.961553038488993,0.103263536631824,0.917753814419564,0.999676776104881,148.520703842882,241.805223933914,182.609704192939,203.13270003547,134.822154469168,162.216615140883,179.078850235643
"ENSMUSG00000000560","Gabra2",14395,"protein_coding","5",71114940,71253192,36.51,859.236362991772,0.29470405860094,0.636326420474215,0.463133462824497,0.643268705575022,0.999676776104881,993.946248794671,1442.40607447687,992.276011672743,803.421710454191,761.901942697857,426.313177595856,594.389375250219
"ENSMUSG00000000561","Wdr77",70465,"protein_coding","3",105866685,105877353,44.83,1159.09424167463,0.0499664489527235,0.608301292449385,0.0821409547751062,0.934534625941079,0.999676776104881,1187.12702442248,627.682549932983,976.816989095563,920.018058456614,1554.11274182677,1771.52413242269,1076.3781955653
"ENSMUSG00000000563","Atp5pb",11950,"protein_coding","3",105850014,105867415,40.23,5797.79006003743,0.630311225401431,0.450797844330318,1.39821259868221,0.162049234569489,0.999676776104881,3423.24643263034,8009.06083176233,4919.83393518754,5057.36659460507,5118.01620492649,8558.90470008572,5498.10172106452
"ENSMUSG00000000567","Sox9",20682,"protein_coding","11",112673050,112678586,50.95,6120.18918872358,-0.89955430657905,0.476252783679112,-1.88881690019716,0.0589163674302445,0.999676776104881,6476.74901513435,2241.12158768018,9139.18090984662,7552.34626006315,5280.01181688556,6008.93864012721,6142.97609132798
"ENSMUSG00000000568","Hnrnpd",11991,"protein_coding","5",100103794,100126797,38.55,1665.66943086501,-0.334816750456957,0.526531561110317,-0.63589113205468,0.524847383063769,0.999676776104881,1562.06390615171,968.90594956098,2241.5582736911,2021.30700169824,1872.87830084302,1315.53718376447,1677.43540034557
"ENSMUSG00000000579","Dynlt1c",100040563,"protein_coding","17",6869070,6877173,47.56,185.124466124209,0.181351454275943,1.05713600825652,0.171549784379246,0.863791488306426,0.999676776104881,119.439726866653,157.552532667742,70.5317905083839,234.103604973614,243.515984428808,236.401042796774,234.32658062749
"ENSMUSG00000000581","C1d",57316,"protein_coding","11",17207579,17219176,37.25,1205.914033222,1.28571764265482,0.531898021403346,2.41722584201876,0.015639310322373,0.999676776104881,537.99807406023,1742.34565538444,892.758553832147,778.82716829743,1468.41183743551,1585.56850043192,1435.48844311231
"ENSMUSG00000000594","Gm2a",14667,"protein_coding","11",54988941,55003855,48.96,3441.76055643001,-0.0163580122643357,0.452200932635818,-0.0361742116916633,0.971143448616066,0.999676776104881,3240.45172020833,2368.3431514921,2740.11175180516,2858.43234399688,3662.14596325555,4643.9451712588,4578.89379299327
"ENSMUSG00000000600","Krit1",79264,"protein_coding","5",3853184,3895564,36.51,463.378290646788,-0.703260710598501,0.829384143859185,-0.847931221986204,0.396476275329878,0.999676776104881,513.071522366319,564.493031483354,497.587289202982,580.249013105805,106.603563998877,503.464982357983,478.178632012195
"ENSMUSG00000000605","Clcn4",12727,"protein_coding","7",7285308,7303850,47.23,2113.87049294546,-0.613901346464473,0.676932110623996,-0.906887613735119,0.364466231847459,0.999676776104881,3624.73605882278,1148.36418195793,3193.25435109875,2166.1415277325,2635.82537652126,742.833402260993,1285.93855222403
"ENSMUSG00000000627","Sema4f",20355,"protein_coding","6",82888866,82916750,47.76,358.519977957111,1.41660792322937,0.958718556510104,1.47760561596519,0.139513370307958,0.999676776104881,271.076249671274,1198.07326980497,201.933482414414,304.243595568821,337.577952663111,39.5650280831421,157.170267494048
"ENSMUSG00000000631","Myo18a",360013,"protein_coding","11",77654072,77756806,51.78,710.784480006924,0.0605838222243142,0.606144278786056,0.099949507641394,0.920384411687881,0.999676776104881,635.627068194711,966.378368822995,723.67549439424,743.301718515442,471.354974151898,712.170505496558,722.983230472622
"ENSMUSG00000000632","Sez6",20370,"protein_coding","11",77821626,77869874,51.55,1611.07074472145,-0.305623667497658,0.81257636108606,-0.376116857607293,0.706830022362561,0.999676776104881,924.359625315839,239.277643195929,2460.88315650485,2287.29242057877,2359.91026970063,1713.16571600005,1292.60638175408
"ENSMUSG00000000711","Rab5b",19344,"protein_coding","10",128513044,128532133,44.42,848.575397431936,-0.749718949937511,0.582620836775045,-1.28680421745195,0.198162536589331,0.999676776104881,1354.34264203579,732.155887103036,700.48696052847,1064.85258449087,706.509894737657,451.04132014782,930.63849297991
"ENSMUSG00000000738","Spg7",234847,"protein_coding","8",123789681,123824499,48.71,623.504637254635,-0.607142373963955,0.598904313436727,-1.01375521989474,0.310699567706393,0.999676776104881,589.928390089209,361.444045531879,816.42962985732,657.676275451163,457.768245406943,594.46454694921,886.82132749672
"ENSMUSG00000000740","Rpl13",270106,"protein_coding","8",123829089,123831983,54.34,2664.79336790761,0.861470299065035,0.513043212912261,1.67913789205971,0.0931251728682103,0.999676776104881,925.398231636418,2113.90002386826,2457.98458977162,1718.88522406696,2691.21742448146,5174.11654757291,3572.05153395564
"ENSMUSG00000000743","Chmp1a",234852,"protein_coding","8",123931003,123939502,53.56,1783.17726132512,0.0987472492610568,0.63089671753128,0.156518882595329,0.875624036510156,0.999676776104881,1799.90475356444,703.509972072538,1594.21170327169,1785.38157878709,3136.44407412383,1475.7755475012,1987.01319995506
"ENSMUSG00000000753","Serpinf1",20317,"protein_coding","11",75300595,75313527,49.44,942.408796492156,-0.339923266950303,0.83266617596933,-0.408234748522826,0.683101339330206,0.999676776104881,472.565875863715,529.106901151561,927.541354630802,2084.1597205433,1491.4047630039,836.800343958455,255.282616293363
"ENSMUSG00000000776","Polr3d",67065,"protein_coding","14",70676197,70680887,51.78,252.476589319958,-0.667102463538337,1.15283867287872,-0.578660726112298,0.562818120981176,0.999676776104881,443.484898887487,33.7010765064689,166.184492704685,256.876329192837,407.601862348648,112.760330036955,346.727135562628
"ENSMUSG00000000787","Ddx3x",13205,"protein_coding","X",13147209,13160291,39.75,1985.08289266765,0.331615085182729,0.555344086025144,0.597134449663905,0.550417619310148,0.999676776104881,2081.36706644151,3737.4493845674,1750.73430686564,2018.57427479194,1421.38085331836,1824.93692033493,1061.13744235376
"ENSMUSG00000000823","Zfp512b",269401,"protein_coding","2",181223896,181234596,53.58,343.836055070772,0.51203380742892,0.841650087058923,0.608368982908538,0.542942778346317,0.999676776104881,536.95946773965,496.248351557754,268.600517278503,173.983613034865,517.340825288669,266.074813859131,147.644796736833
"ENSMUSG00000000826","Dnajc5",13002,"protein_coding","2",181162278,181196926,42.98,3125.35279794733,-0.0638313771078485,0.596411323770461,-0.107025763200323,0.914768541061126,0.999676776104881,3676.66637485176,2176.24701540523,3691.80782921281,3370.36318444502,4566.18599128524,1061.33187833029,3334.86731210099
"ENSMUSG00000000827","Tpd52l2",66314,"protein_coding","2",181138935,181159759,44.51,1008.93026931473,0.417931649983233,0.586813486663067,0.712205256835206,0.47633768219281,0.999676776104881,992.907642474092,1287.38112254711,1069.57112455864,603.932646293797,845.512581128349,771.518047621271,1491.68872057988
"ENSMUSG00000000838","Fmr1",14265,"protein_coding","X",67722147,67761569,35.06,732.250620066057,0.863338639418423,1.00442624025751,0.859534134828141,0.390045895828424,0.999676776104881,739.487700252671,1879.6775421483,771.984939947928,517.396294260749,406.556729368267,52.4236622101633,758.227472274317
"ENSMUSG00000000861","Bcl11a",14025,"protein_coding","11",24028056,24124123,45.53,684.746274507032,0.498345166709415,0.6090610613673,0.81821872767677,0.413232303356825,0.999676776104881,904.626105224826,1148.36418195793,441.548332360705,612.130827012717,993.921464342473,261.129185348738,431.503825301841
"ENSMUSG00000000876","Pxmp4",59038,"protein_coding","2",154427678,154445628,47.38,483.375707122879,0.232953434049278,0.711489715458151,0.327416446068052,0.743352929198254,0.999676776104881,393.631795499666,692.557122207935,491.79015573654,636.725369169478,518.38595826905,230.466288584303,420.073260393183
"ENSMUSG00000000881","Dlg3",53310,"protein_coding","X",99811328,99862016,46.89,1293.11614665062,-0.972763120124502,0.581460885400129,-1.67296398528183,0.0943343861562384,0.999676776104881,2422.02993959161,843.369439574384,1336.239264015,899.067152174928,848.647980069493,1084.08176947809,1618.37748165084
"ENSMUSG00000000902","Smarcb1",20587,"protein_coding","10",75732603,75757451,48.04,1554.27078683338,-0.179594419464673,0.520091958094295,-0.34531281760775,0.729859211593508,0.999676776104881,985.637398230035,814.723524543885,1849.28557579516,1639.63614378406,1503.94635876847,2170.14179036034,1916.52471635167
"ENSMUSG00000000959","Oxa1l",69089,"protein_coding","14",54598291,54607130,47.94,526.489001945396,0.39444742232329,0.820777326201996,0.480577873841285,0.630816544142567,0.999676776104881,130.864396393029,633.580238321615,838.651974812017,560.209015792888,274.869973840242,679.529357327965,567.718057130017
"ENSMUSG00000000976","Heatr6",217026,"protein_coding","11",83644522,83674580,45.93,332.112988446645,1.46251001911381,1.05537739112956,1.38576970797953,0.16581723489268,0.999676776104881,282.50091919765,1135.726278268,88.8893798187852,179.449066847478,136.91242042993,342.237492919179,159.075361645491
"ENSMUSG00000001016","Ilf2",67781,"protein_coding","3",90383433,90395686,42.32,1155.63562142362,-0.143937385595741,0.523588481090655,-0.274905561894551,0.783388793952033,0.999676776104881,1457.16466777317,941.102561443143,1395.1767875905,1015.66350017735,1297.01002865301,930.767285655918,1052.56451867226
"ENSMUSG00000001017","Chtop",66511,"protein_coding","3",90406263,90416805,42.19,1884.5642735361,-1.04244654867894,0.51668232824698,-2.01757732302513,0.0436353005795028,0.999676776104881,2382.56289940959,982.386380163568,2225.13306220285,2793.75780721429,1531.11981625838,1113.75554054045,2163.23440896354
"ENSMUSG00000001018","Snapin",20615,"protein_coding","3",90395333,90398340,45.35,1979.0607702514,0.572960391730687,0.496856906258329,1.1531698251826,0.248840686210105,0.999676776104881,1807.17499780849,3248.7837752236,1349.76590877003,1554.01070071978,1750.59774213842,2073.20747155665,2069.88479554283
"ENSMUSG00000001020","S100a4",20198,"protein_coding","3",90511078,90513352,48.53,162.049893000786,-0.637142617901881,1.40091677866592,-0.454804045182917,0.649250219793461,0.999676776104881,41.5442528231838,87.6227989168191,18.3575893104013,229.549060129769,86.7460373716354,461.921702870684,208.607809583009
"ENSMUSG00000001025","S100a6",20200,"protein_coding","3",90520189,90531488,47.42,910.682162286403,-0.166068270954595,0.824913776471657,-0.201315914088508,0.840451559654698,0.999676776104881,355.203361638221,844.211966487045,354.591330364067,1032.97077058396,392.970000623312,2110.79424823563,1284.03345807259
"ENSMUSG00000001039","B9d1",27078,"protein_coding","11",61395970,61403757,48.78,159.607883892538,-0.106252201197676,1.21839519332793,-0.0872066811979601,0.930507228763773,0.999676776104881,45.6986781055021,25.2758073798517,92.7541354630802,89.2690789393546,100.33276611659,308.607219048508,455.317502194879
"ENSMUSG00000001052","Sec24b",99683,"protein_coding","3",129776408,129855202,44.2,324.279854044316,0.733825574566377,0.878002920754817,0.835789445820418,0.403273364987968,0.999676776104881,388.438763896768,224.95468568068,295.653806788568,160.319978503331,687.697501090796,269.042190965366,243.852051384705
"ENSMUSG00000001054","Rmnd5b",66089,"protein_coding","11",51514498,51526723,50.38,811.061811771906,1.14909702671236,0.674992228388207,1.70238556591423,0.0886831140507092,0.999676776104881,795.572441563969,2126.53792755819,533.336278912711,485.514480353837,713.825825600325,401.585035043892,621.060693370421
"ENSMUSG00000001056","Nhp2",52530,"protein_coding","11",51510562,51514541,50.38,548.438634563512,0.801215084468651,0.642138893561544,1.24772863394835,0.212130451480101,0.999676776104881,358.31918059996,901.503796548042,412.562665028492,537.436291573665,659.478910620505,568.747278695168,401.022318878753
"ENSMUSG00000001062","Vps9d1",72325,"protein_coding","8",123969095,123981087,54.85,341.947588829977,-1.49491985543314,1.06135876335113,-1.4084962663455,0.158984171764322,0.999676776104881,802.842685808026,70.7722606635846,515.944878513384,303.332686600052,321.900957957394,301.683339133958,77.1563131334418
"ENSMUSG00000001082","Mfsd10",68294,"protein_coding","5",34790986,34794556,57.97,186.488402684841,-0.546312659400408,1.04191784174795,-0.524333721441895,0.600046446473227,0.999676776104881,280.42370655649,252.758073798517,168.116870526833,182.181793753785,63.7531118032501,155.292735226333,202.89252712868
"ENSMUSG00000001089","Luzp1",269593,"protein_coding","4",136197072,136282091,40.42,702.04629596123,-0.57703771515642,0.685412763291173,-0.841883527796646,0.399853151421692,0.999676776104881,880.738159851496,990.811649290185,556.524812778481,1092.17985355394,331.307154780824,404.552412150128,658.210029323559
"ENSMUSG00000001098","Kctd10",330171,"protein_coding","5",114501628,114518569,54.26,718.23004544381,-0.425858077788359,0.810072550698018,-0.525703626695421,0.599094143584063,0.999676776104881,395.709008140825,171.03296327033,617.394714176127,816.174436016956,731.593086266804,723.050888219422,1572.6552220162
"ENSMUSG00000001100","Poldip2",67811,"protein_coding","11",78403019,78413562,48.81,1602.34162406975,0.112778288619747,0.579746443162876,0.194530367455937,0.845760620074107,0.999676776104881,1998.27856079514,1501.38295836319,1342.03639748144,1472.02889353058,2251.21643974099,683.48586013628,1967.96225844063
"ENSMUSG00000001105","Ift20",55978,"protein_coding","11",78427187,78432563,47.18,548.701725237516,-0.242437320258637,0.728086715676166,-0.332978634328588,0.739150411095446,0.999676776104881,408.17228398778,259.49828909981,459.905921671106,526.505383948438,530.927554033624,1091.99477509472,563.90786882713
"ENSMUSG00000001120","Pcbp3",59093,"protein_coding","10",76597691,76797721,45.07,1226.81278247661,-0.165977772744041,0.509462342814503,-0.325790070816822,0.744583191587225,0.999676776104881,1248.40479733667,872.857881517544,1318.84786361567,1391.86890427892,1480.95343320009,1238.38537900235,1036.371218385
"ENSMUSG00000001127","Araf",11836,"protein_coding","X",20664053,20726758,42.71,3249.41718148193,0.0426242320117448,0.427401734271509,0.0997287296561777,0.920559691272476,0.999676776104881,4085.87726516012,4197.4690788807,2381.6556657968,3080.6941323765,3183.47505824098,3413.47279787308,2403.27627204536
"ENSMUSG00000001131","Timp1",21857,"protein_coding","X",20736405,20740974,46.96,202.918040271322,0.187558767772153,1.20585010174326,0.15554069904792,0.876395071141011,0.999676776104881,111.130876302017,444.011682972727,172.947815082202,395.334492445713,132.731888508406,140.455849695154,23.8136768930376
"ENSMUSG00000001134","Uxt",22294,"protein_coding","X",20807961,20828256,42.12,100.523637433328,0.748027968961114,1.36851673029772,0.546597606299178,0.58465521396291,0.999676776104881,24.9265516939103,131.434198375229,57.9713346644251,97.4672596582749,74.2044416070616,218.59678015936,99.0648958750364
"ENSMUSG00000001138","Cnnm3",94218,"protein_coding","1",36550948,36567318,52.74,520.475362360009,0.769433453607123,0.711281429792157,1.08175670188937,0.279360650544132,0.999676776104881,314.697715135617,787.76266333871,781.646829058665,408.087218008478,444.181516661988,338.280990110865,568.670604205738
"ENSMUSG00000001143","Lman2l",214895,"protein_coding","1",36458952,36484352,47.29,1011.67330347202,0.278392417597402,0.594653871967913,0.468158757086886,0.639671063379057,0.999676776104881,1106.11573141727,781.022448037416,1030.92356811569,757.876262015745,1479.90830021971,1257.17876734184,668.688047156496
"ENSMUSG00000001150","Mcm3ap",54387,"protein_coding","10",76304761,76351691,45.98,402.105382237254,-0.192214029920008,0.706622914678717,-0.272017827227415,0.785608311872217,0.999676776104881,300.157226647503,306.679796208867,593.239991399284,422.661761508781,326.081489878918,362.02000696075,503.897403056676
