"ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cntrl no infection","exp - actin","scramble - cntrl","scramble - cntrl.1","exp - actin.1","ref transcriptome","ref transcriptome.1"
"ENSMUSG00000000278","Scpep1",74617,"protein_coding","11",88814846,88846291,47.22,1380.8194943249,0.0154288229576908,0.63836921942037,0.0241691210796473,0.980717708740863,0.997773891654274,1051.06959642655,2379.2960013567,1310.15216341601,1705.22158953543,1140.24008159583,962.419308122432,1117.33771982132
"ENSMUSG00000000295","Hddc2",69692,"protein_coding","10",31189379,31204200,42.09,373.636169945034,-1.22923243838417,0.939603557037399,-1.30824583323203,0.19078994089295,0.667443189199879,229.53199684809,508.043728335018,273.431461833872,174.894522003633,353.254947368828,770.528921919193,305.767611306603
"ENSMUSG00000000296","Tpd52l1",21987,"protein_coding","10",31208372,31321954,40.19,579.409790342216,-0.127379924566218,0.724956336609677,-0.175707029697708,0.860524112330393,0.979570113512557,760.259826664262,304.994742383543,379.712242051984,511.019931479366,438.955851760083,1021.76685024715,639.159087809129
"ENSMUSG00000000305","Cdh4",12561,"protein_coding","2",179084224,179541166,49.53,742.235644003685,-0.72396874048479,0.819727333227111,-0.883182384116268,0.377137737812595,0.830064145576261,494.376608595886,486.138028605814,1330.44213054856,542.901745386279,708.600160698419,1044.51674139495,588.67409279589
"ENSMUSG00000000308","Ckmt1",12716,"protein_coding","2",121188195,121194218,48.09,805.903086988234,0.0972446822333272,0.8626075513867,0.11273340011573,0.91024192056855,0.988936042906628,836.078088066573,374.924476134466,648.312759330487,822.550798798338,1396.29766178921,773.496299025428,789.661525773127
"ENSMUSG00000000326","Comt",12846,"protein_coding","16",18225636,18245602,48.68,1258.72079161542,-0.244500610096105,0.798162024308936,-0.306329545442604,0.759353745773885,0.966556400969334,1273.33134903058,404.412918077627,1429.95958838915,1231.54892577558,1454.82510869056,1346.20008052891,1670.76757081552
"ENSMUSG00000000339","Rtca",66368,"protein_coding","3",116282612,116301857,43.09,871.879048175473,-0.8464838921452,0.690580666809816,-1.22575671869818,0.220290239029864,0.697273902089512,600.314453295005,602.406742553131,931.406110275096,851.699885798944,958.386943009513,1403.56937124947,755.369831047153
"ENSMUSG00000000346","Dazap2",23994,"protein_coding","15",100513230,100518642,50.58,6267.5254204274,-0.302279116968213,0.417196318988352,-0.724548859158685,0.468728842607676,0.8763756733722,6511.02302371347,5292.75406534094,4626.11250622112,6612.28820429362,4773.12232140071,8173.14567627508,7884.23214574689
"ENSMUSG00000000355","Mcts1",68995,"protein_coding","X",37689455,37702303,37.89,721.603873263291,-2.01202204697103,0.75709558082275,-2.65755354797413,0.00787100852141168,0.124878611205353,223.300358924613,1309.28682227632,387.441753340574,536.525382604896,793.255932109292,1188.92909389842,612.487769688927
"ENSMUSG00000000374","Trappc10",216131,"protein_coding","10",78022559,78080475,48.02,337.686661164227,-0.481759236729961,0.905305386923914,-0.532151077071245,0.594621363803609,0.927429015474592,259.651580144898,599.879161815146,219.324882813742,194.023610347781,365.796543133402,238.379294200931,486.751555693689
"ENSMUSG00000000378","Ccm2",216527,"protein_coding","11",6496887,6546744,47.75,650.509282195251,-0.900870724392874,0.613988112435377,-1.46724457061486,0.142309536267038,0.600475051956782,398.824827102564,732.155887103036,559.423379511702,500.089023854139,873.73117159864,683.48586013628,805.854826060393
"ENSMUSG00000000384","Tbrg4",21379,"protein_coding","11",6565598,6576067,51.38,56.6422878356831,-2.98198582840677,1.760030279614,-1.69428098081401,0.0902119028906544,0.492117928392267,7.27024424405715,112.056079384009,42.5123120872451,73.7836264702828,45.9858511367705,67.2605477413416,47.6273537860752
"ENSMUSG00000000399","Ndufa9",66108,"protein_coding","6",126798684,126826099,45.75,2731.45993638064,0.356941693262493,0.461137159241304,0.774046693287003,0.438903179187205,0.86298195690927,2431.37739647683,4143.54735647035,2543.97540285719,2677.16145921187,3527.32380878638,1570.73161490074,2226.10251596116
"ENSMUSG00000000420","Galnt1",14423,"protein_coding","18",24338401,24419875,40.82,1406.52979782168,-0.141900907467091,0.814906650320718,-0.174131487835133,0.861762127498614,0.979570113512557,1053.14680906771,2898.29257955632,1703.39105022302,1033.88167955273,832.970985363776,1360.04784035801,963.977640630162
"ENSMUSG00000000439","Mkrn2",67027,"protein_coding","6",115578863,115599585,47.04,606.781526095122,0.837400846240969,1.13421435927487,0.738309155930931,0.46032660390833,0.874593386238862,551.499956227764,121.323875423288,1115.94819229018,1213.33074640021,628.12492120907,128.586341270212,488.656649845132
"ENSMUSG00000000531","Tamalin",56149,"protein_coding","15",101122069,101130637,55.63,221.98493480202,-10.7784361664232,2.29602390064753,-4.69439197187077,2.67400872574361e-06,0.000669798670515051,0,182.828340047594,254.107683612397,152.12179778441,293.682367487103,427.302303297935,243.852051384705
"ENSMUSG00000000538","Tom1l2",216810,"protein_coding","11",60117540,60243731,46.54,1868.70350309882,0.455360598314954,1.02985640252926,0.442159311916319,0.658373926906701,0.943348662103033,2529.00639061131,1139.93891283131,1734.30909537738,1613.21978368976,2375.58726440635,376.856892491929,3312.00618228367
"ENSMUSG00000000552","Zfp385a",29813,"protein_coding","15",103222322,103248520,50.68,178.883707407271,-0.200379045248246,1.04124141827114,-0.19244244584599,0.847395646724123,0.978650163069719,148.520703842882,241.805223933914,182.609704192939,203.13270003547,134.822154469168,162.216615140883,179.078850235643
"ENSMUSG00000000560","Gabra2",14395,"protein_coding","5",71114940,71253192,36.51,859.236362991772,0.961620486424085,0.683829643652094,1.40622813788593,0.159656391299788,0.627244768641005,993.946248794671,1442.40607447687,992.276011672743,803.421710454191,761.901942697857,426.313177595856,594.389375250219
"ENSMUSG00000000561","Wdr77",70465,"protein_coding","3",105866685,105877353,44.83,1159.09424167463,-0.262398814942755,0.730062903776277,-0.359419460412915,0.719281318726051,0.958037283369246,1187.12702442248,627.682549932983,976.816989095563,920.018058456613,1554.11274182677,1771.52413242269,1076.3781955653
"ENSMUSG00000000563","Atp5pb",11950,"protein_coding","3",105850014,105867415,40.23,5797.79006003743,-1.03784184568382,0.497535888991977,-2.08596378401269,0.0369819037365673,0.306305026339144,3423.24643263034,8009.06083176233,4919.83393518754,5057.36659460506,5118.01620492649,8558.90470008572,5498.10172106452
"ENSMUSG00000000567","Sox9",20682,"protein_coding","11",112673050,112678586,50.95,6120.18918872358,0.0921575386634804,0.571750596119215,0.161184858029015,0.871947806720307,0.981640735928785,6476.74901513434,2241.12158768018,9139.18090984661,7552.34626006315,5280.01181688556,6008.93864012721,6142.97609132798
"ENSMUSG00000000568","Hnrnpd",11991,"protein_coding","5",100103794,100126797,38.55,1665.66943086501,0.0618554900910956,0.593464894089155,0.104227715416985,0.916988640027923,0.989063929767094,1562.06390615171,968.90594956098,2241.5582736911,2021.30700169824,1872.87830084302,1315.53718376448,1677.43540034557
"ENSMUSG00000000579","Dynlt1c",100040563,"protein_coding","17",6869070,6877173,47.56,185.124466124209,-0.978607830025465,1.18604559012106,-0.825101360501306,0.409314047388254,0.8459851256806,119.439726866653,157.552532667742,70.5317905083839,234.103604973613,243.515984428808,236.401042796774,234.32658062749
"ENSMUSG00000000581","C1d",57316,"protein_coding","11",17207579,17219176,37.25,1205.914033222,-1.48936961812503,0.508677362235566,-2.92792588917159,0.00341231370478468,0.0754176071758026,537.998074060229,1742.34565538444,892.758553832146,778.82716829743,1468.41183743551,1585.56850043192,1435.48844311231
"ENSMUSG00000000594","Gm2a",14667,"protein_coding","11",54988941,55003855,48.96,3441.76055643001,-0.509015346097966,0.460911848646084,-1.10436593807077,0.269434430211577,0.750344532883833,3240.45172020833,2368.3431514921,2740.11175180516,2858.43234399688,3662.14596325555,4643.94517125881,4578.89379299327
"ENSMUSG00000000600","Krit1",79264,"protein_coding","5",3853184,3895564,36.51,463.378290646788,0.0639643016559736,1.04680780448901,0.0611041505247444,0.951276263689077,0.995380476420723,513.071522366319,564.493031483354,497.587289202982,580.249013105804,106.603563998877,503.464982357983,478.178632012195
"ENSMUSG00000000605","Clcn4",12727,"protein_coding","7",7285308,7303850,47.23,2113.87049294546,1.83722272589309,0.685845491283381,2.67877058206683,0.00738930026837088,0.120473286032256,3624.73605882278,1148.36418195793,3193.25435109875,2166.1415277325,2635.82537652126,742.833402260993,1285.93855222403
"ENSMUSG00000000627","Sema4f",20355,"protein_coding","6",82888866,82916750,47.76,358.519977957111,1.4620900191647,1.18549437998041,1.23331670217523,0.21745762885597,0.692680061704605,271.076249671274,1198.07326980497,201.933482414414,304.243595568821,337.577952663111,39.5650280831421,157.170267494048
"ENSMUSG00000000631","Myo18a",360013,"protein_coding","11",77654072,77756806,51.78,710.784480006924,-0.17495451410884,0.703113520565244,-0.248828260290303,0.803493629934891,0.975297160622252,635.627068194711,966.378368822995,723.67549439424,743.301718515442,471.354974151898,712.170505496558,722.983230472622
"ENSMUSG00000000632","Sez6",20370,"protein_coding","11",77821626,77869874,51.55,1611.07074472145,-0.701201915265675,1.03751628380449,-0.675846660154985,0.499138006390083,0.89101004154053,924.359625315838,239.277643195929,2460.88315650484,2287.29242057877,2359.91026970063,1713.16571600005,1292.60638175408
"ENSMUSG00000000711","Rab5b",19344,"protein_coding","10",128513044,128532133,44.42,848.575397431936,0.971087249034669,0.709994655478995,1.36773881541338,0.171393845473782,0.640508216020662,1354.34264203579,732.155887103036,700.48696052847,1064.85258449087,706.509894737657,451.04132014782,930.63849297991
"ENSMUSG00000000738","Spg7",234847,"protein_coding","8",123789681,123824499,48.71,623.504637254635,-0.328287062375487,0.672314201270681,-0.488294106765886,0.625341535160993,0.933921276597543,589.928390089209,361.444045531879,816.42962985732,657.676275451163,457.768245406943,594.46454694921,886.82132749672
"ENSMUSG00000000740","Rpl13",270106,"protein_coding","8",123829089,123831983,54.34,2664.79336790761,-2.24049149236408,0.516425466528109,-4.33846050898059,1.43484260255136e-05,0.0020448980952913,925.398231636418,2113.90002386826,2457.98458977162,1718.88522406696,2691.21742448146,5174.11654757291,3572.05153395564
"ENSMUSG00000000743","Chmp1a",234852,"protein_coding","8",123931003,123939502,53.56,1783.17726132512,0.0559759849079311,0.829396237650176,0.0674900395817092,0.946191591209458,0.995380476420723,1799.90475356444,703.509972072538,1594.21170327169,1785.38157878709,3136.44407412383,1475.7755475012,1987.01319995506
"ENSMUSG00000000753","Serpinf1",20317,"protein_coding","11",75300595,75313527,49.44,942.408796492156,-0.208410999076368,0.980201908125054,-0.212620478851158,0.831622996846345,0.978012568184799,472.565875863715,529.106901151561,927.541354630801,2084.1597205433,1491.4047630039,836.800343958456,255.282616293363
"ENSMUSG00000000776","Polr3d",67065,"protein_coding","14",70676197,70680887,51.78,252.476589319958,0.948774110300858,1.47335103036636,0.643956593334678,0.519603581749262,0.894154746617626,443.484898887486,33.7010765064689,166.184492704685,256.876329192836,407.601862348648,112.760330036955,346.727135562628
"ENSMUSG00000000787","Ddx3x",13205,"protein_coding","X",13147209,13160291,39.75,1985.08289266765,0.528453332304688,0.704454895119772,0.750159216673255,0.453158818278997,0.870641103579169,2081.36706644151,3737.4493845674,1750.73430686564,2018.57427479194,1421.38085331836,1824.93692033493,1061.13744235376
"ENSMUSG00000000823","Zfp512b",269401,"protein_coding","2",181223896,181234596,53.58,343.836055070772,1.37631216814561,0.860808343950779,1.598860161867,0.109851677657599,0.538572934470768,536.95946773965,496.248351557754,268.600517278503,173.983613034864,517.340825288669,266.074813859131,147.644796736833
"ENSMUSG00000000826","Dnajc5",13002,"protein_coding","2",181162278,181196926,42.98,3125.35279794733,0.742106956464732,0.750448675045003,0.988884358307687,0.32271972428888,0.792834863457633,3676.66637485176,2176.24701540523,3691.8078292128,3370.36318444502,4566.18599128524,1061.33187833029,3334.86731210099
"ENSMUSG00000000827","Tpd52l2",66314,"protein_coding","2",181138935,181159759,44.51,1008.93026931473,-0.188680666565005,0.727861823234123,-0.259225941713273,0.795460916439824,0.974746634472753,992.907642474091,1287.38112254711,1069.57112455864,603.932646293796,845.512581128349,771.518047621271,1491.68872057988
"ENSMUSG00000000838","Fmr1",14265,"protein_coding","X",67722147,67761569,35.06,732.250620066057,0.867346845155201,1.34304005621352,0.645808619886246,0.518403304887233,0.89408249617947,739.48770025267,1879.6775421483,771.984939947928,517.396294260749,406.556729368267,52.4236622101633,758.227472274317
"ENSMUSG00000000861","Bcl11a",14025,"protein_coding","11",24028056,24124123,45.53,684.746274507032,1.38510540901543,0.681897962461554,2.0312502533596,0.0422296149472771,0.328381935234424,904.626105224826,1148.36418195793,441.548332360704,612.130827012717,993.921464342473,261.129185348738,431.503825301841
"ENSMUSG00000000876","Pxmp4",59038,"protein_coding","2",154427678,154445628,47.38,483.375707122879,0.275087896063187,0.776809479561299,0.354125307814912,0.723244976539667,0.959172505088377,393.631795499666,692.557122207935,491.79015573654,636.725369169478,518.38595826905,230.466288584303,420.073260393183
"ENSMUSG00000000881","Dlg3",53310,"protein_coding","X",99811328,99862016,46.89,1293.11614665062,0.841907300935551,0.575915612861818,1.46185878995705,0.143779909822756,0.603291452800275,2422.02993959161,843.369439574384,1336.239264015,899.067152174928,848.647980069493,1084.08176947809,1618.37748165084
"ENSMUSG00000000902","Smarcb1",20587,"protein_coding","10",75732603,75757451,48.04,1554.27078683338,-1.05178796066948,0.578223320028393,-1.81899955300632,0.0689114982737455,0.423826223758021,985.637398230034,814.723524543885,1849.28557579516,1639.63614378406,1503.94635876847,2170.14179036035,1916.52471635167
"ENSMUSG00000000959","Oxa1l",69089,"protein_coding","14",54598291,54607130,47.94,526.489001945396,-2.25258464594052,0.8295055778247,-2.71557504392883,0.00661607802377393,0.111837425244408,130.864396393029,633.580238321615,838.651974812016,560.209015792888,274.869973840242,679.529357327966,567.718057130017
"ENSMUSG00000000976","Heatr6",217026,"protein_coding","11",83644522,83674580,45.93,332.112988446645,0.172614717638327,1.31138637007,0.131627658772383,0.89527880733067,0.987018212591299,282.500919197649,1135.726278268,88.8893798187851,179.449066847478,136.91242042993,342.237492919179,159.075361645491
"ENSMUSG00000001016","Ilf2",67781,"protein_coding","3",90383433,90395686,42.32,1155.63562142362,0.55522172941503,0.563538888829612,0.985241197050561,0.324505609040442,0.793329879177081,1457.16466777317,941.102561443143,1395.1767875905,1015.66350017735,1297.01002865301,930.767285655918,1052.56451867226
"ENSMUSG00000001017","Chtop",66511,"protein_coding","3",90406263,90416805,42.19,1884.56427353609,0.540101047289165,0.620231587858594,0.870805450515528,0.38386038870622,0.834997361327794,2382.56289940959,982.386380163568,2225.13306220285,2793.75780721429,1531.11981625838,1113.75554054045,2163.23440896354
"ENSMUSG00000001018","Snapin",20615,"protein_coding","3",90395333,90398340,45.35,1979.0607702514,-0.196971561431369,0.555812898823315,-0.354384653267975,0.723050634185133,0.959172505088377,1807.17499780849,3248.7837752236,1349.76590877003,1554.01070071978,1750.59774213842,2073.20747155665,2069.88479554283
"ENSMUSG00000001020","S100a4",20198,"protein_coding","3",90511078,90513352,48.53,162.049893000786,-3.01253845415846,1.57341009416975,-1.91465560397851,0.0555364389118548,0.37876584492194,41.5442528231837,87.6227989168191,18.3575893104013,229.549060129769,86.7460373716354,461.921702870684,208.607809583009
"ENSMUSG00000001025","S100a6",20200,"protein_coding","3",90520189,90531488,47.42,910.682162286403,-2.25660488828342,0.87464376156933,-2.58002742080331,0.00987924702813113,0.143116572246254,355.203361638221,844.211966487045,354.591330364067,1032.97077058396,392.970000623312,2110.79424823563,1284.03345807259
"ENSMUSG00000001039","B9d1",27078,"protein_coding","11",61395970,61403757,48.78,159.607883892538,-3.06323006130605,1.28295962706983,-2.3876277917663,0.0169575061325201,0.198542132707381,45.6986781055021,25.2758073798517,92.7541354630801,89.2690789393545,100.33276611659,308.607219048509,455.317502194879
"ENSMUSG00000001052","Sec24b",99683,"protein_coding","3",129776408,129855202,44.2,324.279854044316,0.599040661460248,1.02490726280119,0.58448279488527,0.558895537397214,0.909214327920278,388.438763896768,224.95468568068,295.653806788568,160.319978503331,687.697501090796,269.042190965366,243.852051384705
"ENSMUSG00000001054","Rmnd5b",66089,"protein_coding","11",51514498,51526723,50.38,811.061811771906,0.637707391054303,0.819272877585679,0.778382158742478,0.436343753494732,0.862659507294834,795.572441563969,2126.53792755819,533.336278912711,485.514480353836,713.825825600325,401.585035043893,621.060693370421
"ENSMUSG00000001056","Nhp2",52530,"protein_coding","11",51510562,51514541,50.38,548.438634563512,-0.436337296408609,0.705785214155476,-0.618229579845646,0.536424014109829,0.904828629162479,358.31918059996,901.503796548042,412.562665028492,537.436291573665,659.478910620505,568.747278695168,401.022318878753
"ENSMUSG00000001062","Vps9d1",72325,"protein_coding","8",123969095,123981087,54.85,341.947588829977,2.0836932208737,1.2453910257368,1.67312368389754,0.0943029499843715,0.501080331528187,802.842685808026,70.7722606635846,515.944878513383,303.332686600052,321.900957957394,301.683339133959,77.1563131334418
"ENSMUSG00000001082","Mfsd10",68294,"protein_coding","5",34790986,34794556,57.97,186.488402684841,0.646860073892773,1.21146071589935,0.533950515607567,0.593375770871776,0.927191705486975,280.42370655649,252.758073798517,168.116870526833,182.181793753785,63.7531118032501,155.292735226333,202.89252712868
"ENSMUSG00000001089","Luzp1",269593,"protein_coding","4",136197072,136282091,40.42,702.04629596123,0.728920118881547,0.90097711332391,0.809032891182324,0.418496227410324,0.851832015703949,880.738159851495,990.811649290185,556.524812778481,1092.17985355394,331.307154780824,404.552412150128,658.210029323559
"ENSMUSG00000001098","Kctd10",330171,"protein_coding","5",114501628,114518569,54.26,718.23004544381,-1.53645329480301,0.981148366160916,-1.5659744721534,0.117354593568034,0.554474536615181,395.709008140825,171.03296327033,617.394714176127,816.174436016956,731.593086266804,723.050888219422,1572.6552220162
"ENSMUSG00000001100","Poldip2",67811,"protein_coding","11",78403019,78413562,48.81,1602.34162406975,0.591920042346476,0.726204441429819,0.815087334333909,0.415022321020373,0.850093631606684,1998.27856079514,1501.38295836319,1342.03639748144,1472.02889353058,2251.21643974099,683.48586013628,1967.96225844063
"ENSMUSG00000001105","Ift20",55978,"protein_coding","11",78427187,78432563,47.18,548.701725237516,-1.02032093230333,0.827158025409988,-1.23352600223833,0.217379581680063,0.692680061704605,408.17228398778,259.49828909981,459.905921671106,526.505383948438,530.927554033624,1091.99477509472,563.907868827131
"ENSMUSG00000001120","Pcbp3",59093,"protein_coding","10",76597691,76797721,45.07,1226.8127824766,0.134392627601658,0.581360348625654,0.231169235946973,0.817183328902602,0.977402366279606,1248.40479733667,872.857881517544,1318.84786361567,1391.86890427892,1480.95343320009,1238.38537900235,1036.371218385
"ENSMUSG00000001127","Araf",11836,"protein_coding","X",20664053,20726758,42.71,3249.41718148193,0.490453456072902,0.487086501206906,1.00691243723169,0.313976854674656,0.783636968199752,4085.87726516012,4197.4690788807,2381.6556657968,3080.6941323765,3183.47505824098,3413.47279787309,2403.27627204536
"ENSMUSG00000001131","Timp1",21857,"protein_coding","X",20736405,20740974,46.96,202.918040271322,0.43653905751056,1.4381789200029,0.303535986683548,0.76148142682961,0.966862991796862,111.130876302016,444.011682972727,172.947815082202,395.334492445713,132.731888508406,140.455849695155,23.8136768930376
"ENSMUSG00000001134","Uxt",22294,"protein_coding","X",20807961,20828256,42.12,100.523637433328,-2.67163073506107,1.41027107575042,-1.8944093663975,0.0581706941562854,0.391881791276166,24.9265516939102,131.434198375229,57.9713346644251,97.4672596582748,74.2044416070616,218.59678015936,99.0648958750364
"ENSMUSG00000001138","Cnnm3",94218,"protein_coding","1",36550948,36567318,52.74,520.475362360009,-0.527122969390102,0.847374095492324,-0.622066419299546,0.533898194853639,0.904591237818403,314.697715135617,787.76266333871,781.646829058665,408.087218008478,444.181516661988,338.280990110865,568.670604205738
"ENSMUSG00000001143","Lman2l",214895,"protein_coding","1",36458952,36484352,47.29,1011.67330347202,0.200044585884165,0.721474470968998,0.277271884084116,0.781571346765995,0.972815653119667,1106.11573141727,781.022448037416,1030.92356811569,757.876262015745,1479.90830021971,1257.17876734184,668.688047156496
"ENSMUSG00000001150","Mcm3ap",54387,"protein_coding","10",76304761,76351691,45.98,402.105382237254,-0.52856479500837,0.762266832119525,-0.69341177227752,0.488051176532415,0.885911085306056,300.157226647503,306.679796208867,593.239991399283,422.661761508781,326.081489878918,362.02000696075,503.897403056676
