image_id,bin,specific_pair_count,specific_puncta_count,pair_count,specific_freq,pair_midpoint_x_mean,bauer_specific_freq_bin
1hrCLTPBIP_005_d2.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTPBIP_005_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTPBIP_008_d1.tif_d1_localizations.csv,whole_image,5,10,10,0.23255813953488372,52.92745835000001,0.23255813953488372
1hrCLTPBIP_008_d1.tif_d1_localizations.csv,0_30,1,2,5,0.046511627906976744,22.3642835,0.09523809523809523
1hrCLTPBIP_008_d1.tif_d1_localizations.csv,30_60,2,4,2,0.09302325581395349,40.19972775,0.5
1hrCLTPBIP_008_d1.tif_d1_localizations.csv,60_90,2,4,2,0.09302325581395349,80.936776375,0.4444444444444444
1hrCLTPBIP_008_d1.tif_d1_localizations.csv,90_120,0,0,1,0.0,,0.0
1hrCLTPBIP_008_d2.tif_d1_localizations.csv,whole_image,1,2,5,0.05263157894736842,0.875927,0.05263157894736842
1hrCLTPBIP_008_d2.tif_d1_localizations.csv,0_30,1,2,5,0.05263157894736842,0.875927,0.06451612903225806
1hrCLTPBIP_008_d2.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTPBIP_008_d2.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTPBIP_008_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTPBIP_008_d3.tif_d1_localizations.csv,whole_image,0,0,4,0.0,,0.0
1hrCLTPBIP_008_d3.tif_d1_localizations.csv,0_30,0,0,3,0.0,,0.0
1hrCLTPBIP_008_d3.tif_d1_localizations.csv,30_60,0,0,1,0.0,,0.0
1hrCLTPBIP_008_d3.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTPBIP_008_d3.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTPBIP_010_d1.tif_d1_localizations.csv,whole_image,0,0,11,0.0,,0.0
1hrCLTPBIP_010_d1.tif_d1_localizations.csv,0_30,0,0,9,0.0,,0.0
1hrCLTPBIP_010_d1.tif_d1_localizations.csv,30_60,0,0,2,0.0,,0.0
1hrCLTPBIP_010_d1.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTPBIP_010_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTPBIP_010_d2.tif_d1_localizations.csv,whole_image,3,6,18,0.075,34.938961416666665,0.075
1hrCLTPBIP_010_d2.tif_d1_localizations.csv,0_30,1,2,16,0.025,20.85698875,0.04
1hrCLTPBIP_010_d2.tif_d1_localizations.csv,30_60,2,4,2,0.05,41.97994775,0.18181818181818182
1hrCLTPBIP_010_d2.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTPBIP_010_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTPBIP_010_d3.tif_d1_localizations.csv,whole_image,0,0,14,0.0,,0.0
1hrCLTPBIP_010_d3.tif_d1_localizations.csv,0_30,0,0,8,0.0,,0.0
1hrCLTPBIP_010_d3.tif_d1_localizations.csv,30_60,0,0,5,0.0,,0.0
1hrCLTPBIP_010_d3.tif_d1_localizations.csv,60_90,0,0,1,0.0,,0.0
1hrCLTPBIP_010_d3.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTPBIP_010_d4.tif_d1_localizations.csv,whole_image,0,0,6,0.0,,0.0
1hrCLTPBIP_010_d4.tif_d1_localizations.csv,0_30,0,0,6,0.0,,0.0
1hrCLTPBIP_010_d4.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTPBIP_010_d4.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTPBIP_010_d4.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTPBIP_010_d5.tif_d1_localizations.csv,whole_image,3,6,32,0.048,38.238945333333334,0.048
1hrCLTPBIP_010_d5.tif_d1_localizations.csv,0_30,1,2,19,0.016,26.838145750000002,0.02531645569620253
1hrCLTPBIP_010_d5.tif_d1_localizations.csv,30_60,2,4,8,0.032,43.939345124999996,0.14814814814814814
1hrCLTPBIP_010_d5.tif_d1_localizations.csv,60_90,0,0,5,0.0,,0.0
1hrCLTPBIP_010_d5.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTPBIP_010_d6.tif_d1_localizations.csv,whole_image,1,2,9,0.03333333333333333,19.307639,0.03333333333333333
1hrCLTPBIP_010_d6.tif_d1_localizations.csv,0_30,1,2,8,0.03333333333333333,19.307639,0.041666666666666664
1hrCLTPBIP_010_d6.tif_d1_localizations.csv,30_60,0,0,1,0.0,,0.0
1hrCLTPBIP_010_d6.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTPBIP_010_d6.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTPBIP_012_d1.tif_d1_localizations.csv,whole_image,1,2,4,0.11764705882352941,37.32275625,0.11764705882352941
1hrCLTPBIP_012_d1.tif_d1_localizations.csv,0_30,0,0,1,0.0,,0.0
1hrCLTPBIP_012_d1.tif_d1_localizations.csv,30_60,1,2,1,0.11764705882352941,37.32275625,0.5
1hrCLTPBIP_012_d1.tif_d1_localizations.csv,60_90,0,0,2,0.0,,0.0
1hrCLTPBIP_012_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTPBIP_012_d2.tif_d1_localizations.csv,whole_image,4,8,7,0.5,38.331496125,0.5
1hrCLTPBIP_012_d2.tif_d1_localizations.csv,0_30,2,4,4,0.25,22.5145505,0.4444444444444444
1hrCLTPBIP_012_d2.tif_d1_localizations.csv,30_60,1,2,2,0.125,37.19976,0.5
1hrCLTPBIP_012_d2.tif_d1_localizations.csv,60_90,1,2,1,0.125,71.09712350000001,0.6666666666666666
1hrCLTPBIP_012_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_001_d1.tif_d1_localizations.csv,whole_image,0,0,2,0.0,,0.0
1hrCLTP_Tom20500_001_d1.tif_d1_localizations.csv,0_30,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_001_d1.tif_d1_localizations.csv,30_60,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_001_d1.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_001_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_002_d1.tif_d1_localizations.csv,whole_image,1,2,7,0.0392156862745098,23.497487,0.0392156862745098
1hrCLTP_Tom20500_002_d1.tif_d1_localizations.csv,0_30,1,2,6,0.0392156862745098,23.497487,0.05
1hrCLTP_Tom20500_002_d1.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_002_d1.tif_d1_localizations.csv,60_90,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_002_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_002_d2.tif_d1_localizations.csv,whole_image,1,2,10,0.058823529411764705,1.5442505,0.058823529411764705
1hrCLTP_Tom20500_002_d2.tif_d1_localizations.csv,0_30,1,2,10,0.058823529411764705,1.5442505,0.06666666666666667
1hrCLTP_Tom20500_002_d2.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_002_d2.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_002_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_002_d3.tif_d1_localizations.csv,whole_image,1,2,3,0.14285714285714285,0.93040675,0.14285714285714285
1hrCLTP_Tom20500_002_d3.tif_d1_localizations.csv,0_30,1,2,3,0.14285714285714285,0.93040675,0.15384615384615385
1hrCLTP_Tom20500_002_d3.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_002_d3.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_002_d3.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_003_d1.tif_d1_localizations.csv,whole_image,8,16,14,0.2962962962962963,14.634711,0.2962962962962963
1hrCLTP_Tom20500_003_d1.tif_d1_localizations.csv,0_30,7,14,13,0.25925925925925924,11.546583285714286,0.3111111111111111
1hrCLTP_Tom20500_003_d1.tif_d1_localizations.csv,30_60,1,2,1,0.037037037037037035,36.251605,0.2222222222222222
1hrCLTP_Tom20500_003_d1.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_003_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_003_d2.tif_d1_localizations.csv,whole_image,5,10,11,0.11904761904761904,10.56964935,0.11904761904761904
1hrCLTP_Tom20500_003_d2.tif_d1_localizations.csv,0_30,5,10,10,0.11904761904761904,10.56964935,0.15625
1hrCLTP_Tom20500_003_d2.tif_d1_localizations.csv,30_60,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_003_d2.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_003_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_004_d1.tif_d1_localizations.csv,whole_image,11,22,12,0.55,8.327684181818181,0.55
1hrCLTP_Tom20500_004_d1.tif_d1_localizations.csv,0_30,11,22,12,0.55,8.327684181818181,0.5789473684210527
1hrCLTP_Tom20500_004_d1.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_004_d1.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_004_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_004_d2.tif_d1_localizations.csv,whole_image,0,0,2,0.0,,0.0
1hrCLTP_Tom20500_004_d2.tif_d1_localizations.csv,0_30,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_004_d2.tif_d1_localizations.csv,30_60,0,0,2,0.0,,0.0
1hrCLTP_Tom20500_004_d2.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_004_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_005_d1.tif_d1_localizations.csv,whole_image,2,4,14,0.08888888888888889,24.735503,0.08888888888888889
1hrCLTP_Tom20500_005_d1.tif_d1_localizations.csv,0_30,2,4,13,0.08888888888888889,24.735503,0.10256410256410256
1hrCLTP_Tom20500_005_d1.tif_d1_localizations.csv,30_60,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_005_d1.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_005_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_005_d2.tif_d1_localizations.csv,whole_image,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_005_d2.tif_d1_localizations.csv,0_30,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_005_d2.tif_d1_localizations.csv,30_60,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_005_d2.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_005_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_005_d3.tif_d1_localizations.csv,whole_image,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_005_d3.tif_d1_localizations.csv,0_30,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_005_d3.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_005_d3.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_005_d3.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_006_d1.tif_d1_localizations.csv,whole_image,1,2,7,0.06896551724137931,6.5228345,0.06896551724137931
1hrCLTP_Tom20500_006_d1.tif_d1_localizations.csv,0_30,1,2,5,0.06896551724137931,6.5228345,0.09523809523809523
1hrCLTP_Tom20500_006_d1.tif_d1_localizations.csv,30_60,0,0,2,0.0,,0.0
1hrCLTP_Tom20500_006_d1.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_006_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_007_d1.tif_d1_localizations.csv,whole_image,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_007_d1.tif_d1_localizations.csv,0_30,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_007_d1.tif_d1_localizations.csv,30_60,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_007_d1.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_007_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_007_d2.tif_d1_localizations.csv,whole_image,1,2,2,0.18181818181818182,36.97074875,0.18181818181818182
1hrCLTP_Tom20500_007_d2.tif_d1_localizations.csv,0_30,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_007_d2.tif_d1_localizations.csv,30_60,1,2,2,0.18181818181818182,36.97074875,0.3333333333333333
1hrCLTP_Tom20500_007_d2.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_007_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_007_d3.tif_d1_localizations.csv,whole_image,4,8,4,0.5714285714285714,12.2235303125,0.5714285714285714
1hrCLTP_Tom20500_007_d3.tif_d1_localizations.csv,0_30,4,8,4,0.5714285714285714,12.2235303125,0.8
1hrCLTP_Tom20500_007_d3.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_007_d3.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_007_d3.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_008_d1.tif_d1_localizations.csv,whole_image,0,0,2,0.0,,0.0
1hrCLTP_Tom20500_008_d1.tif_d1_localizations.csv,0_30,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_008_d1.tif_d1_localizations.csv,30_60,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_008_d1.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_008_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_008_d3.tif_d1_localizations.csv,whole_image,0,0,2,0.0,,0.0
1hrCLTP_Tom20500_008_d3.tif_d1_localizations.csv,0_30,0,0,2,0.0,,0.0
1hrCLTP_Tom20500_008_d3.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_008_d3.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_008_d3.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_008_d4.tif_d1_localizations.csv,whole_image,1,2,1,0.2,0.36822175,0.2
1hrCLTP_Tom20500_008_d4.tif_d1_localizations.csv,0_30,1,2,1,0.2,0.36822175,0.2
1hrCLTP_Tom20500_008_d4.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_008_d4.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_008_d4.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_008_d5.tif_d1_localizations.csv,whole_image,0,0,2,0.0,,0.0
1hrCLTP_Tom20500_008_d5.tif_d1_localizations.csv,0_30,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_008_d5.tif_d1_localizations.csv,30_60,0,0,1,0.0,,0.0
1hrCLTP_Tom20500_008_d5.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_008_d5.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_011_d1.tif_d1_localizations.csv,whole_image,0,0,20,0.0,,0.0
1hrCLTP_Tom20500_011_d1.tif_d1_localizations.csv,0_30,0,0,15,0.0,,0.0
1hrCLTP_Tom20500_011_d1.tif_d1_localizations.csv,30_60,0,0,3,0.0,,0.0
1hrCLTP_Tom20500_011_d1.tif_d1_localizations.csv,60_90,0,0,2,0.0,,0.0
1hrCLTP_Tom20500_011_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_011_d2.tif_d1_localizations.csv,whole_image,0,0,8,0.0,,0.0
1hrCLTP_Tom20500_011_d2.tif_d1_localizations.csv,0_30,0,0,8,0.0,,0.0
1hrCLTP_Tom20500_011_d2.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_011_d2.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_011_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_011_d3.tif_d1_localizations.csv,whole_image,0,0,6,0.0,,0.0
1hrCLTP_Tom20500_011_d3.tif_d1_localizations.csv,0_30,0,0,4,0.0,,0.0
1hrCLTP_Tom20500_011_d3.tif_d1_localizations.csv,30_60,0,0,2,0.0,,0.0
1hrCLTP_Tom20500_011_d3.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20500_011_d3.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_012_d1.tif_d1_localizations.csv,whole_image,1,2,2,0.3333333333333333,18.7814185,0.3333333333333333
1hrCLTP_Tom20600_012_d1.tif_d1_localizations.csv,0_30,1,2,2,0.3333333333333333,18.7814185,0.3333333333333333
1hrCLTP_Tom20600_012_d1.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_012_d1.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_012_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_012_d2.tif_d1_localizations.csv,whole_image,2,4,5,0.23529411764705882,4.080251499999999,0.23529411764705882
1hrCLTP_Tom20600_012_d2.tif_d1_localizations.csv,0_30,2,4,5,0.23529411764705882,4.080251499999999,0.23529411764705882
1hrCLTP_Tom20600_012_d2.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_012_d2.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_012_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_012_d3.tif_d1_localizations.csv,whole_image,2,4,4,0.3333333333333333,1.88937775,0.3333333333333333
1hrCLTP_Tom20600_012_d3.tif_d1_localizations.csv,0_30,2,4,3,0.3333333333333333,1.88937775,0.4444444444444444
1hrCLTP_Tom20600_012_d3.tif_d1_localizations.csv,30_60,0,0,1,0.0,,0.0
1hrCLTP_Tom20600_012_d3.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_012_d3.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_012_d4.tif_d1_localizations.csv,whole_image,8,16,13,0.4444444444444444,9.2353681875,0.4444444444444444
1hrCLTP_Tom20600_012_d4.tif_d1_localizations.csv,0_30,7,14,10,0.3888888888888889,5.059239714285715,0.4827586206896552
1hrCLTP_Tom20600_012_d4.tif_d1_localizations.csv,30_60,1,2,3,0.05555555555555555,38.468267499999996,0.2857142857142857
1hrCLTP_Tom20600_012_d4.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_012_d4.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_012_d5.tif_d1_localizations.csv,whole_image,8,16,10,0.5925925925925926,9.306286843750001,0.5925925925925926
1hrCLTP_Tom20600_012_d5.tif_d1_localizations.csv,0_30,8,16,9,0.5925925925925926,9.306286843750001,0.6666666666666666
1hrCLTP_Tom20600_012_d5.tif_d1_localizations.csv,30_60,0,0,1,0.0,,0.0
1hrCLTP_Tom20600_012_d5.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_012_d5.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_013_d1.tif_d1_localizations.csv,whole_image,11,22,25,0.13333333333333333,30.80683834090909,0.13333333333333333
1hrCLTP_Tom20600_013_d1.tif_d1_localizations.csv,0_30,6,12,13,0.07272727272727272,18.52726525,0.15384615384615385
1hrCLTP_Tom20600_013_d1.tif_d1_localizations.csv,30_60,5,10,8,0.06060606060606061,45.54232605,0.18181818181818182
1hrCLTP_Tom20600_013_d1.tif_d1_localizations.csv,60_90,0,0,2,0.0,,0.0
1hrCLTP_Tom20600_013_d1.tif_d1_localizations.csv,90_120,0,0,2,0.0,,0.0
1hrCLTP_Tom20600_013_d2.tif_d1_localizations.csv,whole_image,3,6,6,0.2727272727272727,10.587845666666666,0.2727272727272727
1hrCLTP_Tom20600_013_d2.tif_d1_localizations.csv,0_30,3,6,6,0.2727272727272727,10.587845666666666,0.2857142857142857
1hrCLTP_Tom20600_013_d2.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_013_d2.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_013_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_013_d3.tif_d1_localizations.csv,whole_image,9,18,37,0.0972972972972973,32.75851402777778,0.0972972972972973
1hrCLTP_Tom20600_013_d3.tif_d1_localizations.csv,0_30,4,8,21,0.043243243243243246,19.2425601875,0.08421052631578947
1hrCLTP_Tom20600_013_d3.tif_d1_localizations.csv,30_60,5,10,13,0.05405405405405406,43.5712771,0.15151515151515152
1hrCLTP_Tom20600_013_d3.tif_d1_localizations.csv,60_90,0,0,2,0.0,,0.0
1hrCLTP_Tom20600_013_d3.tif_d1_localizations.csv,90_120,0,0,1,0.0,,0.0
1hrCLTP_Tom20600_014_d1.tif_d1_localizations.csv,whole_image,1,2,10,0.06451612903225806,15.147587,0.06451612903225806
1hrCLTP_Tom20600_014_d1.tif_d1_localizations.csv,0_30,1,2,6,0.06451612903225806,15.147587,0.1
1hrCLTP_Tom20600_014_d1.tif_d1_localizations.csv,30_60,0,0,4,0.0,,0.0
1hrCLTP_Tom20600_014_d1.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_014_d1.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_014_d2.tif_d1_localizations.csv,whole_image,0,0,5,0.0,,0.0
1hrCLTP_Tom20600_014_d2.tif_d1_localizations.csv,0_30,0,0,5,0.0,,0.0
1hrCLTP_Tom20600_014_d2.tif_d1_localizations.csv,30_60,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_014_d2.tif_d1_localizations.csv,60_90,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_014_d2.tif_d1_localizations.csv,90_120,0,0,0,0.0,,0.0
1hrCLTP_Tom20600_014_d3.tif_d1_localizations.csv,whole_image,0,0,5,0.0,,0.0
1hrCLTP_Tom20600_014_d3.tif_d1_localizations.csv,0_30,0,0,4,0.0,,0.0
