"ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cntrl no infection","scramble - cntrl","scramble - cntrl.1","exp - arc","exp - arc.1","ref transcriptome","ref transcriptome.1"
"ENSMUSG00000000197","Nalcn",338370,"protein_coding","14",123514046,123864556,38.67,637.283619478544,1.05925016753376,0.555449767848245,1.90701343100239,0.0565188482719832,0.361399105096647,711.589922872157,1202.20953458794,618.216554363156,408.276581579008,647.141926804624,451.765521812235,421.785294330685
"ENSMUSG00000000202","Btbd17",72014,"protein_coding","11",114682043,114686771,56.02,184.929082316268,-0.793131994047952,0.869917745815923,-0.911732169923777,0.361909724837483,0.777872454131421,188.809879677919,215.903136354006,122.561882497652,110.427164744694,70.2996438344309,402.790940907811,183.710928197365
"ENSMUSG00000000223","Drp2",13497,"protein_coding","X",133305300,133357322,44.54,236.865393854695,0.180666408639642,0.820432476655229,0.220208748166807,0.825708583796173,0.965978992534029,16.241710079821,354.765946520018,318.120180306405,91.1783929084633,284.087601796673,276.856304296436,316.807621075048
"ENSMUSG00000000247","Lhx2",16870,"protein_coding","2",38229293,38259745,50,1345.42415714249,0.0240877342136168,0.326944137758464,0.0736753819131391,0.941268687926461,0.992136396907312,1117.63267486768,1595.97120177102,1280.59143403796,1218.75118520979,1376.13960327948,1478.23275831924,1350.65024251226
"ENSMUSG00000000253","Gmpr",66355,"protein_coding","13",45660920,45707276,48.23,1227.41989180258,-1.62805272690085,0.486091975071625,-3.3492688840645,0.000810251220461338,0.0270831785498229,718.695671032078,602.055882432095,879.561744983148,879.364944939401,932.192537420947,3125.37784669659,1454.69061511383
"ENSMUSG00000000266","Mid2",23947,"protein_coding","X",139565348,139668464,40.18,155.858794768554,-1.23972083811581,1.49906365078036,-0.826996797281056,0.408238876771714,0.810048238523313,248.701185597259,81.7959018786101,72.0952249986187,49.6415694723856,275.420522419825,9.99481242947422,353.362346583707
"ENSMUSG00000000275","Trim25",217069,"protein_coding","11",88890202,88911119,48.45,68.0767163282884,1.33612439741545,2.01374340896715,0.663502803517928,0.507008584550415,0.866128719193069,102.52579487887,136.009464751642,48.6642768740676,71.9296210722321,44.298405703888,0,73.1094510173187
"ENSMUSG00000000278","Scpep1",74617,"protein_coding","11",88814846,88846291,47.22,1246.90363905241,0.522755239219913,0.346040100383323,1.51067820937757,0.130870456866801,0.520807094265577,1027.28816254868,1289.71212729529,1687.02826496768,1251.17016935502,1401.17783259037,972.495249387841,1099.45366722199
"ENSMUSG00000000282","Mnt",17428,"protein_coding","11",74721746,74736551,56.49,173.020326062041,0.948107293271714,0.921713374557419,1.02863571197171,0.303650889919489,0.729691354627319,151.250925118333,208.294215249019,83.8106990608943,372.818317670161,243.641231371384,51.9730246332659,99.353869331228
"ENSMUSG00000000295","Hddc2",69692,"protein_coding","10",31189379,31204200,42.09,378.337323669277,-1.28756367428305,0.734013347992329,-1.75414204360831,0.0794061710619961,0.421087766524415,224.338620477527,269.165584088915,173.028539996685,565.306036032472,337.053086877409,778.595888256042,300.873509955889
"ENSMUSG00000000296","Tpd52l1",21987,"protein_coding","10",31208372,31321954,40.19,543.104331999117,-0.917698846152973,0.549550020876198,-1.66990958291622,0.0949372540616856,0.453712220849198,743.05823615181,373.788249282486,505.567765302814,210.723396944004,307.199813468267,1032.46412396469,628.928738879755
"ENSMUSG00000000301","Pemt",18618,"protein_coding","11",59861440,59937315,49.74,37.258533322703,4.93568131236919,2.2239706787295,2.21931042507666,0.0264656128566598,0.240625100239179,0,102.720434917324,41.4547543742058,24.3142381089235,87.6338025881262,0,4.68650327034095
"ENSMUSG00000000305","Cdh4",12561,"protein_coding","2",179084224,179541166,49.53,755.257403072032,0.175993179640804,0.820403261105114,0.214520331627807,0.830141313641633,0.966898485672549,483.190874874674,1309.68554519589,537.109426239709,1108.3240204651,213.787957962242,1055.45219255248,579.251804214141
"ENSMUSG00000000308","Ckmt1",12716,"protein_coding","2",121188195,121194218,48.09,797.370518690278,-0.102169983748756,0.397204976829247,-0.257222315199433,0.797007158386617,0.961797838347868,817.161038390993,638.198257680784,813.774852171909,939.137446957172,814.705461423679,781.594331984884,777.022242222529
"ENSMUSG00000000326","Comt",12846,"protein_coding","16",18225636,18245602,48.68,1309.82977770696,-0.194226945358304,0.33584997738218,-0.578314600084918,0.563051739051915,0.888267684973968,1244.52103486628,1407.65040442259,1218.40930247666,1247.11779633687,1046.79058695927,1360.29397165144,1644.0253472356
"ENSMUSG00000000339","Rtca",66368,"protein_coding","3",116282612,116301857,43.09,826.734794193072,-0.296814313812305,0.504977341377271,-0.587777489189469,0.556681655549819,0.887086814983791,586.731776633533,916.874993150932,842.612942171356,516.677559814625,762.702985162593,1418.26388374239,743.279418676074
"ENSMUSG00000000340","Dbt",13171,"protein_coding","3",116306719,116343630,44.05,529.909117818616,1.78452824425788,0.540596229064403,3.3010371665861,0.0009632812114195,0.031022525530687,1136.91970558747,569.717967735901,575.860609676467,535.926331650856,558.545115396848,114.940342938954,217.45375174382
"ENSMUSG00000000346","Dazap2",23994,"protein_coding","15",100513230,100518642,50.58,6395.75982965353,-0.529553473542575,0.304741599337395,-1.73771311397588,0.0822613768195544,0.427334247954776,6363.70503064986,4553.93928133471,6541.74047831217,4422.15205606047,6872.03093702054,8258.71351047455,7758.0375137224
"ENSMUSG00000000355","Mcts1",68995,"protein_coding","X",37689455,37702303,37.89,626.929084664515,-0.983656192974332,0.596499423510465,-1.64904801950253,0.0991377974663379,0.462791061869529,218.247979197594,381.397170387473,530.80109405233,932.045794175402,521.950780250158,1201.3764540228,602.684320565846
"ENSMUSG00000000374","Trappc10",216131,"protein_coding","10",78022559,78080475,48.02,261.150952985568,-0.819821003215175,0.705860076198921,-1.16144974175326,0.245459050461761,0.678018602522211,253.776719997203,215.903136354006,191.953536558822,248.207847361928,198.379816847846,240.874979550329,478.960634228845
"ENSMUSG00000000378","Ccm2",216527,"protein_coding","11",6496887,6546744,47.75,546.58601136657,-0.50505871179711,0.447894067204942,-1.12762983209155,0.259476282435999,0.689750887579116,389.801041915703,550.695664973433,494.753481553021,430.564633178854,476.689365726621,690.641538876669,792.956353341688
"ENSMUSG00000000399","Ndufa9",66108,"protein_coding","6",126798684,126826099,45.75,2399.74463520467,0.447817690975839,0.308278920764982,1.45263805213992,0.146324275065087,0.547484235018817,2376.36520605381,2504.28615867884,2648.59832838675,2420.27978509243,3071.03512586302,1587.17621380051,2190.47162855736
"ENSMUSG00000000416","Cttnbp2",30785,"protein_coding","6",18366477,18514842,40.7,378.224306870029,-0.428315349584817,0.605482249034007,-0.707395386517368,0.479320803120131,0.850295906649242,767.420801271541,217.805366630253,375.7963603053,220.854329489389,266.753443042978,457.762409269919,341.177438080821
"ENSMUSG00000000420","Galnt1",14423,"protein_coding","18",24338401,24419875,40.82,1063.80259296612,0.21690040102475,0.473688937556491,0.457896277129932,0.647026961676494,0.91888568259891,1029.31837630865,1676.81598851151,1022.8510046679,844.919774285093,549.878036020001,1374.2867090527,948.548261917007
"ENSMUSG00000000439","Mkrn2",67027,"protein_coding","6",115578863,115599585,47.04,715.308693115371,1.9118750115786,0.665929165318381,2.87098855426242,0.00409190340739041,0.0779296886473937,539.021753274059,1098.5379845325,1200.385496227,863.155452866786,695.292367787111,129.932561583165,480.835235536981
"ENSMUSG00000000441","Raf1",110157,"protein_coding","6",115595028,115653596,42.75,838.252359655159,0.820725593599924,0.50882871295113,1.61297028392883,0.10675096395801,0.479899095560478,532.931111994126,1306.83219978152,1383.327129661,712.204557940552,409.278748351139,965.49888068721,557.693889170572
"ENSMUSG00000000489","Pdgfb",18591,"protein_coding","15",79880075,79899178,55.39,345.745788661538,-0.497546730714775,0.840560456719371,-0.591922599662436,0.553902419511977,0.885727132179426,458.828309754943,235.876554254597,268.554713119855,414.355141106239,330.31202513986,586.695489610137,125.598287645137
"ENSMUSG00000000531","Tamalin",56149,"protein_coding","15",101122069,101130637,55.63,214.218965408737,-0.745576131116235,0.816184479928145,-0.913489718870755,0.360985038364837,0.777511453100292,0,250.143281326447,150.498782184617,264.417339434543,162.748490520806,431.775896953286,239.948967441456
"ENSMUSG00000000538","Tom1l2",216810,"protein_coding","11",60117540,60243731,46.54,1778.28786654177,-0.140041791698413,0.752386446848469,-0.186130136029175,0.852342709702437,0.973984614492317,2471.78525277276,1707.25167293146,1596.00804340692,1454.80191351726,1578.37145540592,380.802353562968,3258.99437419509
"ENSMUSG00000000552","Zfp385a",29813,"protein_coding","15",103222322,103248520,50.68,162.083754985591,0.162681617127175,0.811677170738886,0.200426503284653,0.841147033371189,0.970240331472424,145.1602838384,179.760761105318,200.96543968365,95.2307659266172,173.341587536953,163.914923843377,176.21252296482
"ENSMUSG00000000555","Itga5",16402,"protein_coding","15",103252713,103275190,50.81,169.572727623442,2.69377371023885,1.55974181649934,1.72706385232699,0.0841561966090006,0.431700579025589,202.006269117773,136.009464751642,143.289259684755,448.800311760547,213.787957962242,0,43.1158300871367
"ENSMUSG00000000560","Gabra2",14395,"protein_coding","5",71114940,71253192,36.51,819.850639413441,0.802470467326209,0.413934371497468,1.93864178136055,0.0525449722596192,0.346621465452551,971.457284149292,976.795246852705,794.849855609771,940.15054021171,1040.04952522172,430.776415710339,584.87560813855
"ENSMUSG00000000561","Wdr77",70465,"protein_coding","3",105866685,105877353,44.83,1135.03107435816,-0.606082572412206,0.444474598513439,-1.36359327268481,0.172695610570945,0.588221977182379,1160.26716382721,961.57740464273,910.202215607561,822.631722685246,1241.31836852851,1790.07090611883,1059.14973909705
"ENSMUSG00000000563","Atp5pb",11950,"protein_coding","3",105850014,105867415,40.23,5439.00284740786,-0.513731750694058,0.283199715148701,-1.81402636801492,0.06967366635207,0.3993269224096,3345.79227644312,4843.07828332422,5003.40861490414,5236.67903270941,5585.45115396848,8648.51119522404,5410.09937528159
"ENSMUSG00000000567","Sox9",20682,"protein_coding","11",112673050,112678586,50.95,7016.40254321318,0.442703834858518,0.198295203536489,2.23254938578005,0.0255786750299295,0.237649521246468,6330.20650361023,8996.59809150899,7471.76888079435,7055.18142460598,7144.56243298141,6071.84855090559,6044.65191808575
"ENSMUSG00000000568","Hnrnpd",11991,"protein_coding","5",100103794,100126797,38.55,1917.89645949351,0.49719712288339,0.288396922121541,1.72400287501631,0.0847073241483895,0.432303617528705,1526.72074750317,2206.58712044623,1999.74130339919,2441.55474343774,2270.77479673408,1329.31005312007,1650.58645181408
"ENSMUSG00000000579","Dynlt1c",100040563,"protein_coding","17",6869070,6877173,47.56,167.202447533071,-0.640791191922122,1.06175337786175,-0.603521689012754,0.546161691402316,0.882954040250513,116.737291198713,69.4314050830063,231.605910308063,59.7725020177704,223.418046158739,238.876017064434,230.575960900775
"ENSMUSG00000000581","C1d",57316,"protein_coding","11",17207579,17219176,37.25,1112.90356608102,-0.870122613794995,0.389024492675398,-2.23667823023427,0.0253073778290622,0.235701938919739,525.825363834204,878.830387625997,770.517717172738,1039.43367915648,1561.03729665223,1602.16843244472,1412.51208568076
"ENSMUSG00000000594","Gm2a",14667,"protein_coding","11",54988941,55003855,48.96,3390.21015990306,-0.735281259134215,0.282929373982683,-2.5988155587522,0.00935460209331138,0.131919450184274,3167.13346556509,2697.36253171789,2827.93520057082,2361.5203763292,3479.35086539451,4692.56443563815,4505.60424410579
"ENSMUSG00000000600","Krit1",79264,"protein_coding","5",3853184,3895564,36.51,481.257489671414,0.119657761015027,0.47035341281229,0.25439968703444,0.799186792723374,0.961866347228536,501.462798714473,489.824296133537,574.058229051501,406.250395069931,417.945827727987,508.735952660238,470.524928342231
"ENSMUSG00000000605","Clcn4",12727,"protein_coding","7",7285308,7303850,47.23,2170.17899527356,1.39063873707887,0.386924264032825,3.59408511263821,0.000325533417926369,0.0135226110019052,3542.72301116095,3143.43553149775,2143.03056308394,1987.6889654045,2358.40859932221,750.610413453514,1265.35588299206
"ENSMUSG00000000627","Sema4f",20355,"protein_coding","6",82888866,82916750,47.76,267.079564518162,1.36007422070478,1.045487638627,1.3008993798252,0.193292898436331,0.61535982150598,264.94289567708,198.783063867785,300.997564369233,762.859220667476,147.34034940641,39.9792497178969,154.654607921251
"ENSMUSG00000000631","Myo18a",360013,"protein_coding","11",77654072,77756806,51.78,675.780845178398,0.0167715715782964,0.410027180997634,0.0409035604358951,0.967372779007328,0.997390343689289,621.245410553152,712.385238454407,735.371294985911,675.733200777167,554.69308011825,719.626494922144,711.411196437756
"ENSMUSG00000000632","Sez6",20370,"protein_coding","11",77821626,77869874,51.55,1657.66456045434,0.641811804260962,0.37595330524178,1.70715829682148,0.0877926339779202,0.438771817156432,903.445123190042,2422.49025680023,2262.88887464414,1840.79044349642,1171.01872469408,1731.10151278493,1271.91698757053
"ENSMUSG00000000693","Loxl3",16950,"protein_coding","6",83011154,83029543,49.9,248.692078019294,-0.790127116905742,1.05892250242455,-0.746161418891973,0.45556991105426,0.838668537545342,155.311352638288,136.960579889766,218.088055620822,433.60391294247,182.97167573345,74.9610932210566,538.947876089209
"ENSMUSG00000000711","Rab5b",19344,"protein_coding","10",128513044,128532133,44.42,913.95286494658,0.345745982656455,0.508502552863703,0.67992968906319,0.496548981859259,0.861813207800293,1323.69937150541,689.558475139446,1053.49147529232,948.255286248018,1011.15926063223,455.763446784024,915.742739024621
"ENSMUSG00000000732","Icosl",50723,"protein_coding","10",77905136,77919747,49.9,308.58817274312,-0.0631292953609076,0.798315954295354,-0.0790780830838207,0.936970516077479,0.991858054418097,248.701185597259,268.214468950791,405.53564061723,121.571190544618,412.167774810088,361.812209946967,342.114738734889
"ENSMUSG00000000738","Spg7",234847,"protein_coding","8",123789681,123824499,48.71,592.107862188677,-0.0188415675252159,0.475028309164887,-0.039664094037553,0.968360927944136,0.997955778775688,576.580707833645,803.69229171425,650.659405612534,333.30768074316,307.199813468267,600.6882270114,872.626908937484
"ENSMUSG00000000740","Rpl13",270106,"protein_coding","8",123829089,123831983,54.34,2580.09903134341,-1.08546561098095,0.338867777652715,-3.20321282389198,0.00135903507093123,0.0384939576001906,904.460230070031,2419.63691138586,1700.54611965492,2060.63167973127,2232.25444394809,5228.28638185796,3514.87745275571
"ENSMUSG00000000743","Chmp1a",234852,"protein_coding","8",123931003,123939502,53.56,1730.36862905807,-0.0471673579085118,0.339077762927647,-0.139104839849307,0.889367303765627,0.982993939812293,1759.18022302061,1569.33997790357,1766.33301246616,2054.55312020404,1516.73889094834,1491.22601447755,1955.20916438624
"ENSMUSG00000000751","Rpa1",68275,"protein_coding","11",75188992,75239150,44.89,1431.75536333676,-0.0697174028731628,0.395865956499439,-0.176113661022179,0.860204648725663,0.975773223108176,1884.03836925923,1245.96083094162,1503.1854412212,975.608804120557,1528.29499678414,1223.36504136764,1661.8340596629
"ENSMUSG00000000753","Serpinf1",20317,"protein_coding","11",75300595,75313527,49.44,838.155227289521,1.43987272859533,0.694613224360436,2.07291292203814,0.0381803842177711,0.296570531881264,461.873630394909,913.070532598438,2061.9234349605,772.990153212861,560.471133036148,845.561131533519,251.196575290275
"ENSMUSG00000000759","Tubgcp3",259279,"protein_coding","8",12664277,12722248,46.98,270.734548887367,-0.59780411861282,0.747930744659298,-0.799277370106153,0.424129597725848,0.818902970348071,476.085126714752,91.3070532598438,212.680913745925,391.053996251854,263.864416584028,209.891061018959,250.259274636206
"ENSMUSG00000000776","Polr3d",67065,"protein_coding","14",70676197,70680887,51.78,267.361079689531,-0.123864174152586,0.829539110235677,-0.14931685875232,0.881303613037593,0.980688079606363,433.450637755222,163.59180375722,254.135668120131,349.517172815776,215.713975601541,113.940861696006,341.177438080821
"ENSMUSG00000000782","Tcf7",21414,"protein_coding","11",52143198,52174158,53.06,129.090869798427,-1.83737145366243,1.17792494340654,-1.5598374615863,0.118798296258085,0.504377805310537,5.07553439994406,42.8001812155518,95.5261731231698,213.762676707619,52.0024762610859,369.808059890546,124.660986991069
"ENSMUSG00000000787","Ddx3x",13205,"protein_coding","X",13147209,13160291,39.75,1732.33373692838,0.365436427855593,0.409024540795553,0.893433990891646,0.37162480662512,0.785135163068271,2034.27418749758,1723.42063027955,1997.03773246174,2049.48765393135,1433.92013245846,1844.04289323799,1044.15292863196
"ENSMUSG00000000804","Usp32",237898,"protein_coding","11",84875268,85030987,39.1,479.76522482128,-0.47046109172764,0.884293752191362,-0.532019015809842,0.594712825230098,0.900540249435556,463.903844154887,97.9648592267075,488.445149365642,618.999978523012,876.338025881262,603.686670740243,209.018045857206
"ENSMUSG00000000811","Txnrd3",232223,"protein_coding","6",89620970,89652511,47.25,155.252727833923,2.17744312401782,1.79966458773098,1.20991608039759,0.226311096178696,0.653895342159464,226.368834237505,201.636409282155,192.854726871305,44.5761031996932,334.164060418459,0,87.1689608283416
"ENSMUSG00000000823","Zfp512b",269401,"protein_coding","2",181223896,181234596,53.58,245.311752455216,0.0760870843883228,0.757481181928155,0.100447491242811,0.919989067828976,0.988600454855206,524.810256954215,264.410008398298,172.127349684202,210.723396944004,130.969199472364,268.860454352856,145.281601380569
"ENSMUSG00000000826","Dnajc5",13002,"protein_coding","2",181162278,181196926,42.98,3015.3321152,0.678456141047756,0.484484966994319,1.4003657229177,0.161403828971164,0.573998599105818,3593.47835516039,3634.21094276941,3334.40415618612,3313.82803559537,2877.47035311342,1072.44337368258,3281.48958989273
"ENSMUSG00000000827","Tpd52l2",66314,"protein_coding","2",181138935,181159759,44.51,971.662120389473,-0.445651807959961,0.526261525469585,-0.846825744219671,0.397092256487381,0.802600563056113,970.442177269303,1052.88445790257,597.489177176053,1123.52041928317,809.89041732543,779.595369498989,1467.81282427078
"ENSMUSG00000000838","Fmr1",14265,"protein_coding","X",67722147,67761569,35.06,549.832843900964,0.670282711527909,0.999883047461454,0.670361111961696,0.502627618454518,0.864578946081346,722.756098552034,759.940995360575,511.876097490193,617.986885268473,437.206004120981,52.9725058762134,746.091320638278
"ENSMUSG00000000861","Bcl11a",14025,"protein_coding","11",24028056,24124123,45.53,563.41412437848,0.595368193730931,0.550075901283731,1.08233825975924,0.279102251322497,0.710088481463826,884.158092470254,434.659618122382,605.599889988397,528.834678869087,802.186346768232,263.863048138119,424.59719629289
"ENSMUSG00000000876","Pxmp4",59038,"protein_coding","2",154427678,154445628,47.38,418.757012204728,0.785532740007347,0.618616321140459,1.26982220346073,0.204147969792569,0.626990751050576,384.725507515759,484.117605304797,629.932028425431,301.901789852467,484.393436283819,232.879129606749,413.349588444071
"ENSMUSG00000000881","Dlg3",53310,"protein_coding","X",99811328,99862016,46.89,1325.57528044969,-0.285957143984924,0.394933128865773,-0.724064716490556,0.469026004806409,0.846032590482297,2367.22924413391,1315.39223602463,889.474838420458,1024.2372803384,994.78811069818,1095.43144227037,1592.47381126185
"ENSMUSG00000000884","Gnb1l",13972,"protein_coding","16",18317463,18385429,47.73,67.6826513834191,-1.86052824155922,2.01350548720916,-0.924024420781699,0.355473601288467,0.773954955345792,59.8913059193399,74.1869807736231,0,40.5237301815392,29.8532734091419,185.90351118822,83.4197582120688
"ENSMUSG00000000901","Mmp11",17385,"protein_coding","10",75759056,75772330,53.54,68.1025655924292,-1.93629650308747,2.26502102797479,-0.854869106808585,0.39262361492837,0.799543471608127,0,77.0403261879932,0,56.7332222541549,48.1504409824869,263.863048138119,30.9309215842502
"ENSMUSG00000000902","Smarcb1",20587,"protein_coding","10",75732603,75757451,48.04,1660.01061405183,-0.244613357575463,0.293473037146441,-0.83351220253124,0.404555918741665,0.80726379781114,963.336429109382,1820.43437436814,1622.14256246892,1634.11941957057,1501.33074983394,2192.86184702664,1885.8489159852
"ENSMUSG00000000915","Hip1r",29816,"protein_coding","5",124111691,124143621,54.59,414.137862156378,1.95966098240616,0.878878952513523,2.22972796970696,0.0257655078597005,0.238060463883598,615.15476927322,391.85943690683,801.158187797151,356.608825597545,427.575915924484,46.9756184185288,259.632281176888
"ENSMUSG00000000916","Nsun5",100609,"protein_coding","5",135398807,135405659,51.36,144.110301766043,-1.46978173217861,1.16799887122654,-1.2583759868151,0.208255812088269,0.631816370678635,72.0725884792056,29.4845692818246,103.636885935514,359.648105361161,75.1146879326796,142.925817741481,225.889457630434
"ENSMUSG00000000934","Top1mt",72960,"protein_coding","15",75528884,75550649,52.57,64.9419214345171,-0.988905900599435,2.24836870457022,-0.439832621130736,0.660058339239011,0.923268548802616,116.737291198713,0,61.2809412488259,94.2176726720787,60.6695556379335,117.938786667796,3.74920261627276
"ENSMUSG00000000957","Mmp14",17387,"protein_coding","14",54669069,54682821,53.13,420.919445176097,-0.683412115766795,0.545773170413414,-1.25219075032421,0.210500365641491,0.633601126825859,362.393156156006,211.147560663389,262.246380932476,645.340403141012,704.922455983609,455.763446784024,304.622712572161
"ENSMUSG00000000959","Oxa1l",69089,"protein_coding","14",54598291,54607130,47.94,516.107959623735,0.147971450247257,0.503895828115099,0.29365484290824,0.769021663745961,0.950408723262716,127.90346687859,825.567939891088,554.232042176881,405.237301815392,454.540162874677,686.643613904879,558.631189824641
"ENSMUSG00000000976","Heatr6",217026,"protein_coding","11",83644522,83674580,45.93,217.802496298528,-0.92204746924034,0.858851198040192,-1.0735823287484,0.283009921240274,0.714266693343864,276.109071356957,87.5025927073503,177.534491559099,303.927976361544,177.193622815552,345.820510059808,156.529209229388
"ENSMUSG00000000982","Ccl3",20302,"protein_coding","11",83538670,83540181,46.3,54.8933688040442,4.49541249947838,1.91253459774697,2.35049996207866,0.0187482095710861,0.200698620665268,0,59.9202537017725,109.945218122894,94.2176726720787,112.672031899019,0,7.49840523254551
"ENSMUSG00000001016","Ilf2",67781,"protein_coding","3",90383433,90395686,42.32,1194.33384555416,0.26707699480398,0.467460669419266,0.571335755659988,0.567772068728527,0.889641488037797,1424.1949526243,1373.41025945015,1004.82719841825,854.037613575939,1727.63782245163,940.511849613524,1035.71722274535
