"ensembl_gene_id","external_gene_name","entrezgene_id","gene_biotype","chromosome_name","start_position","end_position","percentage_gene_gc_content","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","cntrl no infection","scramble - cntrl","scramble - cntrl.1","exp - arc","exp - arc.1","ref transcriptome","ref transcriptome.1"
"ENSMUSG00000000131","Xpo6",74204,"protein_coding","7",125700887,125799673,43.53,714.100708585995,1.03938388847195,0.93122476052783,1.11614717791956,0.2643591405289,0.609336483712294,830.357427830848,844.590242653556,670.485592487154,1446.69716748095,398.685651334992,209.891061018959,597.997817295505
"ENSMUSG00000000134","Tfe3",209446,"protein_coding","X",7628799,7641441,51.75,666.713100994194,0.274629425808836,0.713786221985429,0.384750247833227,0.700422463171006,0.903840071942627,710.574815992168,744.723153150601,712.841537173843,741.584262322168,582.620335888092,334.826216387386,839.821386045097
"ENSMUSG00000000148","Brat1",231841,"protein_coding","5",140690766,140705134,51.56,275.514711549824,-0.368847597710361,0.780205969170704,-0.472756697955561,0.636386770764276,0.872443019124969,203.021375997762,437.512963536752,337.045176868543,177.291319544234,249.419284289282,246.871867008013,277.440993604184
"ENSMUSG00000000149","Gna12",14673,"protein_coding","5",140744163,140816186,47.49,1618.50787669383,-1.00073877019459,0.4636836845894,-2.15823589109192,0.0309094962381788,0.178908329918575,1043.5298726285,1834.70110143999,1512.19734434603,1542.94102666211,1220.13217449622,1618.16013233188,2557.89348495209
"ENSMUSG00000000167","Pih1d2",72614,"protein_coding","9",50528621,50536300,43.52,130.898518690528,-9.84161101781762,2.66854648733615,-3.68800433663867,0.000226019799311393,0.00594448254990824,0,61.8224839780193,161.313065934409,58.7594087632319,291.791672353871,37.980287232002,304.622712572161
"ENSMUSG00000000168","Dlat",235339,"protein_coding","9",50545933,50571080,44.1,1920.29173422819,0.286185012421136,0.391997155131242,0.730069105540625,0.46534794457248,0.773650498022888,2081.98421085705,1693.93606099773,1503.1854412212,1958.30926102288,2789.83655052529,1781.07557493231,1633.71504004085
"ENSMUSG00000000171","Sdhd",66925,"protein_coding","9",50507657,50515112,45.09,2712.32103148415,-0.0146858288022034,0.426162003553638,-0.0344606714811331,0.972509803319602,0.997399537699583,2641.30810173089,3293.71172332124,2603.53881276262,1895.4974792415,3215.48644881048,2767.56356172141,2569.14109280091
"ENSMUSG00000000184","Ccnd2",12444,"protein_coding","6",127102125,127129156,49.26,3836.58193856599,0.516284452392784,0.427675543591022,1.20718722435645,0.227360049395861,0.564054443801071,3610.7351721202,5732.37093746957,4593.36702272449,5060.40080641971,2810.05973573794,2770.56200545025,2278.57789003977
"ENSMUSG00000000194","Gpr107",277463,"protein_coding","2",31042328,31108787,49.01,751.007339586664,0.59674459276416,0.601944627646069,0.991361273706779,0.321509203050612,0.665207821987281,939.988970869639,830.323515581705,649.758215300051,977.634990629634,616.325644575833,499.740621473711,743.279418676074
"ENSMUSG00000000197","Nalcn",338370,"protein_coding","14",123514046,123864556,38.67,637.283619478544,0.704177956262907,0.680451021837277,1.03486942287421,0.300729896187471,0.648016436885969,711.589922872157,1202.20953458794,618.216554363156,408.276581579008,647.141926804624,451.765521812235,421.785294330685
"ENSMUSG00000000202","Btbd17",72014,"protein_coding","11",114682043,114686771,56.02,184.929082316268,-0.635043979599819,1.06586237206124,-0.595802981928826,0.551306851434116,0.830589829032119,188.809879677919,215.903136354006,122.561882497652,110.427164744694,70.2996438344309,402.790940907811,183.710928197365
"ENSMUSG00000000223","Drp2",13497,"protein_coding","X",133305300,133357322,44.54,236.865393854695,-4.1918993849507,1.06477882935836,-3.93687333873529,8.2550149815781e-05,0.00271553030140271,16.241710079821,354.765946520018,318.120180306405,91.1783929084633,284.087601796673,276.856304296436,316.807621075048
"ENSMUSG00000000247","Lhx2",16870,"protein_coding","2",38229293,38259745,50,1345.42415714249,-0.339758537617913,0.401083102286789,-0.847102597144504,0.396937937639755,0.725717023022947,1117.63267486768,1595.97120177102,1280.59143403796,1218.75118520979,1376.13960327948,1478.23275831924,1350.65024251226
"ENSMUSG00000000253","Gmpr",66355,"protein_coding","13",45660920,45707276,48.23,1227.41989180258,-1.67185285634251,0.59598350388005,-2.80519988465821,0.00502853852755277,0.0528260196126134,718.695671032078,602.055882432095,879.561744983148,879.364944939401,932.192537420947,3125.37784669659,1454.69061511383
"ENSMUSG00000000266","Mid2",23947,"protein_coding","X",139565348,139668464,40.18,155.858794768554,0.452807149482005,1.83240705988422,0.247110568058286,0.804822655187988,0.943927805467394,248.701185597259,81.7959018786101,72.0952249986187,49.6415694723856,275.420522419825,9.99481242947422,353.362346583707
"ENSMUSG00000000275","Trim25",217069,"protein_coding","11",88890202,88911119,48.45,68.0767163282884,1.48722571150146,2.46452802957468,0.603452544931337,0.546207675827721,0.827979150084883,102.52579487887,136.009464751642,48.6642768740676,71.9296210722321,44.298405703888,0,73.1094510173187
"ENSMUSG00000000278","Scpep1",74617,"protein_coding","11",88814846,88846291,47.22,1246.90363905241,-0.0121934717600767,0.424516912544723,-0.0287231707377315,0.977085376413552,0.998375600192614,1027.28816254868,1289.71212729529,1687.02826496768,1251.17016935502,1401.17783259037,972.495249387841,1099.45366722199
"ENSMUSG00000000282","Mnt",17428,"protein_coding","11",74721746,74736551,56.49,173.020326062041,0.998824602909297,1.1277161143071,0.885705711071624,0.375776130017055,0.70776035537008,151.250925118333,208.294215249019,83.8106990608943,372.818317670161,243.641231371384,51.9730246332659,99.353869331228
"ENSMUSG00000000295","Hddc2",69692,"protein_coding","10",31189379,31204200,42.09,378.337323669277,-1.26642906293706,0.900059914951154,-1.40704973291226,0.159412642123011,0.472618886906282,224.338620477527,269.165584088915,173.028539996685,565.306036032472,337.053086877409,778.595888256042,300.873509955889
"ENSMUSG00000000296","Tpd52l1",21987,"protein_coding","10",31208372,31321954,40.19,543.104331999117,-0.160755589338393,0.672277137336207,-0.23912101187222,0.811011749202649,0.945923047966119,743.05823615181,373.788249282486,505.567765302814,210.723396944004,307.199813468267,1032.46412396469,628.928738879755
"ENSMUSG00000000301","Pemt",18618,"protein_coding","11",59861440,59937315,49.74,37.258533322703,-3.65689154306083,3.36863691548228,-1.08557010886324,0.277669230272638,0.624854996447718,0,102.720434917324,41.4547543742058,24.3142381089235,87.6338025881262,0,4.68650327034095
"ENSMUSG00000000305","Cdh4",12561,"protein_coding","2",179084224,179541166,49.53,755.257403072032,-0.758314477530505,1.00587383853875,-0.75388627129633,0.450917514885837,0.761969604480023,483.190874874674,1309.68554519589,537.109426239709,1108.3240204651,213.787957962242,1055.45219255248,579.251804214141
"ENSMUSG00000000308","Ckmt1",12716,"protein_coding","2",121188195,121194218,48.09,797.370518690278,0.0684284916464546,0.48642095079076,0.140677517148906,0.888124707157749,0.973284218801036,817.161038390993,638.198257680784,813.774852171909,939.137446957172,814.705461423679,781.594331984884,777.022242222529
"ENSMUSG00000000326","Comt",12846,"protein_coding","16",18225636,18245602,48.68,1309.82977770696,-0.271499598397027,0.411647861955102,-0.659543322070355,0.509546936337788,0.805163068316952,1244.52103486628,1407.65040442259,1218.40930247666,1247.11779633687,1046.79058695927,1360.29397165144,1644.0253472356
"ENSMUSG00000000339","Rtca",66368,"protein_coding","3",116282612,116301857,43.09,826.734794193072,-0.881182717582341,0.619672851679959,-1.42201278496132,0.155022539475676,0.466504235949588,586.731776633533,916.874993150932,842.612942171356,516.677559814625,762.702985162593,1418.26388374239,743.279418676074
"ENSMUSG00000000340","Dbt",13171,"protein_coding","3",116306719,116343630,44.05,529.909117818616,2.77357946304988,0.659295175393769,4.20688572670554,2.58913979210222e-05,0.00112775970391172,1136.91970558747,569.717967735901,575.860609676467,535.926331650856,558.545115396848,114.940342938954,217.45375174382
"ENSMUSG00000000346","Dazap2",23994,"protein_coding","15",100513230,100518642,50.58,6395.75982965353,-0.331638724583733,0.373242082740468,-0.888535189142475,0.37425293593905,0.70636077833514,6363.70503064986,4553.93928133471,6541.74047831217,4422.15205606047,6872.03093702054,8258.71351047455,7758.0375137224
"ENSMUSG00000000355","Mcts1",68995,"protein_coding","X",37689455,37702303,37.89,626.929084664515,-2.04711024569028,0.734622156455449,-2.7866165316434,0.00532614642563775,0.0548476153533078,218.247979197594,381.397170387473,530.80109405233,932.045794175402,521.950780250158,1201.3764540228,602.684320565846
"ENSMUSG00000000374","Trappc10",216131,"protein_coding","10",78022559,78080475,48.02,261.150952985568,-0.504280498639172,0.864403519308214,-0.583385522357371,0.55963380172122,0.83540387334573,253.776719997203,215.903136354006,191.953536558822,248.207847361928,198.379816847846,240.874979550329,478.960634228845
"ENSMUSG00000000378","Ccm2",216527,"protein_coding","11",6496887,6546744,47.75,546.58601136657,-0.928333523530849,0.550353289775283,-1.68679562887668,0.0916426562647145,0.349961993918111,389.801041915703,550.695664973433,494.753481553021,430.564633178854,476.689365726621,690.641538876669,792.956353341688
"ENSMUSG00000000399","Ndufa9",66108,"protein_coding","6",126798684,126826099,45.75,2399.74463520467,0.3311854372553,0.377644052925188,0.876977764352371,0.380498715650989,0.711900822830882,2376.36520605381,2504.28615867884,2648.59832838675,2420.27978509243,3071.03512586302,1587.17621380051,2190.47162855736
"ENSMUSG00000000416","Cttnbp2",30785,"protein_coding","6",18366477,18514842,40.7,378.224306870029,0.942023729277829,0.739279538091734,1.27424564151935,0.202576374463959,0.532663241849875,767.420801271541,217.805366630253,375.7963603053,220.854329489389,266.753443042978,457.762409269919,341.177438080821
"ENSMUSG00000000420","Galnt1",14423,"protein_coding","18",24338401,24419875,40.82,1063.80259296612,-0.174131795874796,0.580619858981107,-0.299906717245892,0.764248310429233,0.930815249881758,1029.31837630865,1676.81598851151,1022.8510046679,844.919774285093,549.878036020001,1374.2867090527,948.548261917007
"ENSMUSG00000000439","Mkrn2",67027,"protein_coding","6",115578863,115599585,47.04,715.308693115371,0.819325775062211,0.816213626042419,1.00381290990556,0.315468800548262,0.661536183083533,539.021753274059,1098.5379845325,1200.385496227,863.155452866786,695.292367787111,129.932561583165,480.835235536981
"ENSMUSG00000000441","Raf1",110157,"protein_coding","6",115595028,115653596,42.75,838.252359655159,-0.514951016592867,0.624970332976278,-0.823960737688988,0.409961867221993,0.735835374654251,532.931111994126,1306.83219978152,1383.327129661,712.204557940552,409.278748351139,965.49888068721,557.693889170572
"ENSMUSG00000000489","Pdgfb",18591,"protein_coding","15",79880075,79899178,55.39,345.745788661538,0.365722351887395,1.02823636029631,0.355679264038089,0.722080775761499,0.910033182627141,458.828309754943,235.876554254597,268.554713119855,414.355141106239,330.31202513986,586.695489610137,125.598287645137
"ENSMUSG00000000531","Tamalin",56149,"protein_coding","15",101122069,101130637,55.63,214.218965408737,-10.8126213311901,2.27006814557791,-4.76312631946889,1.90616431266762e-06,0.00016589248368598,0,250.143281326447,150.498782184617,264.417339434543,162.748490520806,431.775896953286,239.948967441456
"ENSMUSG00000000538","Tom1l2",216810,"protein_coding","11",60117540,60243731,46.54,1778.28786654177,0.441623547460101,0.92131986112187,0.47933792170978,0.631698248549639,0.870119487952563,2471.78525277276,1707.25167293146,1596.00804340692,1454.80191351726,1578.37145540592,380.802353562968,3258.99437419509
"ENSMUSG00000000552","Zfp385a",29813,"protein_coding","15",103222322,103248520,50.68,162.083754985591,-0.228458695127027,0.996105936393158,-0.229351805646558,0.818595491298679,0.94766787437381,145.1602838384,179.760761105318,200.96543968365,95.2307659266172,173.341587536953,163.914923843377,176.21252296482
"ENSMUSG00000000555","Itga5",16402,"protein_coding","15",103252713,103275190,50.81,169.572727623442,3.22635916016647,1.90419222040867,1.69434531114408,0.0901996851219216,0.34681463804479,202.006269117773,136.009464751642,143.289259684755,448.800311760547,213.787957962242,0,43.1158300871367
"ENSMUSG00000000560","Gabra2",14395,"protein_coding","5",71114940,71253192,36.51,819.850639413441,0.935654280042488,0.506520574197961,1.84721870680975,0.0647154492412448,0.28412013044791,971.457284149292,976.795246852705,794.849855609771,940.15054021171,1040.04952522172,430.776415710339,584.87560813855
"ENSMUSG00000000561","Wdr77",70465,"protein_coding","3",105866685,105877353,44.83,1135.03107435816,-0.296025055779326,0.544296723411846,-0.543867054579596,0.586532961548589,0.850114188960255,1160.26716382721,961.57740464273,910.202215607561,822.631722685246,1241.31836852851,1790.07090611883,1059.14973909705
"ENSMUSG00000000563","Atp5pb",11950,"protein_coding","3",105850014,105867415,40.23,5439.00284740786,-1.07099599201266,0.347230833983778,-3.08439195829797,0.00203968678705248,0.0286335648322526,3345.79227644312,4843.07828332422,5003.40861490414,5236.67903270941,5585.45115396848,8648.51119522404,5410.09937528159
"ENSMUSG00000000567","Sox9",20682,"protein_coding","11",112673050,112678586,50.95,7016.40254321318,0.0633522749835276,0.243015414454101,0.260692413795394,0.794329716742116,0.940425900690364,6330.20650361023,8996.59809150899,7471.76888079435,7055.18142460598,7144.56243298141,6071.84855090559,6044.65191808575
"ENSMUSG00000000568","Hnrnpd",11991,"protein_coding","5",100103794,100126797,38.55,1917.89645949351,0.0350930008000012,0.353719474568125,0.0992113901640505,0.920970431435081,0.983599152123098,1526.72074750317,2206.58712044623,1999.74130339919,2441.55474343774,2270.77479673408,1329.31005312007,1650.58645181408
"ENSMUSG00000000579","Dynlt1c",100040563,"protein_coding","17",6869070,6877173,47.56,167.202447533071,-1.00770511364338,1.30281530635305,-0.773482709889428,0.43923675746354,0.756902121539987,116.737291198713,69.4314050830063,231.605910308063,59.7725020177704,223.418046158739,238.876017064434,230.575960900775
"ENSMUSG00000000581","C1d",57316,"protein_coding","11",17207579,17219176,37.25,1112.90356608102,-1.51932343253349,0.478477486537132,-3.17532898680195,0.00149666711375907,0.0229711303532381,525.825363834204,878.830387625997,770.517717172738,1039.43367915648,1561.03729665223,1602.16843244472,1412.51208568076
"ENSMUSG00000000594","Gm2a",14667,"protein_coding","11",54988941,55003855,48.96,3390.21015990306,-0.538163810214178,0.346565675440005,-1.55284798337549,0.120459456190601,0.406200491805517,3167.13346556509,2697.36253171789,2827.93520057082,2361.5203763292,3479.35086539451,4692.56443563815,4505.60424410579
"ENSMUSG00000000600","Krit1",79264,"protein_coding","5",3853184,3895564,36.51,481.257489671414,0.034482982144816,0.576467574562242,0.0598177307214577,0.952300803789772,0.991044039018675,501.462798714473,489.824296133537,574.058229051501,406.250395069931,417.945827727987,508.735952660238,470.524928342231
"ENSMUSG00000000605","Clcn4",12727,"protein_coding","7",7285308,7303850,47.23,2170.17899527356,1.81322969543693,0.473407986049494,3.83016288036882,0.000128058465551434,0.00395295319433279,3542.72301116095,3143.43553149775,2143.03056308394,1987.6889654045,2358.40859932221,750.610413453514,1265.35588299206
"ENSMUSG00000000627","Sema4f",20355,"protein_coding","6",82888866,82916750,47.76,267.079564518162,1.44440460181225,1.27928840242684,1.12906878470264,0.258868818162424,0.602605487146157,264.94289567708,198.783063867785,300.997564369233,762.859220667476,147.34034940641,39.9792497178969,154.654607921251
"ENSMUSG00000000631","Myo18a",360013,"protein_coding","11",77654072,77756806,51.78,675.780845178398,-0.20382200784034,0.502874653820833,-0.40531374228489,0.685246906358408,0.895208893738435,621.245410553152,712.385238454407,735.371294985911,675.733200777167,554.69308011825,719.626494922144,711.411196437756
"ENSMUSG00000000632","Sez6",20370,"protein_coding","11",77821626,77869874,51.55,1657.66456045434,-0.732837235743521,0.461949337176309,-1.58640174747956,0.112648204276866,0.392842788332614,903.445123190042,2422.49025680023,2262.88887464414,1840.79044349642,1171.01872469408,1731.10151278493,1271.91698757053
"ENSMUSG00000000693","Loxl3",16950,"protein_coding","6",83011154,83029543,49.9,248.692078019294,-0.983065692372551,1.29838090494818,-0.757147373799204,0.448961574777143,0.760930557003819,155.311352638288,136.960579889766,218.088055620822,433.60391294247,182.97167573345,74.9610932210566,538.947876089209
"ENSMUSG00000000711","Rab5b",19344,"protein_coding","10",128513044,128532133,44.42,913.95286494658,0.948637901180052,0.622145365952644,1.52478496681796,0.127312740737078,0.418053159392909,1323.69937150541,689.558475139446,1053.49147529232,948.255286248018,1011.15926063223,455.763446784024,915.742739024621
"ENSMUSG00000000732","Icosl",50723,"protein_coding","10",77905136,77919747,49.9,308.58817274312,-0.501000494462277,0.979149855496537,-0.51166886421917,0.608882780587714,0.860365920363784,248.701185597259,268.214468950791,405.53564061723,121.571190544618,412.167774810088,361.812209946967,342.114738734889
"ENSMUSG00000000738","Spg7",234847,"protein_coding","8",123789681,123824499,48.71,592.107862188677,-0.35357526788608,0.582640525731979,-0.606849768031289,0.543950616589157,0.826576915997312,576.580707833645,803.69229171425,650.659405612534,333.30768074316,307.199813468267,600.6882270114,872.626908937484
"ENSMUSG00000000740","Rpl13",270106,"protein_coding","8",123829089,123831983,54.34,2580.09903134341,-2.27298973438948,0.416852436872511,-5.45274426471601,4.95983733891092e-08,1.33310749938532e-05,904.460230070031,2419.63691138586,1700.54611965492,2060.63167973127,2232.25444394809,5228.28638185796,3514.87745275571
"ENSMUSG00000000743","Chmp1a",234852,"protein_coding","8",123931003,123939502,53.56,1730.36862905807,0.0297349813005198,0.415334060152842,0.0715929276052568,0.942925868587053,0.989767930288519,1759.18022302061,1569.33997790357,1766.33301246616,2054.55312020404,1516.73889094834,1491.22601447755,1955.20916438624
"ENSMUSG00000000751","Rpa1",68275,"protein_coding","11",75188992,75239150,44.89,1431.75536333676,0.385094635752952,0.484546342874457,0.794752950705331,0.426757224346062,0.748625376041644,1884.03836925923,1245.96083094162,1503.1854412212,975.608804120557,1528.29499678414,1223.36504136764,1661.8340596629
"ENSMUSG00000000753","Serpinf1",20317,"protein_coding","11",75300595,75313527,49.44,838.155227289521,-0.247483822389997,0.852299592948929,-0.290371865054764,0.771531765344409,0.933427612090899,461.873630394909,913.070532598438,2061.9234349605,772.990153212861,560.471133036148,845.561131533519,251.196575290275
"ENSMUSG00000000759","Tubgcp3",259279,"protein_coding","8",12664277,12722248,46.98,270.734548887367,1.04904998282943,0.912051958718194,1.15020857397617,0.250057975683986,0.594104725006467,476.085126714752,91.3070532598438,212.680913745925,391.053996251854,263.864416584028,209.891061018959,250.259274636206
"ENSMUSG00000000776","Polr3d",67065,"protein_coding","14",70676197,70680887,51.78,267.361079689531,0.92932793598432,1.01387445986618,0.916610460931206,0.359346800713398,0.693156265335488,433.450637755222,163.59180375722,254.135668120131,349.517172815776,215.713975601541,113.940861696006,341.177438080821
"ENSMUSG00000000782","Tcf7",21414,"protein_coding","11",52143198,52174158,53.06,129.090869798427,-5.6060317438056,1.57308312735233,-3.56372250539689,0.0003656324839452,0.00838321776102968,5.07553439994406,42.8001812155518,95.5261731231698,213.762676707619,52.0024762610859,369.808059890546,124.660986991069
"ENSMUSG00000000787","Ddx3x",13205,"protein_coding","X",13147209,13160291,39.75,1732.33373692838,0.494452437874878,0.500863314103532,0.987200347783249,0.323544431347889,0.666378886418926,2034.27418749758,1723.42063027955,1997.03773246174,2049.48765393135,1433.92013245846,1844.04289323799,1044.15292863196
"ENSMUSG00000000804","Usp32",237898,"protein_coding","11",84875268,85030987,39.1,479.76522482128,0.191237572897195,1.08228773375143,0.176697533320761,0.85974597851417,0.962144635235378,463.903844154887,97.9648592267075,488.445149365642,618.999978523012,876.338025881262,603.686670740243,209.018045857206
"ENSMUSG00000000811","Txnrd3",232223,"protein_coding","6",89620970,89652511,47.25,155.252727833923,2.37612747787151,2.20195971188027,1.07909670874156,0.280544618309251,0.62786386957107,226.368834237505,201.636409282155,192.854726871305,44.5761031996932,334.164060418459,0,87.1689608283416
"ENSMUSG00000000823","Zfp512b",269401,"protein_coding","2",181223896,181234596,53.58,245.311752455216,1.34190369961885,0.9250049417442,1.45069895203862,0.146863707413492,0.451016279591267,524.810256954215,264.410008398298,172.127349684202,210.723396944004,130.969199472364,268.860454352856,145.281601380569
"ENSMUSG00000000826","Dnajc5",13002,"protein_coding","2",181162278,181196926,42.98,3015.3321152,0.722969080988965,0.59332119849882,1.2185121361215,0.223029415744707,0.559604772656347,3593.47835516039,3634.21094276941,3334.40415618612,3313.82803559537,2877.47035311342,1072.44337368258,3281.48958989273
"ENSMUSG00000000827","Tpd52l2",66314,"protein_coding","2",181138935,181159759,44.51,971.662120389473,-0.211639938814774,0.644517928611427,-0.328369358585167,0.74263240799901,0.919699008622144,970.442177269303,1052.88445790257,597.489177176053,1123.52041928317,809.89041732543,779.595369498989,1467.81282427078
"ENSMUSG00000000838","Fmr1",14265,"protein_coding","X",67722147,67761569,35.06,549.832843900964,0.854994991280378,1.22435160836491,0.698324717702785,0.484974144623745,0.786829833824564,722.756098552034,759.940995360575,511.876097490193,617.986885268473,437.206004120981,52.9725058762134,746.091320638278
"ENSMUSG00000000861","Bcl11a",14025,"protein_coding","11",24028056,24124123,45.53,563.41412437848,1.36072226678722,0.672325651087744,2.02390354225773,0.0429800774063071,0.222262061481701,884.158092470254,434.659618122382,605.599889988397,528.834678869087,802.186346768232,263.863048138119,424.59719629289
"ENSMUSG00000000876","Pxmp4",59038,"protein_coding","2",154427678,154445628,47.38,418.757012204728,0.251574537624133,0.758528968064026,0.331661081140013,0.740145191475792,0.918413129715349,384.725507515759,484.117605304797,629.932028425431,301.901789852467,484.393436283819,232.879129606749,413.349588444071
"ENSMUSG00000000881","Dlg3",53310,"protein_coding","X",99811328,99862016,46.89,1325.57528044969,0.816634565536254,0.482870970569178,1.69120658583732,0.0907973536207357,0.348054797238764,2367.22924413391,1315.39223602463,889.474838420458,1024.2372803384,994.78811069818,1095.43144227037,1592.47381126185
"ENSMUSG00000000884","Gnb1l",13972,"protein_coding","16",18317463,18385429,47.73,67.6826513834191,-1.16885422058575,2.46451550489763,-0.474273429508936,0.635304936448416,0.872027109869739,59.8913059193399,74.1869807736231,0,40.5237301815392,29.8532734091419,185.90351118822,83.4197582120688
"ENSMUSG00000000901","Mmp11",17385,"protein_coding","10",75759056,75772330,53.54,68.1025655924292,-9.62444956366286,3.43760273410083,-2.79975619875702,0.00511412157235013,0.0535179560303783,0,77.0403261879932,0,56.7332222541549,48.1504409824869,263.863048138119,30.9309215842502
"ENSMUSG00000000902","Smarcb1",20587,"protein_coding","10",75732603,75757451,48.04,1660.01061405183,-1.08196145720822,0.360965136652093,-2.99741262339982,0.00272281899728103,0.0351352053279122,963.336429109382,1820.43437436814,1622.14256246892,1634.11941957057,1501.33074983394,2192.86184702664,1885.8489159852
"ENSMUSG00000000915","Hip1r",29816,"protein_coding","5",124111691,124143621,54.59,414.137862156378,2.0040105249956,1.07534513058344,1.86359752604106,0.0623782453434705,0.277887709389754,615.15476927322,391.85943690683,801.158187797151,356.608825597545,427.575915924484,46.9756184185288,259.632281176888
"ENSMUSG00000000916","Nsun5",100609,"protein_coding","5",135398807,135405659,51.36,144.110301766043,-1.35545784116727,1.4322008600439,-0.946416022348799,0.34393643638483,0.68037512975908,72.0725884792056,29.4845692818246,103.636885935514,359.648105361161,75.1146879326796,142.925817741481,225.889457630434
"ENSMUSG00000000934","Top1mt",72960,"protein_coding","15",75528884,75550649,52.57,64.9419214345171,0.94036061079122,2.74688285994994,0.342337354279592,0.73209702726767,0.915848477748861,116.737291198713,0,61.2809412488259,94.2176726720787,60.6695556379335,117.938786667796,3.74920261627276
"ENSMUSG00000000957","Mmp14",17387,"protein_coding","14",54669069,54682821,53.13,420.919445176097,-0.0690118057778741,0.667232870272533,-0.103429865122931,0.91762181030791,0.982587799079619,362.393156156006,211.147560663389,262.246380932476,645.340403141012,704.922455983609,455.763446784024,304.622712572161
"ENSMUSG00000000959","Oxa1l",69089,"protein_coding","14",54598291,54607130,47.94,516.107959623735,-2.28327568278374,0.628076598515098,-3.63534589281287,0.000277607906652851,0.0068286587752554,127.90346687859,825.567939891088,554.232042176881,405.237301815392,454.540162874677,686.643613904879,558.631189824641
"ENSMUSG00000000976","Heatr6",217026,"protein_coding","11",83644522,83674580,45.93,217.802496298528,0.136736844968092,1.04936912908607,0.130303857029966,0.896326028620493,0.974776141356561,276.109071356957,87.5025927073503,177.534491559099,303.927976361544,177.193622815552,345.820510059808,156.529209229388
"ENSMUSG00000000982","Ccl3",20302,"protein_coding","11",83538670,83540181,46.3,54.8933688040442,-4.33390787776328,3.08196447348674,-1.40621604014149,0.159659982539229,0.472717089624477,0,59.9202537017725,109.945218122894,94.2176726720787,112.672031899019,0,7.49840523254551
"ENSMUSG00000001016","Ilf2",67781,"protein_coding","3",90383433,90395686,42.32,1194.33384555416,0.527375577839476,0.572308388531107,0.921488463925968,0.356795461380521,0.690895446215664,1424.1949526243,1373.41025945015,1004.82719841825,854.037613575939,1727.63782245163,940.511849613524,1035.71722274535
