motif_ID	motif_ALT_ID	motif_Score	seq_ID	seq_Score	seq_Class	is_holdout?
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026219	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000021113	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000091896	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000060227	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000009647	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000001774	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000029131	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000019923	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032238	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000025981	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020594	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000069601	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000039361	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032405	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000061244	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000048490	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000035851	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000060681	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032827	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032186	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000072501	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032097	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000094483	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000029466	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000055254	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000010721	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032594	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000021147	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000038619	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032078	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020015	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000029168	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000049421	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000040724	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000037855	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000021987	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000042323	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000025354	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024589	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024122	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000031983	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000025609	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000049047	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000049957	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000019843	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000030000	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000019853	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026867	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000036822	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000037296	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000049624	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000071533	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028719	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000034275	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028086	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000051359	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000013698	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000035274	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028410	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000055782	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020827	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000043991	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000037685	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000034342	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020590	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000049281	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000050965	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020964	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027217	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027350	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000031513	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028412	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000034473	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027236	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000002265	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000019951	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000031700	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000030304	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024493	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000045671	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000029571	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000017291	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000030609	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000022139	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000036943	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026853	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020598	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027665	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020932	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000033931	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000022752	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000037339	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000040167	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027506	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000102697	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028792	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000045427	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000015575	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000030788	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000056755	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000022708	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027599	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000049630	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000055531	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000056515	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027312	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024750	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000030180	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000052688	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024462	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000005506	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000059263	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026374	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000059003	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000019841	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000034171	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000035566	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027397	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000029501	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028106	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000052581	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000064115	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000021589	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026880	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000036873	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026020	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000003518	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020288	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000022905	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000022466	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032902	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000055013	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000025370	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000058835	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000055239	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024335	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000037071	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026718	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000055204	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000031529	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000040669	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000019777	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000052298	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027332	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024978	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024026	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028426	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020777	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032096	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026159	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032398	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000036291	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027519	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000013662	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028194	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026083	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000047205	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000029228	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000037363	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000037260	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020124	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000005087	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028517	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000037747	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027797	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000031314	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000044807	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026442	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000048271	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000025666	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032215	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000070939	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000096188	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000041515	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000021027	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000033953	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020271	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000031137	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000054733	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000042444	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000001017	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000029999	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032216	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026103	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000060002	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026817	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000025212	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000029775	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000025261	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000040712	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000033808	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000025921	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000044700	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000037754	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000079614	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026640	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000054027	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028030	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000032802	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000000168	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020794	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000005610	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000073139	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000038094	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027708	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000019960	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000034563	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027162	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026554	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000029655	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020671	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000034620	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000037857	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000007812	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000050213	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000035150	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024614	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028583	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000074212	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024924	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000044647	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000029705	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000022602	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020132	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000020044	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028411	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000035949	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000038671	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000057406	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000003617	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000079362	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027808	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024668	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000021477	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000051527	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026123	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000036257	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000021884	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000043424	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027479	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000026384	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000046727	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027893	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000000439	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000051285	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000035873	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000028127	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000060935	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000000127	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000037149	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027612	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000027981	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000040929	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024527	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000021693	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000037416	13.29	fp	0
1-UGAUUCA	STREME-1	4.9e-005	ENSMUSG00000024304	13.29	fp	0
